TransactionID,Region,GeoZone,DeliveryDistance,DeliveryTime,ShippingMethod,LocalTaxRate,OrderValue,ProductCategory,CustomerID,WarehouseID,DeliveryStatus,DeliveryDate,OrderDate,DeliveryPartner,ShippingCost,HandlingFee,IsGift,GiftWrap,CustomerRegion
TXN001419,West,Urban,55.17,4,Standard,0.11,109.64,Books,CUST00746,WH036,Delivered,2022-02-20,2022-10-10,DHL,22.98,15.8,True,True,North
,East,Suburban,45.73,1,Express,0.08,389.85,Clothing,CUST01957,WH037,Delivered,2022-10-01,2022-12-01,Local,22.46,13.64,False,True,East
TXN001421,South,Suburban,17.65,4,Same Day,0.14,173.08,Books,CUST02957,WH028,Delayed,2023-04-29,2023-04-22,FedEx,41.21,4.39,False,False,East
TXN001422,North,Urban,48.15,5,Standard,0.09,317.26,Books,CUST01269,WH006,Delayed,2022-01-30,2023-04-09,Local,22.08,13.66,True,False,East
TXN001423,North,Rural,46.8,14,Express,0.15,862.03,Electronics,CUST00514,WH030,Returned,2022-05-19,2023-10-16,DHL,19.14,14.38,False,False,North
TXN001424,Central,Urban,43.03,8,Express,0.12,366.12,Electronics,CUST00018,WH049,Returned,2023-07-18,2022-01-28,Local,28.52,13.48,True,False,North
TXN001425,West,Suburban,21.29,12,Express,0.11,788.05,Home,CUST00452,WH008,Returned,2023-09-13,2022-09-22,FedEx,39.85,8.63,True,True,North
TXN001426,South,Urban,29.7,13,Same Day,0.15,444.07,Books,CUST00878,WH002,Delivered,2023-08-31,2023-03-23,FedEx,16.28,2.68,False,False,South
TXN001427,East,Urban,60.14,1,Standard,0.11,706.49,Home,CUST02870,WH026,Delayed,2023-03-15,2023-09-24,DHL,8.73,12.01,False,True,West
TXN001428,North,Rural,22.55,3,Express,0.1,97.85,Books,CUST01849,WH045,Delivered,2023-11-18,2023-04-16,UPS,11.63,18.35,True,True,West
TXN001429,North,Suburban,22.24,5,Same Day,0.09,291.16,Home,CUST01807,WH033,Delivered,2022-02-20,2023-06-08,DHL,7.24,6.27,True,False,South
TXN001430,West,Rural,35.22,3,Same Day,0.11,723.37,Electronics,CUST02780,WH049,Returned,2022-04-17,2023-12-17,Local,28.24,16.12,False,True,West
TXN001431,East,Suburban,49.28,6,Express,0.06,817.1,Electronics,CUST01955,WH050,Delivered,2023-03-08,2023-12-18,UPS,45.02,8.82,True,True,South
TXN001432,East,Rural,53.62,12,Same Day,0.07,510.94,Home,CUST00315,WH045,Returned,2023-01-28,2022-10-06,UPS,27.44,2.94,False,True,West
TXN001433,West,Rural,11.88,12,Same Day,0.13,33.16,Home,CUST02333,WH016,Delayed,2022-09-12,2023-09-19,DHL,26.01,14.67,True,True,North
TXN001434,North,Rural,42.78,5,Standard,0.11,367.62,Clothing,CUST00102,WH035,Delayed,2022-11-06,2022-04-05,DHL,37.09,16.95,True,False,West
TXN001435,East,Urban,52.36,10,Same Day,0.1,861.64,Clothing,CUST02227,WH050,Returned,2023-05-31,2022-05-19,DHL,44.84,10.41,True,False,South
TXN001436,West,Urban,54.64,1,Express,0.08,204.14,Books,CUST01391,WH005,Returned,2022-11-18,2023-11-11,DHL,6.19,5.82,True,False,East
TXN001437,South,Urban,25.67,13,Express,0.06,373.36,Books,CUST01466,WH025,Returned,2022-12-24,2023-02-17,UPS,5.26,9.43,False,False,South
TXN001438,East,Suburban,71.34,9,Same Day,0.15,995.1,Home,CUST01873,WH030,Returned,2022-11-15,2023-03-29,UPS,6.91,17.84,True,False,West
TXN001439,North,Rural,46.88,10,Express,0.09,515.16,Clothing,CUST02093,WH034,Delayed,2022-09-27,2023-06-21,Local,29.46,1.65,True,True,North
TXN001440,East,Urban,52.34,1,Same Day,0.12,172.6,Electronics,CUST01050,WH044,Delivered,2023-07-12,2022-04-08,UPS,34.72,9.8,True,True,East
TXN001441,South,Rural,47.69,4,Standard,0.1,119.37,Home,CUST01602,WH028,Returned,2022-12-16,2023-10-26,Local,40.33,2.27,True,False,East
TXN001442,West,Rural,63.29,8,Standard,0.11,785.22,Home,CUST02135,WH026,Delayed,2023-04-17,2023-02-19,UPS,12.13,10.44,True,False,West
TXN001443,East,Suburban,10.92,7,Express,0.14,354.96,Electronics,CUST01779,WH031,Returned,2022-01-10,2022-01-13,DHL,12.25,19.73,True,False,East
TXN001444,South,Rural,27.46,9,Express,0.12,756.11,Electronics,CUST00943,WH045,Delivered,2023-01-27,2023-07-28,UPS,19.35,5.63,True,False,South
TXN001445,South,Rural,25.87,14,Express,0.06,854.36,Home,CUST00513,WH041,Returned,2022-09-13,2022-02-04,FedEx,16.64,19.08,False,True,West
TXN001446,South,Suburban,74.23,13,Standard,0.1,532.43,Electronics,CUST00090,WH036,Delayed,2022-07-09,2023-07-31,FedEx,24.38,13.19,False,False,North
TXN001447,East,Suburban,37.28,8,Standard,0.14,998.16,Electronics,CUST00725,WH021,Returned,2022-02-08,2022-10-11,FedEx,43.67,1.33,True,True,East
TXN001448,Central,Urban,8.98,8,Standard,0.13,299.71,Home,CUST00288,WH026,Delayed,2022-05-02,2022-06-04,Local,28.53,8.85,True,True,West
TXN001449,West,Suburban,61.21,6,Same Day,0.08,768.18,Books,CUST00314,WH008,Returned,2022-04-12,2023-11-05,FedEx,33.5,5.19,True,False,South
TXN001450,South,Rural,56.43,7,Standard,0.13,416.88,Books,CUST02641,WH016,Delayed,2023-03-30,2023-07-22,DHL,10.1,4.67,True,False,North
TXN001451,West,Suburban,81.57,6,Express,0.05,531.2,Clothing,CUST00966,WH037,Delayed,2023-07-30,2023-06-29,UPS,20.73,11.01,False,False,East
TXN001452,South,Suburban,11.69,8,Standard,0.13,194.27,Home,CUST01187,WH033,Returned,2023-04-16,2023-03-27,UPS,5.42,5.06,False,False,South
TXN001453,North,Urban,12.25,1,Same Day,0.13,767.85,Clothing,CUST02702,WH040,Delayed,2023-02-23,2023-07-28,UPS,45.57,7.13,True,False,East
TXN001454,North,Suburban,40.76,11,Standard,0.1,118.11,Books,CUST01056,WH018,Delivered,2023-04-11,2022-05-21,Local,37.13,14.28,True,True,West
TXN001455,North,Rural,69.42,3,Standard,0.05,540.04,Home,CUST01164,WH038,Returned,2022-05-26,2022-11-29,FedEx,35.15,7.61,False,True,North
TXN001456,West,Rural,58.63,11,Same Day,0.08,967.57,Electronics,CUST01735,WH042,Delivered,2022-10-11,2022-02-15,Local,36.93,18.37,False,True,North
,South,Suburban,61.49,5,Standard,0.11,108.51,Clothing,CUST01189,WH025,Delayed,2023-02-18,2023-10-08,DHL,18.86,13.18,False,False,South
TXN001458,North,Rural,23.05,10,Express,0.09,329.77,Clothing,CUST01411,WH006,Delayed,2023-06-14,2023-09-07,DHL,6.62,3.86,False,False,West
TXN001459,West,Suburban,50.68,5,Same Day,0.11,197.01,Clothing,CUST00255,WH022,Delivered,2022-06-14,2022-07-28,FedEx,25.28,7.29,True,True,North
TXN001460,North,Suburban,66.08,9,Same Day,0.13,542.77,Electronics,CUST02642,WH031,Delivered,2022-10-16,2023-04-28,Local,42.37,19.99,False,True,East
TXN001461,South,Suburban,74.7,1,Standard,0.08,39.44,Home,CUST02166,WH042,Delivered,2023-11-21,2023-04-13,FedEx,40.09,7.31,False,True,South
TXN001462,12/05/2023,Suburban,88.46,4,Standard,0.07,899.51,Home,CUST02136,WH005,Delayed,2023-09-26,2022-12-03,DHL,14.08,12.26,False,False,South
TXN001463,East,Suburban,57.8,6,Same Day,0.12,254.85,Electronics,CUST02281,WH021,Delayed,2022-10-24,2023-11-08,Local,29.82,2.94,True,True,East
TXN001464,North,Suburban,50.07,2,Standard,0.12,740.4,Electronics,CUST02884,WH010,Returned,2022-02-20,2023-04-15,DHL,23.88,13.51,False,False,West
TXN001465,East,Suburban,83.8,2,Standard,0.11,979.12,Clothing,CUST01248,WH023,Delivered,2022-09-27,2022-06-30,UPS,42.03,7.23,False,False,East
TXN001466,Central,Urban,72.13,4,Same Day,0.07,807.25,Clothing,CUST00416,WH037,Delivered,2022-10-09,2023-08-12,DHL,5.08,8.33,True,False,East
TXN001467,Central,Rural,47.81,1,Express,0.07,911.88,Electronics,CUST02099,WH022,Delivered,2023-11-24,2023-11-14,UPS,6.6,11.87,False,False,East
TXN001468,North,Urban,26.86,13,Express,0.14,713.33,Electronics,CUST00817,WH021,Delivered,2022-09-27,2023-06-25,DHL,44.88,7.61,True,True,West
TXN001469,West,Urban,6.49,5,Express,0.12,958.4,Books,CUST01510,WH007,Returned,2023-03-13,2022-10-01,FedEx,39.98,2.65,True,True,East
TXN001470,West,Urban,5.48,5,Same Day,0.13,912.11,Clothing,CUST00666,WH001,Returned,2023-06-24,2023-08-27,UPS,11.66,5.39,True,False,East
TXN001471,West,Suburban,31.37,6,Standard,0.13,459.67,Home,CUST02662,WH009,Delayed,2022-03-21,2022-10-17,UPS,34.32,14.61,True,True,North
TXN001472,West,Urban,85.15,3,Same Day,0.1,663.48,Electronics,CUST02585,WH025,Delivered,2023-05-10,2022-05-24,Local,8.77,4.33,True,False,North
TXN001473,West,Suburban,13.85,8,Standard,0.13,967.72,Clothing,CUST02171,WH038,Delayed,2023-12-02,2023-01-08,Local,24.99,7.88,False,False,North
TXN001474,East,Urban,16.61,2,Same Day,0.11,210.08,Books,CUST00661,WH006,Delayed,2023-05-09,2022-12-19,FedEx,23.75,3.59,False,False,North
,North,Urban,37.31,6,Same Day,0.1,642.78,Clothing,CUST00219,WH016,Returned,2022-03-17,2022-01-12,UPS,48.47,5.44,True,True,East
TXN001476,North,Urban,79.84,9,Express,0.09,175.66,Home,CUST02521,WH044,Returned,2022-04-21,2023-03-11,Local,27.24,2.53,True,True,West
TXN001477,North,Urban,77.17,6,Same Day,0.11,500.62,Clothing,CUST01712,WH016,Delivered,2022-01-24,2022-10-30,UPS,17.99,8.43,False,True,West
TXN001478,West,Rural,53.03,12,Express,0.07,31.37,Home,CUST02357,WH009,Returned,2022-11-06,2023-12-16,DHL,26.34,20.0,True,True,West
TXN001479,West,Rural,86.27,4,Standard,0.05,484.83,Electronics,CUST00196,WH007,Delivered,2023-06-28,2023-08-03,UPS,42.7,2.76,False,False,West
TXN001480,Central,Suburban,49.07,14,Same Day,0.12,405.33,Books,CUST00660,WH048,Returned,2022-03-22,2023-07-13,FedEx,36.08,11.35,True,True,East
TXN001481,East,Suburban,1.32,4,Standard,0.12,617.63,Books,CUST02283,WH032,Delayed,2023-07-21,2023-02-13,DHL,23.07,10.43,False,True,West
TXN001482,North,Urban,18.47,9,Standard,0.06,63.54,Home,CUST02787,WH014,Delayed,2023-04-08,2023-07-17,UPS,7.99,3.39,False,False,North
TXN001483,North,Suburban,2.74,12,Express,0.1,449.58,Books,CUST02681,WH044,Returned,2022-11-26,2022-02-11,UPS,35.63,13.94,True,False,North
TXN001484,South,Urban,14.63,3,Same Day,0.13,153.7,Home,CUST01672,WH017,Returned,2023-06-18,2022-02-27,DHL,12.66,7.31,True,False,South
TXN001485,Central,Rural,6.77,4,Same Day,0.06,299.35,Clothing,CUST00266,WH005,Delayed,2023-01-12,2023-06-14,DHL,21.65,14.06,False,True,North
TXN001486,North,Urban,9.49,3,Standard,0.14,773.23,Books,CUST00675,WH011,Delivered,2022-06-18,2023-05-22,Local,24.31,7.22,False,True,North
TXN001487,North,Urban,22.13,7,Standard,0.09,69.92,Electronics,CUST02777,WH005,Returned,2023-12-23,2023-08-12,Local,41.73,13.82,True,True,South
TXN001488,West,Urban,75.38,9,Express,0.05,526.0,Home,CUST00980,WH030,Delayed,2023-04-20,2022-12-06,FedEx,41.84,7.12,False,True,North
TXN001489,South,Urban,68.31,14,Express,0.09,518.13,Clothing,CUST00329,WH032,Returned,2022-09-20,2023-03-29,UPS,32.01,16.91,False,True,North
TXN001490,East,Urban,39.22,7,Same Day,0.09,644.54,Electronics,CUST01680,WH046,Delivered,2022-11-11,2022-12-22,Local,28.72,1.64,False,False,West
TXN001491,South,Rural,24.46,13,Same Day,0.11,620.4,Home,CUST00404,WH025,Delivered,2023-03-05,2023-12-18,Local,28.78,1.63,False,False,East
TXN001492,West,Suburban,79.24,7,Same Day,0.14,795.28,Clothing,CUST01950,WH020,Returned,2022-03-07,2022-01-21,FedEx,49.52,4.02,False,False,South
TXN001493,West,Urban,13.26,1,Standard,0.09,457.07,Clothing,CUST02184,WH012,Returned,2023-11-29,2023-12-01,UPS,12.36,2.41,True,True,South
TXN001494,East,Urban,40.72,4,Standard,0.05,487.73,Home,CUST02570,WH035,Returned,2022-04-26,2022-10-29,FedEx,15.07,17.91,True,True,North
TXN001495,East,Urban,55.17,2,Same Day,0.11,162.51,Clothing,CUST01662,WH006,Delayed,2022-04-08,2023-12-03,Local,33.05,15.6,True,False,South
TXN001496,South,Rural,30.34,7,Express,0.06,859.3,Electronics,CUST01882,WH007,Delayed,2022-07-04,2023-09-29,UPS,20.71,10.89,True,False,West
TXN001497,South,Urban,11.03,12,Same Day,0.13,205.45,Home,CUST01715,WH021,Returned,2023-03-31,2023-10-23,DHL,23.55,4.28,False,True,East
TXN001498,West,Urban,45.01,13,Same Day,0.11,568.72,Clothing,CUST01446,WH026,Returned,2023-01-21,2022-08-19,FedEx,8.85,3.9,True,False,South
TXN001499,Central,Suburban,53.98,13,Express,0.13,103.46,Home,CUST01373,WH039,Delivered,2023-06-23,2023-05-01,FedEx,23.67,1.63,True,False,South
TXN001500,West,Rural,34.95,4,Standard,0.15,653.58,Books,CUST02157,WH023,Delivered,2023-05-17,2023-07-01,FedEx,11.11,3.73,True,False,East
TXN001501,Central,Suburban,39.4,10,Standard,0.08,506.12,Books,CUST01231,WH033,Returned,2023-12-22,2022-06-23,FedEx,14.12,13.14,False,True,West
TXN001502,West,Suburban,86.33,2,Same Day,0.1,213.29,Home,CUST01625,WH031,Returned,2023-11-23,2022-10-30,Local,38.74,12.25,False,True,West
TXN001503,South,Rural,66.3,11,Express,0.15,876.83,Books,CUST01626,WH012,Returned,2023-05-16,2023-02-01,UPS,44.08,6.37,True,False,North
TXN001504,South,Rural,90.93,14,Express,0.15,150.32,Clothing,CUST01075,WH038,Returned,2023-10-18,2022-05-27,FedEx,37.69,13.07,False,True,North
TXN001505,South,Rural,88.05,11,Express,0.13,100.42,Clothing,CUST02971,WH006,Delivered,2022-12-13,2023-02-01,DHL,6.87,12.11,False,True,West
TXN001506,South,Urban,78.77,3,Same Day,0.08,651.91,Books,CUST01226,WH012,Delivered,2023-06-09,2023-08-09,FedEx,46.91,14.26,True,False,South
TXN001507,North,Urban,92.07,2,Express,0.15,231.5,Clothing,CUST02642,WH007,Delivered,2022-10-05,2023-07-15,Local,16.02,2.24,True,False,West
TXN001508,Central,Rural,13.87,1,Standard,0.14,909.18,Home,CUST00136,WH021,Delayed,2022-12-23,2022-05-24,DHL,37.56,15.05,True,False,East
TXN001509,South,Suburban,75.58,11,Same Day,0.15,125.16,Clothing,CUST00914,WH039,Delivered,2023-08-17,2023-02-02,DHL,14.29,18.49,True,False,South
TXN001510,West,Suburban,4.54,11,Standard,0.12,822.38,Home,CUST00198,WH014,Delivered,2022-03-10,2022-06-02,DHL,7.3,5.58,True,True,West
TXN001511,South,Suburban,79.31,13,Express,0.13,761.74,Home,CUST01071,WH025,Returned,2022-02-15,2023-08-13,Local,8.76,9.54,True,True,South
TXN001512,South,Urban,85.87,10,Same Day,0.08,357.83,Clothing,CUST01076,WH048,Delayed,2023-10-01,2023-09-03,Local,23.51,10.07,True,False,West
TXN001513,South,Urban,76.12,10,Express,0.15,389.01,Home,CUST01270,WH023,Returned,2023-05-19,2022-10-02,DHL,34.74,6.57,False,False,North
TXN001514,12/05/2023,Rural,88.98,3,Standard,0.08,646.42,Home,CUST00303,WH023,Delivered,2023-12-14,2022-03-20,DHL,41.5,9.85,False,True,East
TXN001515,Central,Suburban,42.08,4,Same Day,0.07,320.19,Clothing,CUST02454,WH001,Returned,2022-08-26,2022-06-19,FedEx,13.75,2.59,True,True,West
TXN001516,South,Rural,75.96,10,Standard,0.09,997.24,Books,CUST02409,WH024,Returned,2022-11-29,2023-12-10,FedEx,30.51,1.86,False,False,East
TXN001517,South,Urban,36.09,4,Same Day,0.14,739.28,Books,CUST01297,WH026,Returned,2023-07-01,2023-11-23,Local,9.99,6.22,True,False,South
TXN001518,West,Urban,16.37,3,Same Day,0.15,872.45,Electronics,CUST02461,WH037,Returned,2022-11-28,2023-04-21,Local,26.26,4.05,False,False,West
TXN001519,West,Rural,33.62,3,Standard,0.11,713.32,Clothing,CUST01829,WH003,Returned,2023-08-21,2023-11-19,FedEx,37.34,16.66,True,True,South
TXN001520,East,Suburban,22.22,12,Same Day,0.09,519.84,Books,CUST02417,WH003,Delayed,2023-10-03,2022-05-20,Local,42.08,17.57,False,True,North
TXN001521,North,Suburban,54.06,6,Express,0.09,25.24,Books,CUST02794,WH015,Returned,2022-03-19,2023-03-11,DHL,16.72,12.87,False,True,North
TXN001522,East,Rural,21.89,13,Same Day,0.1,85.27,Clothing,CUST00274,WH016,Returned,2022-10-07,2022-11-04,Local,45.02,15.27,False,False,South
TXN001523,East,Rural,95.93,4,Same Day,0.09,540.13,Clothing,CUST02979,WH036,Delivered,2022-04-10,2022-05-10,FedEx,7.5,7.78,True,True,North
TXN001524,East,Suburban,56.15,8,Express,0.11,138.5,Clothing,CUST00675,WH048,Delivered,2022-09-15,2022-06-20,Local,30.88,14.9,True,False,North
TXN001525,North,Suburban,2.08,6,Express,0.05,241.06,Clothing,CUST01615,WH019,Returned,2022-09-03,2022-12-19,UPS,15.34,12.07,True,True,West
TXN001526,Central,Rural,86.47,8,Same Day,0.1,672.42,Home,CUST01284,WH034,Delayed,2023-03-03,2022-06-30,DHL,42.79,7.56,False,True,West
TXN001527,Central,Suburban,69.74,10,Same Day,0.12,562.35,Home,CUST02336,WH050,Returned,2023-06-27,2023-04-11,UPS,29.03,2.53,True,False,West
TXN001528,North,Urban,42.57,4,Express,0.15,255.23,Books,CUST00572,WH027,Returned,2023-06-29,2023-11-20,UPS,28.71,14.78,False,True,West
TXN001529,East,Suburban,23.36,13,Same Day,0.06,556.11,Books,CUST01976,WH019,Delayed,2022-02-24,2023-07-22,DHL,22.3,2.15,True,True,South
TXN001530,East,Suburban,64.64,5,Standard,0.07,379.3,Books,CUST02899,WH041,Delivered,2023-08-17,2022-10-02,FedEx,28.04,5.62,True,True,North
TXN001531,North,Suburban,39.73,10,Same Day,0.07,802.66,Clothing,CUST01289,WH020,Returned,2022-03-23,2023-06-07,FedEx,30.97,15.39,False,False,East
,West,Urban,22.43,13,Express,0.13,57.93,Home,CUST00263,WH033,Delayed,2023-10-19,2022-10-20,Local,18.07,12.58,False,False,East
TXN001533,West,Urban,54.38,14,Express,0.11,571.16,Clothing,CUST00521,WH010,Returned,2023-07-11,2023-08-16,FedEx,39.83,5.27,False,True,East
TXN001534,South,Suburban,18.35,14,Standard,0.07,145.58,Home,CUST01001,WH007,Delivered,2023-04-01,2023-05-02,FedEx,10.78,15.82,False,True,South
TXN001535,North,Urban,8.9,6,Express,0.1,481.89,Electronics,CUST02079,WH010,Delayed,2023-10-27,2022-01-16,UPS,28.01,10.37,True,False,South
TXN001536,South,Rural,59.41,3,Express,0.14,270.39,Books,CUST02212,WH040,Returned,2023-02-02,2022-01-31,DHL,6.44,1.94,False,True,North
TXN001537,West,Urban,21.78,12,Same Day,0.11,285.19,Books,CUST02757,WH035,Delivered,2023-11-12,2023-12-22,DHL,20.52,3.3,True,True,South
TXN001538,South,Rural,22.01,6,Express,0.07,497.31,Home,CUST02631,WH001,Delayed,2022-03-17,2023-06-23,DHL,6.54,10.56,False,False,West
TXN001539,12/05/2023,Rural,72.73,7,Same Day,0.14,96.43,Electronics,CUST01550,WH015,Delivered,2022-05-31,2022-04-10,DHL,40.37,4.93,False,True,East
TXN001540,South,Suburban,94.09,5,Same Day,0.09,791.71,Electronics,CUST01159,WH050,Returned,2022-04-11,2023-04-14,UPS,25.06,13.68,False,False,North
TXN001541,East,Urban,31.51,12,Express,0.06,177.66,Home,CUST00749,WH043,Delayed,2023-10-23,2023-04-03,Local,14.64,18.99,False,False,North
TXN001542,North,Rural,11.72,9,Same Day,0.15,47.02,Books,CUST00335,WH006,Delayed,2023-11-26,2023-09-04,UPS,40.27,17.35,False,True,East
TXN001543,Central,Suburban,41.08,8,Standard,0.07,416.42,Clothing,CUST00305,WH004,Delivered,2022-04-21,2022-09-18,FedEx,49.18,19.97,True,False,South
TXN001544,North,Suburban,28.97,3,Same Day,0.14,737.13,Electronics,CUST01124,WH020,Returned,2022-02-28,2022-07-26,DHL,30.83,12.53,True,False,South
TXN001545,North,Urban,33.47,7,Express,0.12,172.2,Books,CUST00630,WH004,Delayed,2023-08-16,2022-02-28,FedEx,29.04,5.73,True,True,South
TXN001546,East,Suburban,91.74,6,Express,0.12,492.04,Electronics,CUST00791,WH022,Returned,2023-08-08,2023-08-11,FedEx,10.99,13.94,True,False,North
TXN001547,East,Urban,48.1,1,Express,0.06,77.78,Home,CUST00171,WH047,Delayed,2022-03-22,2022-10-13,Local,9.53,19.62,False,False,West
TXN001548,South,Suburban,25.02,7,Same Day,0.12,482.6,Electronics,CUST02039,WH012,Returned,2023-08-22,2022-03-17,UPS,12.83,1.6,True,False,South
TXN001549,East,Rural,77.75,7,Standard,0.06,845.82,Books,CUST00701,WH039,Delayed,2022-04-10,2022-04-30,FedEx,31.44,1.63,False,False,South
TXN001550,South,Rural,66.19,2,Express,0.1,467.51,Books,CUST01203,WH050,Delayed,2022-02-20,2022-12-11,FedEx,19.86,6.31,False,True,West
TXN001551,East,Suburban,57.48,12,Same Day,0.09,24.86,Books,CUST00248,WH020,Delayed,2022-08-08,2023-05-21,FedEx,22.32,1.39,True,False,East
TXN001552,East,Urban,26.18,8,Same Day,0.1,413.45,Electronics,CUST00885,WH017,Delivered,2022-06-01,2022-02-28,Local,34.65,13.65,False,False,North
TXN001553,West,Suburban,49.68,2,Standard,0.1,335.18,Books,CUST00296,WH004,Delivered,2022-10-23,2023-05-18,UPS,15.13,3.2,True,False,North
TXN001554,South,Suburban,95.28,7,Express,0.08,687.17,Home,CUST02959,WH038,Delivered,2022-08-21,2022-08-30,FedEx,16.02,15.2,True,True,East
TXN001555,East,Rural,87.54,1,Same Day,0.05,566.33,Home,CUST01159,WH024,Delivered,2023-03-23,2023-01-15,UPS,38.34,16.15,True,True,South
TXN001556,Central,Suburban,7.66,12,Same Day,0.05,592.06,Clothing,CUST01918,WH003,Returned,2023-04-21,2023-06-06,DHL,39.45,4.04,False,True,East
TXN001557,12/05/2023,Urban,25.94,7,Express,0.12,512.36,Clothing,CUST00452,WH014,Delayed,2022-12-26,2022-01-14,FedEx,20.96,4.73,True,False,East
TXN001558,North,Suburban,58.04,6,Same Day,0.1,139.11,Electronics,CUST01291,WH014,Delivered,2023-06-07,2023-04-13,Local,8.98,2.99,False,True,North
TXN001559,East,Rural,8.76,8,Express,0.12,126.85,Home,CUST02889,WH008,Delayed,2023-11-27,2022-06-13,DHL,13.25,18.19,False,True,East
TXN001560,South,Suburban,64.93,2,Standard,0.06,596.56,Books,CUST01823,WH008,Delivered,2022-10-09,2022-05-06,DHL,7.56,1.96,True,False,South
TXN001561,West,Urban,67.8,14,Standard,0.07,935.81,Books,CUST01877,WH048,Delayed,2023-02-20,2023-03-31,DHL,27.23,8.67,True,True,West
TXN001562,North,Suburban,39.5,8,Same Day,0.11,791.79,Clothing,CUST02409,WH026,Delivered,2023-09-25,2023-10-06,DHL,10.29,12.08,True,True,West
TXN001563,East,Urban,13.97,11,Same Day,0.14,759.33,Home,CUST01222,WH048,Returned,2022-12-25,2022-06-14,Local,46.48,16.79,True,True,North
TXN001564,Central,Suburban,5.13,5,Same Day,0.11,318.72,Electronics,CUST02739,WH043,Delayed,2022-03-19,2022-08-06,Local,15.94,5.66,False,True,South
TXN001565,West,Urban,32.67,13,Same Day,0.08,847.46,Clothing,CUST01579,WH042,Delivered,2023-02-02,2023-11-03,UPS,9.58,6.54,False,True,South
TXN001566,West,Urban,60.29,4,Express,0.14,591.92,Books,CUST00673,WH043,Delayed,2022-01-09,2023-09-12,DHL,36.3,10.49,True,True,North
TXN001567,West,Rural,51.76,10,Standard,0.12,760.9,Clothing,CUST02534,WH006,Delivered,2023-09-07,2023-05-09,Local,38.62,2.78,False,True,South
TXN001568,South,Rural,57.2,10,Standard,0.09,628.44,Books,CUST01481,WH028,Returned,2023-01-16,2022-11-11,FedEx,15.65,6.94,False,True,West
TXN001569,West,Urban,45.06,14,Same Day,0.08,674.35,Books,CUST00613,WH036,Returned,2022-01-17,2023-03-20,FedEx,28.71,7.65,True,True,East
TXN001570,North,Urban,16.8,10,Express,0.09,59.55,Electronics,CUST02458,WH030,Delayed,2022-12-02,2023-12-06,Local,46.98,8.89,True,False,North
TXN001571,North,Urban,20.2,9,Express,0.15,431.28,Home,CUST01243,WH034,Delivered,2023-10-17,2022-06-22,UPS,25.05,19.39,True,True,East
,East,Suburban,89.83,7,Same Day,0.09,443.77,Books,CUST01665,WH025,Returned,2023-08-22,2022-05-02,FedEx,38.96,17.45,True,False,South
TXN001573,East,Urban,70.13,11,Standard,0.06,241.13,Clothing,CUST02816,WH034,Delayed,2022-10-19,2023-09-14,Local,20.95,5.75,True,False,East
TXN001574,South,Urban,71.83,5,Express,0.15,767.11,Books,CUST02247,WH046,Delayed,2023-02-08,2023-05-31,UPS,6.08,9.9,False,True,West
TXN001575,West,Rural,45.57,7,Express,0.07,340.2,Electronics,CUST02202,WH045,Delivered,2023-11-07,2022-04-11,UPS,43.5,11.6,True,False,South
TXN001576,North,Rural,10.11,8,Standard,0.12,380.66,Books,CUST00633,WH026,Returned,2022-06-05,2023-01-18,UPS,18.92,7.14,True,False,West
TXN001577,North,Suburban,63.57,1,Express,0.08,621.16,Electronics,CUST02149,WH038,Delivered,2023-07-15,2022-03-05,FedEx,14.05,13.84,False,True,North
TXN001578,12/05/2023,Suburban,75.65,9,Same Day,0.12,248.12,Clothing,CUST01805,WH030,Delayed,2023-03-18,2023-08-16,FedEx,45.87,16.21,False,False,East
TXN001579,Central,Rural,58.25,6,Standard,0.07,33.67,Electronics,CUST00664,WH016,Delayed,2022-07-22,2023-12-28,DHL,20.06,7.33,True,False,East
TXN001580,North,Urban,94.61,1,Express,0.06,445.14,Electronics,CUST02301,WH019,Delayed,2022-09-11,2022-07-25,UPS,49.01,4.24,False,True,West
TXN001581,West,Rural,51.12,5,Same Day,0.07,675.58,Electronics,CUST01870,WH012,Returned,2023-10-15,2023-08-20,Local,10.08,15.21,True,True,North
TXN001582,Central,Urban,44.74,6,Same Day,0.14,799.64,Books,CUST01409,WH029,Delayed,2022-07-30,2023-10-13,DHL,17.78,2.3,False,False,East
TXN001583,West,Rural,90.14,7,Standard,0.07,540.3,Home,CUST00755,WH041,Delayed,2023-04-29,2023-12-15,FedEx,23.86,17.69,False,False,North
,West,Urban,7.04,12,Same Day,0.08,850.62,Electronics,CUST02755,WH010,Delivered,2022-05-30,2023-07-10,Local,10.08,8.76,False,False,South
TXN001585,North,Urban,28.71,5,Standard,0.1,909.44,Electronics,CUST02772,WH009,Delayed,2023-07-29,2022-12-08,FedEx,8.15,8.73,False,True,West
TXN001586,West,Rural,96.08,8,Same Day,0.1,514.91,Books,CUST00901,WH015,Returned,2023-07-18,2022-10-03,DHL,45.31,1.45,False,False,South
TXN001587,South,Suburban,60.75,9,Same Day,0.12,402.95,Electronics,CUST01259,WH011,Delayed,2023-06-14,2023-06-24,FedEx,15.7,16.64,True,True,West
TXN001588,North,Suburban,13.55,4,Express,0.14,182.8,Home,CUST00509,WH046,Returned,2023-10-05,2023-05-02,DHL,32.1,8.0,True,True,South
