ProductID,Category,LaunchDate,Cost,Price,Margin,UnitsSold,StockLevel,BundleID,Rating,ReturnRate,SupplierID,WarrantyMonths,IsFeatured,Color,Size,Weight,Material,EcoFriendly,Season
PROD0627,Clothing,2023-07-01,53.97,270.44,216.47,478,175,BND054,4.3,0.25,SUP0175,28,True,Blue,M,2.69,Plastic,True,Summer
PROD0334,Electronics,2023-09-13,124.11,393.96,269.84999999999997,177,585,BND031,1.5,0.14,SUP0042,14,True,Green,S,0.23,Wood,False,Winter
PROD0024,,2022-08-01,182.08,782.76,600.68,486,221,BND061,2.1,0.05,SUP0174,18,False,Green,S,2.11,Plastic,True,Winter
PROD0665,Electronics,2022-08-30,233.56,201.39,-32.170000000000016,221,738,BND082,2.8,0.02,SUP0070,35,True,Blue,S,3.13,Metal,False,Fall
PROD0942,Clothing,2023-08-30,207.8,141.98,-65.82000000000002,466,477,BND088,2.5,0.08,SUP0121,22,False,Green,L,4.42,Fabric,True,Spring
PROD0651,Toys,2023-09-27,254.39,748.99,494.6,145,916,BND059,4.7,0.02,SUP0157,15,True,Black,M,3.15,Fabric,True,Winter
PROD0349,Clothing,2022-12-14,47.65,194.98,147.32999999999998,154,797,BND081,2.4,0.03,SUP0072,7,True,Green,S,1.87,Wood,False,Winter
PROD0132,Books,2023-04-05,131.21,227.35,96.13999999999999,83,700,BND020,2.5,0.16,SUP0186,14,False,Red,S,1.34,Metal,True,Winter
PROD0383,Clothing,2022-06-21,51.97,562.14,510.16999999999996,152,473,BND073,1.7,0.28,SUP0018,6,True,White,M,0.28,Wood,True,Spring
PROD0227,Electronics,2023-10-27,27.07,217.75,190.68,254,934,BND059,4.7,0.22,SUP0167,3,False,Green,M,3.56,Metal,False,Fall
PROD0440,,2022-01-01,8.4,650.54,642.14,151,877,BND044,4.9,0.17,SUP0145,10,True,White,L,4.24,Metal,False,Summer
PROD0946,Books,2023-03-10,152.34,883.8,731.4599999999999,457,874,BND041,1.9,0.3,SUP0175,8,True,Black,XL,4.74,Plastic,True,Summer
PROD0719,Electronics,2022-06-24,113.37,299.24,185.87,334,255,BND025,3.5,0.2,SUP0132,30,True,White,S,3.76,Fabric,False,Fall
PROD0782,Clothing,2022-12-01,73.5,335.1,261.6,238,53,BND016,4.8,0.11,SUP0058,20,True,Blue,M,2.81,Wood,False,Winter
PROD0517,Toys,2022-08-17,247.72,781.75,534.03,147,620,BND059,2.5,0.08,SUP0180,5,True,Blue,XL,0.49,Metal,False,Winter
PROD0969,Toys,2023-05-22,229.27,874.72,645.45,387,791,BND058,1.7,0.24,SUP0039,32,True,Blue,S,3.65,Plastic,True,Winter
PROD0305,Home,2023-05-01,261.97,990.36,728.39,13,304,BND065,1.9,0.06,SUP0058,31,False,Blue,S,4.36,Plastic,False,Spring
PROD0873,Clothing,2023-04-26,267.81,324.54,56.73000000000002,127,937,BND061,4.6,0.29,SUP0176,8,True,Black,M,1.56,Fabric,False,Winter
PROD0722,Home,2023-10-25,224.98,263.43,38.45000000000002,124,662,BND069,2.1,0.27,SUP0167,25,False,Black,M,4.47,Plastic,False,Summer
PROD0161,Toys,2023-06-08,247.94,178.27,-69.66999999999999,335,782,BND012,4.2,0.08,SUP0016,27,True,White,L,1.8,Metal,True,Fall
PROD0794,Clothing,2023-04-21,248.85,499.24,250.39000000000001,389,376,BND098,2.6,0.15,SUP0180,29,True,Green,S,3.81,Fabric,True,Fall
PROD0668,Toys,2022-05-31,278.82,923.32,644.5,136,740,BND036,4.2,0.24,SUP0034,26,True,Red,XL,3.85,Fabric,True,Fall
PROD0738,Toys,2022-11-05,169.91,531.79,361.88,210,828,BND033,2.5,0.15,SUP0147,0,True,Blue,XL,3.56,Fabric,False,Spring
PROD0070,Toys,2023-04-28,215.25,692.78,477.53,231,58,BND004,4.2,0.29,SUP0098,6,True,Blue,M,4.56,Plastic,True,Spring
PROD0315,Home,2023-08-09,213.22,664.55,451.3299999999999,108,871,BND067,1.4,0.14,SUP0023,25,True,Red,XL,4.92,Wood,False,Winter
PROD0211,Toys,2022-05-22,20.68,556.84,536.1600000000001,475,866,BND030,3.1,0.22,SUP0175,12,False,Black,S,1.51,Metal,False,Summer
PROD0232,Electronics,2023-01-22,73.66,879.09,805.4300000000001,217,29,BND019,3.0,0.22,SUP0183,23,False,Red,S,3.45,Metal,True,Fall
PROD0123,Books,2022-05-29,57.78,714.25,656.47,352,140,BND052,3.7,0.08,SUP0063,23,True,Red,M,2.45,Plastic,False,Summer
PROD0219,Electronics,2023-10-13,52.92,186.6,133.68,332,654,BND008,2.5,0.16,SUP0153,13,True,Green,S,3.73,Plastic,False,Winter
PROD0837,Home,2022-02-03,104.71,743.49,638.78,262,21,BND049,1.5,0.02,SUP0077,0,True,Blue,S,4.85,Wood,True,Winter
PROD0925,,2022-12-08,119.6,625.47,505.87,385,829,BND065,2.0,0.14,SUP0134,2,False,Black,S,2.88,Fabric,True,Summer
PROD0668,Toys,2022-12-23,226.46,13.76,-212.70000000000002,13,781,BND037,3.8,0.3,SUP0058,19,False,White,M,0.9,Fabric,True,Summer
PROD0492,Toys,2022-05-30,40.11,792.03,751.92,4,818,BND039,4.7,0.28,SUP0137,29,True,Green,S,3.49,Fabric,False,Fall
PROD0981,Electronics,2023-08-11,240.49,49.81,-190.68,267,899,BND013,3.3,0.25,SUP0084,4,True,Green,L,3.41,Metal,False,Winter
PROD0659,Toys,2023-01-26,271.7,233.76,-37.94,164,725,BND017,2.5,0.29,SUP0131,7,True,Green,S,2.6,Metal,True,Summer
PROD0643,Toys,2023-02-06,87.45,858.66,771.2099999999999,117,955,BND077,1.5,0.09,SUP0178,6,False,Blue,S,2.59,Fabric,True,Fall
PROD0134,Electronics,2022-06-20,287.86,248.27,-39.59,428,567,BND034,1.7,0.05,SUP0080,28,False,Black,S,2.64,Fabric,False,Spring
PROD0800,Home,2023-07-22,64.48,914.46,849.98,461,254,BND085,2.5,0.08,SUP0164,35,True,Green,XL,1.61,Wood,True,Winter
PROD0177,Home,2023-01-03,275.51,384.92,109.41000000000003,440,88,BND003,1.1,0.26,SUP0024,16,False,Green,XL,0.78,Fabric,True,Winter
PROD0429,Home,2023-04-14,65.7,68.89,3.1899999999999977,254,309,BND058,2.2,0.29,SUP0102,27,True,Black,M,1.25,Wood,False,Winter
PROD0217,Books,2023-08-20,154.35,887.42,733.0699999999999,235,307,BND086,3.3,0.04,SUP0018,15,False,Red,M,1.8,Wood,True,Spring
PROD0694,Home,2022-07-03,252.12,249.53,-2.5900000000000034,217,215,BND069,2.5,0.09,SUP0067,17,False,Red,M,1.33,Fabric,False,Fall
PROD0729,Toys,2023-10-08,266.32,182.31,-84.00999999999999,108,553,BND001,4.0,0.0,SUP0052,16,False,Green,XL,0.95,Metal,False,Spring
PROD0351,Home,2023-08-28,119.0,733.54,614.54,310,809,BND063,3.6,0.03,SUP0042,22,True,Red,S,4.4,Wood,False,Fall
PROD0953,Books,2023-10-05,22.45,414.96,392.51,98,75,BND029,4.7,0.25,SUP0042,0,False,Red,S,4.03,Wood,False,Winter
PROD0451,Toys,2023-12-13,156.18,65.23,-90.95,68,795,BND029,2.1,0.29,SUP0129,11,True,Black,M,4.21,Wood,False,Spring
PROD0377,Electronics,2022-07-30,292.04,854.04,562.0,422,775,BND072,3.8,0.3,SUP0050,25,False,Blue,M,0.15,Wood,True,Spring
PROD0390,,2023-01-13,276.05,660.21,384.16,161,527,BND002,4.8,0.07,SUP0132,9,True,Blue,XL,4.85,Plastic,False,Summer
PROD0427,Home,2023-12-21,219.75,836.74,616.99,373,880,BND040,3.0,0.01,SUP0047,7,False,Red,S,3.66,Plastic,True,Fall
PROD0360,Books,2023-03-25,21.31,992.68,971.37,336,366,BND056,2.9,0.23,SUP0138,22,False,White,S,4.94,Plastic,True,Spring
PROD0681,Toys,2023-04-08,22.78,346.27,323.49,137,258,BND046,1.8,0.09,SUP0083,6,True,Black,XL,2.1,Fabric,True,Summer
PROD0692,Toys,2023-07-18,263.82,85.91,-177.91,38,159,BND078,2.9,0.21,SUP0042,2,False,Black,XL,3.05,Wood,True,Spring
PROD0946,Home,2022-05-15,195.83,472.87,277.03999999999996,156,486,BND078,3.2,0.09,SUP0125,24,False,Red,M,0.9,Metal,True,Winter
PROD0976,Toys,2022-10-07,61.29,206.67,145.38,367,584,BND084,2.0,0.25,SUP0126,15,True,White,M,2.82,Plastic,True,Fall
PROD0104,Home,2022-10-04,265.97,457.26,191.28999999999996,170,994,BND069,4.9,0.24,SUP0095,19,False,Red,L,1.12,Wood,False,Winter
PROD0589,,2022-01-01,80.81,658.48,577.6700000000001,262,338,BND046,3.6,0.04,SUP0190,18,True,Blue,M,2.54,Metal,False,Fall
PROD0506,Electronics,2023-10-28,101.53,934.89,833.36,22,946,BND100,3.7,0.11,SUP0177,1,False,White,M,2.67,Wood,True,Summer
PROD0332,Electronics,2023-09-23,291.21,691.85,400.64000000000004,289,840,BND091,3.6,0.27,SUP0175,28,False,Red,S,2.32,Wood,False,Summer
PROD0895,Electronics,2023-05-16,143.55,434.26,290.71,55,999,BND012,2.5,0.19,SUP0194,0,False,Black,L,3.97,Wood,False,Fall
PROD0727,Toys,2023-04-24,49.84,627.17,577.3299999999999,409,981,BND022,1.4,0.15,SUP0055,19,False,Green,L,2.1,Fabric,False,Spring
PROD0018,Electronics,2023-10-18,245.07,975.67,730.5999999999999,299,280,BND035,4.4,0.24,SUP0042,26,False,White,M,4.71,Wood,False,Fall
PROD0548,Electronics,2022-06-19,176.18,128.44,-47.74000000000001,246,365,BND037,1.3,0.17,SUP0165,28,True,Green,S,4.15,Fabric,True,Spring
PROD0556,Books,2023-03-16,104.32,295.39,191.07,211,461,BND054,3.8,0.12,SUP0055,33,False,Blue,XL,4.29,Wood,True,Summer
PROD0548,Books,2022-05-28,161.14,238.69,77.55000000000001,476,707,BND077,3.3,0.12,SUP0074,11,False,Red,XL,3.83,Metal,False,Winter
PROD0587,Toys,2022-07-25,181.13,373.77,192.64,196,929,BND061,2.7,0.0,SUP0048,4,False,Green,S,3.89,Plastic,False,Spring
PROD0409,Electronics,2022-02-21,96.99,200.22,103.23,161,673,BND052,4.2,0.07,SUP0126,17,True,Black,XL,0.24,Plastic,True,Summer
PROD0368,Books,2023-11-18,71.49,735.54,664.05,296,577,BND054,4.8,0.27,SUP0165,1,False,White,S,0.73,Metal,False,Fall
PROD0404,Clothing,2023-12-03,245.58,291.89,46.309999999999974,421,148,BND007,2.9,0.2,SUP0061,13,True,White,M,4.33,Metal,False,Spring
PROD0489,Clothing,2022-08-08,126.13,936.74,810.61,1,653,BND064,3.9,0.17,SUP0139,8,False,White,L,4.47,Metal,True,Summer
PROD0078,Clothing,2022-12-16,159.55,636.73,477.18,219,51,BND094,2.6,0.12,SUP0182,18,False,Green,XL,3.0,Plastic,False,Winter
PROD0285,Electronics,2022-09-14,16.58,884.82,868.24,264,426,BND005,2.1,0.09,SUP0026,14,False,Blue,L,4.37,Metal,True,Spring
PROD0500,Toys,2023-12-30,49.86,426.86,377.0,256,137,BND060,4.2,0.23,SUP0117,13,False,Black,M,4.4,Metal,True,Fall
PROD0714,Toys,2023-09-24,72.14,743.78,671.64,58,217,BND050,4.1,0.06,SUP0166,1,False,Blue,S,0.91,Plastic,False,Winter
PROD0109,Clothing,2022-06-12,270.71,113.67,-157.03999999999996,384,402,BND008,3.4,0.08,SUP0156,27,True,White,L,0.59,Metal,True,Spring
PROD0201,Books,2023-06-03,94.51,730.19,635.6800000000001,92,660,BND043,5.0,0.24,SUP0189,7,False,Red,S,4.6,Plastic,True,Winter
PROD0100,Home,2023-12-16,252.72,141.36,-111.35999999999999,88,683,BND037,2.1,0.09,SUP0162,6,True,Red,S,2.41,Plastic,False,Summer
PROD0954,Books,2022-12-15,144.41,118.16,-26.25,391,277,BND092,2.8,0.06,SUP0142,32,False,Black,S,3.84,Wood,True,Fall
PROD0384,Books,2023-03-23,114.15,753.46,639.3100000000001,217,627,BND041,4.7,0.17,SUP0157,35,True,Blue,L,3.89,Wood,True,Winter
PROD0909,Clothing,2022-02-25,10.05,327.89,317.84,417,130,BND035,4.9,0.25,SUP0180,8,False,Red,L,1.86,Fabric,True,Spring
PROD0522,,2023-10-15,33.09,779.89,746.8,496,525,BND088,3.8,0.13,SUP0018,34,False,White,S,4.27,Wood,True,Fall
PROD0684,Clothing,2022-07-14,215.84,964.12,748.28,30,285,BND066,1.7,0.24,SUP0010,27,False,Blue,S,0.4,Metal,True,Winter
PROD0410,Electronics,2022-12-31,109.05,465.81,356.76,363,732,BND050,2.2,0.11,SUP0006,15,False,Blue,L,2.54,Metal,True,Spring
PROD0888,Electronics,2022-08-19,290.05,778.74,488.69,312,365,BND097,2.8,0.17,SUP0029,24,True,Black,S,4.9,Fabric,False,Spring
PROD0939,Toys,2022-06-11,173.3,170.38,-2.920000000000016,470,107,BND037,3.1,0.27,SUP0008,12,True,Black,L,2.32,Fabric,True,Summer
PROD0991,,2022-02-13,215.18,33.65,-181.53,469,340,BND005,3.3,0.27,SUP0028,9,False,Blue,M,1.93,Wood,True,Spring
PROD0750,Clothing,2022-11-19,275.89,92.66,-183.23,371,250,BND038,2.6,0.14,SUP0007,17,True,White,M,1.47,Wood,True,Fall
PROD0627,Clothing,2022-11-20,240.45,33.04,-207.41,135,585,BND074,2.0,0.19,SUP0119,14,False,Red,L,3.26,Plastic,True,Fall
PROD0585,Books,2023-06-04,98.66,323.47,224.81000000000003,337,76,BND088,2.6,0.09,SUP0002,19,False,Black,M,0.29,Metal,True,Winter
PROD0577,Books,2023-08-19,106.29,303.08,196.78999999999996,364,877,BND093,3.5,0.18,SUP0079,4,True,White,L,0.96,Wood,True,Spring
PROD0202,Electronics,2023-10-28,48.38,537.1,488.72,244,243,BND042,4.8,0.02,SUP0112,17,True,Blue,XL,1.95,Wood,True,Fall
PROD0497,Home,2022-09-26,110.61,409.67,299.06,269,640,BND012,1.5,0.25,SUP0172,7,False,White,XL,3.87,Metal,True,Winter
PROD0321,Electronics,2022-07-27,186.57,443.31,256.74,207,9,BND097,2.1,0.29,SUP0167,30,True,Green,XL,2.07,Metal,False,Spring
PROD0998,,2023-10-07,215.91,747.61,531.7,375,644,BND097,4.2,0.01,SUP0118,15,True,Black,L,1.47,Fabric,True,Fall
PROD1000,Home,2023-02-12,201.99,537.4,335.40999999999997,453,384,BND065,3.2,0.06,SUP0182,1,True,Black,XL,1.74,Wood,False,Summer
PROD0757,Books,2023-03-19,142.29,986.81,844.52,339,514,BND057,1.4,0.27,SUP0111,7,False,Green,L,2.57,Metal,False,Spring
PROD0711,Books,2022-10-25,93.89,386.61,292.72,298,974,BND066,2.2,0.09,SUP0001,33,False,Blue,XL,4.25,Fabric,True,Summer
PROD0822,Books,2023-04-11,117.26,834.05,716.79,229,981,BND063,2.6,0.25,SUP0044,8,False,Blue,XL,1.83,Wood,False,Spring
PROD0257,Toys,2023-11-05,107.9,737.34,629.44,268,228,BND099,3.2,0.02,SUP0117,23,False,White,L,4.92,Wood,False,Summer
PROD0211,Toys,2023-01-26,56.06,355.75,299.69,18,861,BND001,4.8,0.1,SUP0048,29,True,Red,L,4.26,Metal,True,Spring
PROD0720,Home,2023-07-02,169.75,590.53,420.78,431,336,BND079,3.9,0.09,SUP0162,19,True,White,L,4.52,Fabric,False,Fall
PROD0382,Toys,2023-07-27,171.27,374.35,203.08,495,607,BND051,3.5,0.24,SUP0029,33,True,Green,S,1.55,Wood,False,Fall
PROD0688,Toys,2023-07-17,102.09,216.98,114.88999999999999,20,214,BND094,3.4,0.25,SUP0079,11,False,Black,M,2.78,Fabric,False,Fall
PROD0590,Electronics,2023-02-06,112.53,487.45,374.91999999999996,415,848,BND024,1.7,0.21,SUP0096,13,False,Red,M,0.18,Metal,True,Winter
PROD0096,Books,2023-01-27,186.81,391.48,204.67000000000002,381,377,BND038,4.9,0.29,SUP0062,35,False,Green,L,0.13,Wood,False,Fall
PROD0540,Home,2023-07-15,65.89,548.57,482.68000000000006,32,280,BND073,3.8,0.06,SUP0095,20,False,White,M,0.99,Plastic,True,Summer
PROD0392,Electronics,2022-06-05,189.84,683.81,493.9699999999999,61,377,BND064,3.3,0.03,SUP0168,10,True,Black,S,4.09,Fabric,False,Fall
PROD0947,Home,2022-07-04,274.16,221.27,-52.890000000000015,110,994,BND057,2.7,0.14,SUP0110,23,True,Black,XL,0.16,Metal,True,Summer
PROD0187,Books,2023-03-30,48.55,123.42,74.87,388,701,BND069,4.0,0.19,SUP0071,29,True,Blue,L,2.98,Metal,False,Winter
PROD0885,Home,2022-07-05,60.4,616.65,556.25,499,843,BND045,1.6,0.16,SUP0004,21,True,Blue,S,3.41,Fabric,True,Summer
PROD0801,Home,2022-10-12,246.3,104.78,-141.52,34,640,BND036,3.1,0.22,SUP0189,5,False,White,XL,2.82,Metal,True,Spring
PROD0625,Toys,2022-09-12,91.4,54.41,-36.99000000000001,478,916,BND073,1.3,0.16,SUP0050,20,False,White,L,3.62,Plastic,False,Winter
PROD0201,Home,2023-11-15,248.75,221.28,-27.47,242,571,BND008,4.7,0.14,SUP0095,2,False,Black,XL,1.75,Fabric,True,Summer
PROD0366,Toys,2023-12-11,29.17,988.32,959.1500000000001,491,867,BND067,5.0,0.01,SUP0126,7,False,Blue,XL,1.31,Metal,False,Summer
PROD0643,Toys,2023-07-07,137.36,401.92,264.56,135,872,BND002,2.7,0.06,SUP0035,6,False,White,L,3.2,Plastic,False,Fall
PROD0680,Books,2022-10-19,104.95,484.51,379.56,145,892,BND024,2.4,0.21,SUP0027,25,True,Black,S,2.83,Metal,False,Spring
PROD0542,Home,2023-11-21,168.52,563.99,395.47,498,482,BND024,1.8,0.12,SUP0021,17,True,White,XL,0.79,Metal,False,Summer
PROD0265,Toys,2022-02-27,143.62,664.63,521.01,182,662,BND032,4.4,0.27,SUP0080,22,False,Black,M,2.42,Metal,False,Spring
PROD0791,Toys,2023-09-01,76.29,60.14,-16.150000000000006,437,804,BND019,4.3,0.1,SUP0019,2,False,Green,L,1.28,Plastic,False,Winter
PROD0395,Clothing,2022-11-17,206.27,708.31,502.03999999999996,430,529,BND092,2.4,0.04,SUP0091,4,False,Blue,S,0.33,Wood,False,Spring
PROD0867,Toys,2022-04-14,262.15,704.4,442.25,454,22,BND049,1.6,0.22,SUP0116,34,False,Blue,M,3.05,Plastic,True,Fall
PROD0470,Toys,2022-03-26,99.2,478.38,379.18,337,943,BND091,1.2,0.2,SUP0154,26,True,White,XL,4.87,Fabric,False,Winter
PROD0525,Home,2023-07-20,162.28,867.87,705.59,440,855,BND028,3.7,0.25,SUP0060,5,False,Blue,L,0.52,Wood,True,Fall
PROD0203,Books,2022-12-24,171.71,206.95,35.23999999999998,450,763,BND045,4.5,0.22,SUP0110,27,False,Black,M,0.53,Wood,True,Summer
PROD0343,Books,2023-12-24,48.58,553.76,505.18,180,548,BND001,2.1,0.08,SUP0055,13,True,Blue,S,3.91,Fabric,False,Winter
PROD0447,Books,2023-09-02,197.81,940.91,743.0999999999999,301,780,BND050,1.7,0.29,SUP0142,15,False,White,S,4.79,Metal,False,Winter
PROD0270,Home,2022-07-14,14.34,674.04,659.6999999999999,56,96,BND055,1.9,0.18,SUP0051,4,False,Green,XL,2.16,Wood,True,Spring
PROD0985,Electronics,2022-07-23,112.5,139.5,27.0,100,51,BND032,4.0,0.25,SUP0013,0,False,Green,XL,2.46,Plastic,True,Fall
PROD0973,Toys,2023-09-24,123.72,294.18,170.46,78,149,BND013,4.6,0.19,SUP0016,22,True,Black,XL,0.43,Wood,False,Summer
PROD0212,Home,2022-03-14,21.06,523.19,502.13000000000005,11,865,BND001,4.4,0.07,SUP0193,14,True,Green,XL,2.04,Fabric,False,Summer
PROD0452,Clothing,2023-10-27,89.29,219.8,130.51,20,545,BND057,3.3,0.25,SUP0194,32,True,Black,XL,1.94,Metal,True,Fall
PROD0259,Books,2023-09-07,232.38,917.09,684.71,256,871,BND007,3.1,0.01,SUP0019,35,False,Black,XL,0.74,Plastic,False,Fall
PROD0777,Home,2023-11-30,186.76,448.0,261.24,429,316,BND014,2.8,0.12,SUP0046,7,False,Black,S,1.2,Wood,False,Fall
PROD0319,Clothing,2023-09-18,42.78,263.45,220.67,87,280,BND053,2.6,0.13,SUP0159,29,False,White,XL,1.36,Wood,False,Summer
PROD0054,Clothing,2022-07-25,279.61,91.65,-187.96,429,418,BND045,4.4,0.27,SUP0047,33,False,Blue,L,3.9,Wood,False,Winter
PROD0013,Clothing,2022-12-21,259.45,183.88,-75.57,392,803,BND035,1.8,0.21,SUP0028,35,False,Green,L,0.46,Plastic,True,Winter
PROD0473,Clothing,2023-03-28,14.49,280.34,265.84999999999997,42,971,BND032,2.8,0.01,SUP0029,30,False,Blue,L,0.29,Fabric,True,Spring
PROD0708,Home,2022-05-10,89.52,584.71,495.19000000000005,332,669,BND021,4.6,0.26,SUP0158,22,True,Blue,S,3.17,Plastic,False,Fall
PROD0819,Electronics,2023-12-21,252.96,491.24,238.28,158,361,BND030,2.0,0.22,SUP0050,1,True,Black,M,2.06,Fabric,True,Spring
PROD0101,Home,2023-06-04,24.31,926.5,902.19,482,964,BND040,4.6,0.14,SUP0040,24,False,Green,XL,1.6,Wood,False,Summer
PROD0304,Electronics,2022-07-30,212.37,929.05,716.68,318,972,BND088,3.4,0.2,SUP0156,25,False,Blue,M,0.32,Plastic,False,Spring
PROD0953,Electronics,2022-12-05,180.1,234.71,54.610000000000014,336,698,BND023,2.3,0.07,SUP0158,26,True,Green,S,3.93,Fabric,False,Spring
PROD0966,Clothing,2023-10-07,203.06,528.34,325.28000000000003,388,211,BND048,1.8,0.02,SUP0070,13,True,Black,L,2.04,Wood,False,Summer
PROD0028,Home,2023-06-04,247.29,141.9,-105.38999999999999,10,450,BND073,3.6,0.21,SUP0097,1,False,Blue,L,3.36,Wood,False,Winter
PROD0219,Toys,2023-01-27,260.36,25.33,-235.03000000000003,426,876,BND096,3.0,0.28,SUP0146,25,False,White,M,4.2,Wood,False,Winter
PROD0097,,2023-12-11,57.43,848.24,790.8100000000001,154,565,BND020,2.0,0.03,SUP0144,7,False,Red,M,0.56,Metal,True,Spring
PROD0921,Toys,2022-06-13,57.96,437.82,379.86,405,744,BND005,4.5,0.17,SUP0041,16,False,Red,S,0.67,Fabric,True,Fall
PROD0587,Home,2022-03-19,89.45,877.73,788.28,309,184,BND065,3.9,0.29,SUP0002,15,True,Blue,XL,3.6,Metal,False,Summer
PROD0740,Electronics,2023-01-29,22.29,731.43,709.14,126,857,BND088,4.0,0.21,SUP0182,6,False,Green,XL,4.19,Fabric,False,Summer
PROD0090,Clothing,2022-09-22,86.05,333.57,247.51999999999998,183,303,BND064,2.2,0.26,SUP0122,22,False,Green,S,1.4,Plastic,True,Fall
PROD0239,Toys,2023-02-07,274.52,184.47,-90.04999999999998,91,259,BND087,4.4,0.16,SUP0053,20,False,Red,XL,0.96,Plastic,True,Spring
PROD0474,Toys,2022-08-26,134.79,277.13,142.34,298,672,BND060,4.9,0.29,SUP0124,11,False,White,L,0.84,Metal,False,Spring
PROD0344,Books,2022-11-02,6.97,725.3,718.3299999999999,156,694,BND047,3.7,0.29,SUP0001,0,False,Red,L,0.62,Wood,False,Fall
PROD0321,Clothing,2022-09-25,104.55,856.68,752.13,162,240,BND048,2.8,0.07,SUP0101,22,False,Black,L,2.31,Plastic,True,Summer
PROD0781,Electronics,2023-07-16,79.5,332.04,252.54000000000002,243,997,BND055,4.8,0.05,SUP0108,5,False,Green,XL,3.32,Metal,False,Spring
PROD0067,Toys,2022-03-10,189.08,542.95,353.87,123,814,BND060,3.5,0.06,SUP0183,27,False,Green,S,1.52,Wood,True,Fall
PROD0526,Toys,2022-07-30,164.97,516.4,351.42999999999995,226,149,BND047,4.6,0.07,SUP0173,9,True,Blue,M,3.79,Fabric,False,Winter
PROD0591,Toys,2022-11-22,10.95,487.77,476.82,415,410,BND074,2.5,0.21,SUP0103,14,True,Black,L,1.58,Plastic,False,Spring
PROD0807,Electronics,2022-10-14,73.61,127.77,54.16,222,21,BND026,3.7,0.18,SUP0181,15,True,Blue,L,3.18,Plastic,False,Summer
PROD0305,Books,2022-11-18,62.46,278.45,215.98999999999998,420,471,BND019,1.5,0.21,SUP0169,17,True,Green,M,1.21,Fabric,False,Summer
PROD0165,Home,2023-06-13,175.36,263.26,87.89999999999998,24,784,BND095,2.2,0.29,SUP0062,23,False,White,M,2.27,Fabric,True,Summer
PROD0035,Toys,2022-10-07,88.07,105.17,17.10000000000001,419,987,BND008,4.3,0.01,SUP0104,9,False,Blue,L,0.63,Wood,True,Fall
PROD0556,Home,2023-04-09,218.06,66.23,-151.82999999999998,46,863,BND005,2.6,0.25,SUP0111,30,False,Green,M,3.96,Wood,False,Summer
PROD0961,Electronics,2022-10-19,64.78,256.04,191.26000000000002,223,342,BND084,3.6,0.21,SUP0147,14,False,Green,L,0.34,Wood,False,Summer
PROD0444,Electronics,2022-09-16,169.07,887.78,718.71,109,414,BND009,1.7,0.3,SUP0083,34,False,Black,S,0.93,Metal,True,Fall
PROD0556,Books,2023-12-15,272.29,391.05,118.75999999999999,417,490,BND010,2.8,0.18,SUP0024,5,False,Green,S,2.65,Plastic,False,Winter
PROD0259,Books,2023-09-20,277.82,702.44,424.62000000000006,85,444,BND042,3.0,0.09,SUP0174,6,False,Green,XL,1.18,Fabric,False,Spring
PROD0429,,2023-05-14,178.23,828.0,649.77,449,159,BND090,1.5,0.24,SUP0091,25,True,Black,S,2.25,Wood,False,Spring
PROD0204,Clothing,2023-06-29,120.67,366.04,245.37,406,296,BND056,2.7,0.08,SUP0086,3,True,White,M,1.54,Metal,True,Fall
PROD0843,Books,2022-07-09,240.15,556.06,315.90999999999997,300,209,BND036,3.2,0.28,SUP0072,23,False,Red,M,1.11,Plastic,False,Summer
PROD0958,Clothing,2022-02-16,251.14,471.26,220.12,126,855,BND065,2.2,0.25,SUP0012,23,False,Red,S,1.44,Fabric,False,Spring
PROD0722,Home,2022-10-05,22.03,40.87,18.839999999999996,362,456,BND067,4.1,0.26,SUP0181,7,False,Green,M,0.54,Fabric,True,Spring
PROD0805,Clothing,2022-06-21,102.62,627.74,525.12,13,753,BND057,3.2,0.22,SUP0110,33,False,Red,L,0.24,Plastic,True,Fall
PROD0632,Toys,2022-04-06,60.93,639.95,579.0200000000001,282,210,BND032,2.4,0.09,SUP0047,8,False,White,XL,1.67,Metal,True,Spring
PROD0645,Electronics,2023-09-03,149.93,351.31,201.38,471,106,BND080,1.0,0.06,SUP0082,20,False,White,M,0.4,Plastic,False,Fall
PROD0636,Books,2022-05-02,101.98,28.36,-73.62,497,401,BND064,1.9,0.02,SUP0176,28,True,Green,XL,1.56,Plastic,False,Winter
PROD0190,Toys,2022-08-22,199.63,853.91,654.28,337,671,BND008,2.2,0.23,SUP0185,8,False,Green,L,4.3,Wood,False,Spring
PROD0159,Electronics,2022-01-27,265.9,137.87,-128.02999999999997,268,121,BND037,1.1,0.09,SUP0186,4,False,Green,M,0.32,Plastic,False,Summer
PROD0491,Electronics,2022-11-12,107.17,535.68,428.50999999999993,31,733,BND002,1.6,0.17,SUP0037,15,True,Blue,S,2.69,Metal,False,Summer
PROD0089,Home,2022-03-22,265.08,588.31,323.22999999999996,296,148,BND069,3.7,0.02,SUP0183,22,False,Green,M,2.34,Plastic,False,Spring
PROD0725,Home,2022-09-29,192.22,154.4,-37.81999999999999,50,343,BND005,4.7,0.13,SUP0182,32,False,Black,S,2.99,Fabric,False,Fall
PROD0978,Home,2022-09-13,181.3,975.09,793.79,27,395,BND001,1.9,0.09,SUP0145,2,False,Black,XL,1.3,Wood,True,Fall
