CustomerID,LastPurchaseDate,ChurnFlag,LoyaltyTier,Region,TotalOrders,AvgOrderValue,DiscountRate,CustomerAge,SignupDate,EmailOptIn,MobileAppUser,ReferralSource,SupportTickets,AvgResponseTime,SatisfactionScore,IsPremiumMember,LastLogin,CartAbandonRate,ReviewCount
CUST01135,2023-12-05,1,Bronze,South,31,233.71,0.0,57,2023-09-19,True,False,Email,7,40.3,3.1,True,2022-04-03,0.25,25
CUST02184,2022-08-12,1,Platinum,South,48,297.44,0.08,61,2023-09-30,False,True,Email,9,25.2,3.9,False,2023-05-31,0.24,12
CUST00362,2022-11-20,1,Bronze,East,28,101.53,0.28,31,2023-07-30,False,False,Email,1,22.0,4.3,False,2023-12-22,0.31,5
CUST02177,2023-10-19,0,Platinum,East,19,363.16,0.02,44,2022-03-22,True,True,Email,5,33.3,4.4,True,2023-12-04,0.35,52
CUST01900,2023-12-05,1,Gold,East,21,351.14,0.18,66,2023-06-04,True,True,Friend,0,32.2,2.1,True,2022-08-03,0.32,88
CUST01285,2022-08-15,0,Silver,East,32,445.82,0.15,29,2023-12-19,False,True,Email,9,4.8,4.0,True,2023-05-17,0.48,28
CUST00515,2022-02-16,1,Platinum,South,26,292.29,0.05,44,2022-05-29,False,False,Social Media,6,14.1,1.6,False,2022-09-20,0.49,99
CUST00449,2022-11-18,1,Silver,East,13,295.67,0.01,51,2022-11-06,True,True,Friend,1,21.6,3.1,True,2022-01-11,0.1,39
CUST01924,2023-01-14,0,Gold,North,29,317.31,0.15,21,2022-12-17,True,True,Social Media,5,27.4,1.9,False,2023-06-18,0.05,93
CUST01507,2022-12-09,0,Bronze,West,7,151.42,0.22,60,2022-07-07,False,False,Search,9,10.0,1.9,True,2023-11-21,0.25,19
CUST01248,2023-06-27,1,Platinum,East,47,384.13,0.05,61,2023-12-05,False,True,Social Media,2,16.0,2.2,False,2023-01-09,0.36,59
CUST01856,2022-09-07,0,Platinum,Central,26,338.0,0.21,68,2023-09-20,True,False,Friend,8,24.7,2.2,True,2022-05-31,0.49,15
CUST00874,2022-07-26,0,Gold,West,6,422.79,0.16,19,2022-12-03,True,False,Friend,3,43.3,2.3,True,2022-10-02,0.22,25
CUST02521,2023-09-18,1,Gold,North,32,388.92,0.11,59,2022-07-12,False,False,Social Media,1,19.2,4.7,True,2022-10-05,0.07,54
CUST01429,2023-05-18,0,Bronze,West,36,326.51,0.2,59,2023-02-24,False,False,Search,1,14.8,3.7,False,2022-09-15,0.26,85
CUST02350,2023-11-10,0,Silver,West,23,97.23,0.06,49,2023-04-25,False,True,Search,7,41.1,1.0,False,2022-02-26,0.16,83
CUST02279,2023-09-27,1,Platinum,North,11,461.19,0.14,19,2022-09-09,False,True,Social Media,1,11.9,2.6,False,2023-10-01,0.17,86
CUST01755,2023-08-04,1,Silver,East,21,196.26,0.16,39,2022-04-13,True,True,Search,9,29.4,1.7,True,2022-06-01,0.24,6
CUST00923,2022-02-17,0,Platinum,North,19,482.86,0.14,36,2022-07-12,False,False,Email,1,20.4,3.9,True,2023-07-25,0.07,63
CUST02985,2023-03-03,1,Platinum,,34,212.9,0.12,43,2023-01-31,True,True,Search,6,43.6,4.9,False,2023-11-19,0.03,18
CUST02160,2023-06-25,0,Bronze,North,49,90.05,0.22,37,2023-06-17,False,False,Social Media,0,33.3,3.0,True,2022-03-26,0.3,89
CUST01037,2023-07-21,0,Platinum,South,47,444.72,0.2,53,2023-10-11,True,True,Email,0,42.7,4.9,True,2022-08-05,0.14,33
CUST01417,2023-04-16,0,Platinum,South,44,401.63,0.19,35,2022-11-22,False,False,Email,5,32.0,2.1,False,2023-05-02,0.36,60
CUST02548,2022-08-04,1,Gold,West,35,397.42,0.27,69,2022-07-04,True,True,Friend,9,27.4,3.3,True,2023-08-01,0.34,25
CUST02980,2023-05-23,0,Bronze,East,49,62.92,0.3,67,2022-01-06,False,True,Social Media,7,20.6,3.2,True,2022-09-17,0.39,23
CUST02646,2022-04-27,0,Gold,East,31,442.05,0.17,31,2022-05-11,False,True,Email,9,29.8,4.2,True,2022-03-24,0.03,95
CUST02282,2022-05-05,0,Platinum,South,46,306.27,0.1,37,2022-05-01,True,False,Friend,7,38.0,2.0,True,2022-07-03,0.03,39
CUST02650,2023-07-07,1,Bronze,Central,29,245.77,0.23,62,2023-11-25,True,False,Search,6,21.3,2.0,True,2023-01-05,0.01,42
CUST00314,2023-11-23,1,Platinum,North,6,458.32,0.04,41,2022-11-14,True,False,Friend,3,31.0,2.4,True,2023-07-28,0.23,12
CUST02614,2023-03-17,1,Bronze,North,36,339.7,0.15,64,2023-03-30,False,False,Search,5,21.8,3.3,True,2023-02-13,0.07,66
CUST02257,2022-03-29,0,Silver,North,31,83.85,0.16,64,2023-05-02,True,True,Social Media,8,5.5,1.5,False,2022-07-27,0.41,13
CUST01998,2022-01-04,0,Silver,Central,32,269.38,0.3,48,2022-08-18,False,False,Email,3,27.4,4.8,False,2023-11-20,0.29,6
CUST01038,2023-06-21,1,Bronze,Central,40,325.58,0.3,69,2023-02-22,True,True,Social Media,7,4.1,2.8,False,2022-06-10,0.12,56
CUST01657,2023-05-28,0,Platinum,,20,451.3,0.24,53,2022-07-27,False,True,Search,7,29.1,3.0,True,2023-04-20,0.32,63
CUST02635,2022-06-13,0,Bronze,North,22,154.35,0.14,32,2023-04-17,True,False,Friend,5,40.4,2.6,False,2022-03-19,0.5,51
CUST01779,2022-12-09,0,Platinum,Central,3,401.23,0.16,63,2022-06-22,True,False,Friend,6,8.3,2.5,True,2022-03-19,0.16,53
CUST01015,2022-03-01,0,Silver,North,8,403.91,0.1,24,2023-01-02,True,False,Social Media,0,29.0,2.8,False,2023-11-26,0.01,10
CUST01094,2023-06-24,1,Platinum,Central,45,81.46,0.25,66,2022-06-20,True,False,Social Media,1,3.8,2.0,False,2022-08-31,0.13,62
CUST01125,2023-12-05,1,Gold,West,19,28.27,0.22,40,2023-02-20,False,False,Email,9,13.7,1.6,False,2022-04-18,0.01,24
CUST00698,2022-09-21,1,Silver,South,31,299.08,0.23,46,2022-11-07,False,True,Friend,9,6.9,2.7,True,2023-04-11,0.32,43
CUST02180,2023-11-28,0,Gold,South,32,398.95,0.04,58,2022-05-09,False,True,Social Media,4,2.2,3.7,True,2022-02-23,0.4,6
CUST01405,2022-11-06,0,Silver,Central,15,286.13,0.12,21,2023-09-01,False,False,Search,3,40.7,2.4,True,2023-03-09,0.44,36
CUST01156,2023-09-16,1,Silver,North,39,410.41,0.16,48,2023-05-16,True,True,Search,4,20.3,1.4,True,2023-09-20,0.42,40
CUST01044,2023-07-17,1,Gold,South,31,318.71,0.04,35,2022-02-15,False,True,Email,4,8.1,3.1,True,2023-05-06,0.46,98
CUST01930,2023-08-09,1,Bronze,East,3,333.58,0.11,62,2023-02-11,False,True,Email,9,30.9,3.1,False,2022-12-08,0.37,39
CUST02584,2023-05-20,0,Platinum,North,32,33.51,0.03,48,2022-08-20,False,False,Email,2,43.4,1.7,False,2022-07-11,0.0,8
CUST01014,2022-10-14,1,Silver,Central,10,62.53,0.29,64,2023-12-31,True,False,Friend,5,24.6,2.4,False,2022-06-09,0.34,50
CUST00227,2022-08-15,0,Platinum,East,28,368.01,0.23,53,2022-04-13,False,True,Friend,0,40.0,4.2,False,2022-11-22,0.32,72
CUST01829,2022-08-19,1,Silver,Central,27,386.16,0.19,35,2023-02-14,False,False,Friend,3,40.6,1.1,False,2022-08-15,0.12,64
CUST01493,2022-12-06,0,Platinum,North,48,280.25,0.06,27,2022-09-15,False,True,Social Media,9,36.3,1.4,False,2023-12-04,0.5,89
CUST00822,2022-11-22,0,Silver,West,46,303.28,0.1,24,2023-05-31,False,True,Search,9,13.9,3.8,False,2022-03-11,0.29,63
CUST02024,2023-08-02,1,Bronze,West,40,314.9,0.04,55,2022-07-05,True,True,Email,3,23.0,3.3,False,2022-06-11,0.19,91
CUST00871,2022-06-21,0,Silver,West,43,70.4,0.16,62,2023-10-21,True,False,Social Media,8,7.8,3.3,True,2023-11-10,0.18,87
CUST02453,2022-12-09,0,Bronze,North,31,340.6,0.25,45,2022-02-27,True,True,Friend,0,44.3,2.8,True,2023-09-01,0.33,54
CUST02250,2023-01-06,1,Silver,North,34,249.67,0.01,35,2023-09-23,True,True,Friend,8,31.9,1.3,True,2023-06-08,0.25,35
CUST02086,2022-02-14,1,Platinum,East,5,309.21,0.03,48,2023-02-07,False,False,Search,7,1.3,1.2,False,2023-10-09,0.38,64
CUST02990,2023-08-31,1,Gold,North,11,290.31,0.07,26,2022-09-02,False,False,Search,9,38.6,2.3,False,2023-01-18,0.03,80
CUST01796,2022-06-07,0,Silver,North,7,386.24,0.21,60,2022-05-11,False,True,Email,1,1.7,1.2,False,2023-03-01,0.13,75
CUST00188,2023-12-08,0,Silver,,8,172.91,0.27,33,2023-12-12,True,True,Search,1,29.8,3.3,False,2023-01-11,0.08,37
CUST01081,2022-05-26,1,Bronze,East,17,199.29,0.23,57,2023-10-03,False,False,Social Media,3,21.7,3.7,False,2023-04-05,0.04,92
CUST00941,2023-07-13,1,Platinum,Central,44,207.97,0.16,42,2022-04-11,True,True,Email,5,10.8,3.5,False,2022-09-27,0.08,13
CUST02321,2023-10-14,0,Bronze,South,39,385.98,0.03,54,2023-01-20,False,True,Social Media,2,36.4,3.9,False,2023-11-17,0.36,98
CUST02631,2022-10-12,1,Platinum,South,41,226.93,0.23,47,2023-12-31,False,True,Search,8,47.9,4.8,False,2023-04-27,0.15,10
CUST02564,2023-11-19,1,Platinum,Central,14,105.0,0.03,64,2023-01-16,True,True,Social Media,6,34.0,4.9,True,2023-07-20,0.03,81
CUST00526,2023-02-24,0,Bronze,West,24,491.86,0.1,19,2023-10-09,False,True,Email,0,39.0,2.1,True,2023-12-04,0.13,9
CUST00336,2023-06-26,0,Gold,North,30,256.82,0.09,22,2023-01-31,False,False,Search,9,43.9,2.2,True,2023-01-15,0.36,63
CUST02746,2022-07-15,1,Platinum,,15,72.44,0.11,59,2023-01-29,False,True,Social Media,3,21.7,4.0,True,2023-05-31,0.17,72
CUST01079,2023-07-02,0,Gold,East,4,341.73,0.1,47,2022-11-19,False,False,Search,2,31.0,5.0,True,2022-01-05,0.49,8
CUST02548,2023-02-10,0,Bronze,West,13,374.8,0.23,36,2023-07-15,True,True,Friend,3,26.0,2.7,True,2023-03-22,0.08,49
CUST02948,2023-01-31,1,Gold,East,5,260.11,0.05,31,2023-08-24,False,False,Friend,5,15.9,1.7,False,2022-09-29,0.4,92
CUST02814,2023-10-01,1,Platinum,West,31,330.3,0.25,44,2022-02-20,True,False,Friend,2,4.0,3.9,False,2023-03-21,0.38,11
CUST02584,2023-07-07,1,Bronze,Central,12,102.88,0.26,47,2022-04-22,False,True,Search,8,41.3,2.5,False,2023-09-15,0.14,38
CUST00162,2023-02-27,0,Gold,West,30,196.6,0.15,62,2022-10-19,True,True,Email,9,5.8,1.3,False,2023-10-26,0.32,79
CUST00594,2022-09-01,1,Bronze,South,49,97.68,0.03,31,2023-05-02,False,True,Social Media,8,27.4,4.0,True,2022-02-01,0.2,55
CUST01939,2022-07-03,0,Bronze,West,10,205.87,0.17,48,2023-11-26,False,False,Social Media,3,2.5,2.6,False,2022-12-19,0.2,10
CUST02207,2022-11-19,1,Gold,Central,30,290.14,0.25,53,2022-04-23,True,True,Friend,8,26.2,3.4,True,2023-04-30,0.04,65
CUST00060,2023-08-06,0,Platinum,West,26,232.42,0.09,56,2022-07-13,True,True,Search,1,3.7,3.8,True,2023-06-24,0.01,41
CUST02963,2023-08-05,0,Platinum,Central,44,304.74,0.25,67,2022-03-21,False,True,Search,8,34.3,4.3,True,2023-09-04,0.22,43
CUST01902,2023-09-02,1,Platinum,South,6,260.84,0.2,47,2023-02-12,True,True,Email,3,28.9,3.5,False,2022-08-03,0.26,81
CUST02259,2023-09-28,0,Platinum,North,27,172.55,0.3,55,2022-03-19,False,False,Email,9,34.8,4.7,False,2023-06-28,0.32,66
CUST00406,2023-10-04,1,Silver,Central,20,88.84,0.25,64,2023-02-18,False,True,Social Media,3,27.6,2.9,True,2023-02-06,0.24,95
CUST00664,2022-06-03,1,Bronze,North,28,141.28,0.06,28,2023-01-07,False,False,Search,9,36.0,3.1,False,2023-05-23,0.33,57
CUST01133,2022-08-25,0,Bronze,Central,20,116.34,0.13,34,2023-12-04,True,True,Search,2,18.2,2.2,False,2023-07-14,0.08,39
CUST01100,2022-10-13,0,Silver,West,12,359.56,0.03,27,2022-02-27,True,False,Social Media,1,16.4,1.5,False,2022-11-18,0.13,31
CUST00542,2023-09-30,0,Bronze,North,45,413.58,0.02,33,2023-07-18,False,False,Email,7,24.2,3.5,True,2022-09-15,0.15,70
CUST01338,2023-02-23,1,Bronze,Central,21,365.79,0.21,68,2022-11-18,False,False,Social Media,4,24.7,2.2,False,2022-05-27,0.03,34
CUST00998,2022-08-29,1,Gold,Central,30,328.99,0.27,28,2022-10-18,False,False,Email,9,16.9,3.9,True,2022-12-20,0.26,77
CUST01141,2022-10-29,1,Silver,North,49,167.77,0.29,56,2023-04-25,False,False,Friend,5,24.3,3.5,True,2023-06-16,0.2,0
CUST02975,2023-02-18,1,Bronze,Central,10,361.27,0.08,45,2022-02-27,True,False,Search,2,11.0,2.1,False,2022-11-24,0.18,37
CUST00868,2023-03-10,1,Bronze,,5,310.44,0.06,38,2022-06-17,True,True,Friend,3,31.6,3.2,False,2023-06-11,0.04,6
CUST02067,2023-11-29,1,Silver,South,37,42.51,0.17,45,2023-11-02,False,True,Email,1,46.7,5.0,True,2022-09-22,0.07,97
CUST00432,2023-01-27,0,Silver,East,8,455.65,0.06,40,2023-03-03,True,False,Friend,2,29.4,4.5,True,2022-10-27,0.03,0
CUST00740,2022-04-29,1,Gold,South,30,58.38,0.09,63,2023-10-16,True,True,Email,9,23.3,2.7,False,2022-06-07,0.37,77
CUST01374,2022-06-16,1,Gold,North,17,261.3,0.25,18,2022-02-01,False,True,Social Media,4,43.5,3.7,True,2022-05-10,0.36,91
CUST00183,2022-05-02,1,Platinum,West,3,266.27,0.24,66,2022-12-31,False,True,Search,3,32.0,1.7,False,2023-11-18,0.03,20
CUST02161,2023-04-03,1,Platinum,West,21,421.76,0.27,30,2023-05-24,False,False,Search,9,15.0,1.0,False,2022-02-11,0.08,56
CUST01207,2023-10-13,0,Gold,East,16,458.27,0.14,25,2022-10-25,True,False,Friend,9,30.2,4.4,False,2022-06-20,0.27,26
CUST02529,2023-01-24,0,Bronze,North,32,471.04,0.17,36,2022-07-14,False,True,Social Media,1,36.1,2.7,False,2023-08-31,0.31,26
CUST01170,2022-12-20,0,Silver,Central,27,293.44,0.23,41,2022-08-17,True,True,Search,1,37.2,1.7,False,2022-03-16,0.19,71
CUST00831,2023-05-29,1,Gold,South,6,345.94,0.07,57,2023-02-28,False,True,Social Media,5,1.4,2.3,True,2022-11-14,0.23,76
CUST01652,2022-01-30,1,Platinum,South,42,62.49,0.25,66,2023-02-19,False,True,Friend,8,37.0,4.7,False,2022-08-03,0.49,44
CUST01137,2022-02-05,1,Silver,East,16,254.2,0.01,54,2022-10-22,False,True,Social Media,6,38.6,4.6,False,2023-12-16,0.18,49
CUST02811,2023-03-11,0,Platinum,East,45,450.97,0.24,42,2023-03-07,True,False,Social Media,7,9.2,3.6,False,2022-03-30,0.14,36
CUST00476,2023-03-13,1,Bronze,East,3,238.73,0.23,60,2022-05-10,True,False,Social Media,3,41.0,1.4,True,2023-04-02,0.3,63
CUST02811,2023-06-28,1,Bronze,East,40,53.41,0.09,43,2022-12-29,True,True,Search,1,34.5,3.9,False,2022-08-14,0.19,87
CUST01327,2022-10-19,0,Platinum,East,20,116.31,0.22,63,2023-10-13,False,False,Search,6,30.1,4.6,True,2022-01-06,0.2,76
CUST00971,2022-09-02,0,Silver,East,40,226.16,0.06,59,2023-01-22,False,False,Social Media,0,37.2,4.7,False,2022-11-22,0.44,44
CUST01020,2023-08-03,1,Platinum,Central,7,134.01,0.17,44,2022-10-09,False,True,Search,0,12.9,2.5,False,2022-06-13,0.35,62
CUST01142,2022-02-21,0,Silver,Central,11,208.3,0.21,49,2023-09-12,False,False,Friend,4,8.3,1.7,True,2023-08-24,0.22,83
CUST01837,2023-03-04,1,Gold,South,29,179.82,0.21,61,2022-04-30,False,False,Friend,2,4.2,4.8,True,2023-11-07,0.2,77
CUST00161,2023-09-17,1,Platinum,South,3,173.09,0.29,20,2022-11-26,False,False,Search,5,21.3,4.2,False,2023-09-07,0.2,67
CUST02449,2022-02-06,0,Platinum,East,21,63.76,0.05,58,2023-09-11,False,False,Social Media,3,24.8,2.7,True,2023-03-17,0.49,78
CUST00198,2022-11-27,1,Silver,South,32,443.7,0.14,60,2022-03-04,True,True,Friend,6,5.9,3.5,False,2023-03-26,0.28,50
CUST01284,2023-12-10,0,Gold,East,30,352.5,0.26,26,2023-07-11,True,False,Email,0,19.7,2.6,True,2022-03-27,0.4,88
CUST00660,2023-06-13,0,Silver,Central,39,319.22,0.17,18,2022-03-09,True,False,Friend,5,13.3,2.8,False,2022-05-17,0.14,64
CUST01776,2022-10-08,1,Silver,West,11,311.11,0.26,35,2023-11-24,False,False,Email,1,42.6,2.3,True,2022-11-11,0.36,68
CUST01071,2022-10-20,0,Platinum,Central,17,210.32,0.13,20,2023-07-25,True,False,Email,2,27.9,1.2,False,2022-02-06,0.35,13
CUST02011,2023-11-05,1,Platinum,North,25,415.19,0.24,31,2022-02-26,True,True,Friend,9,9.2,5.0,False,2023-05-18,0.49,36
CUST00399,2023-07-30,1,Silver,Central,25,466.42,0.26,49,2022-03-21,False,True,Social Media,4,23.8,2.0,True,2023-10-01,0.16,59
CUST01734,2023-04-17,0,Bronze,North,9,22.7,0.25,21,2023-01-11,False,True,Friend,5,2.9,2.2,False,2022-01-07,0.26,14
CUST01583,2022-12-09,0,Bronze,South,45,58.02,0.26,54,2022-04-13,True,False,Search,0,22.1,2.3,True,2023-03-09,0.25,70
CUST02126,2022-03-24,0,Bronze,Central,29,343.99,0.07,38,2022-03-17,True,True,Social Media,4,43.4,2.0,True,2022-07-14,0.44,75
CUST02172,2023-05-23,1,Platinum,West,15,133.31,0.13,59,2022-12-18,True,True,Email,2,25.4,2.3,True,2023-06-14,0.13,66
CUST00075,2023-06-28,1,Platinum,Central,19,457.62,0.05,44,2022-08-01,True,True,Search,8,11.2,3.3,True,2023-11-16,0.19,50
CUST02185,2022-10-10,1,Gold,Central,15,340.36,0.05,22,2022-05-27,True,True,Email,7,44.1,1.3,False,2022-12-20,0.47,45
CUST00602,2022-03-07,1,Platinum,Central,39,196.78,0.15,20,2022-10-28,False,False,Email,9,45.2,1.3,False,2022-06-06,0.06,83
CUST00837,2023-06-17,1,Gold,East,35,219.34,0.29,39,2023-04-01,True,True,Social Media,2,13.9,2.8,False,2023-07-09,0.1,10
CUST01529,2023-09-26,1,Platinum,Central,40,351.62,0.18,37,2022-12-27,True,True,Friend,3,9.2,3.8,True,2022-04-10,0.22,83
CUST00500,2023-12-19,1,Bronze,Central,13,87.66,0.26,58,2023-11-03,True,True,Social Media,9,5.3,1.9,False,2023-03-21,0.22,49
CUST01597,2023-01-26,0,Bronze,West,16,444.04,0.28,61,2023-08-03,False,True,Social Media,3,37.3,3.1,True,2022-03-21,0.26,55
CUST00138,2023-08-22,1,Silver,North,3,22.29,0.03,19,2022-11-01,True,False,Search,8,34.6,2.8,False,2022-11-19,0.2,29
CUST02098,2023-01-26,1,Silver,North,31,489.89,0.05,60,2023-04-02,False,True,Search,3,37.1,2.8,True,2023-01-13,0.27,41
CUST01795,2022-04-17,0,Gold,West,1,100.47,0.09,18,2022-06-28,False,True,Email,8,8.6,3.8,False,2023-01-04,0.4,38
CUST00973,2023-01-20,1,Gold,South,35,376.21,0.19,40,2022-02-14,True,False,Social Media,3,46.8,3.4,False,2022-02-16,0.23,85
CUST01643,2023-12-23,1,Silver,Central,16,39.16,0.02,65,2023-10-06,True,False,Search,5,10.0,2.9,False,2023-01-07,0.03,30
CUST01886,2022-11-28,0,Gold,South,1,227.09,0.24,42,2022-10-21,False,True,Social Media,4,2.8,2.1,False,2023-07-18,0.49,30
CUST02302,2023-12-05,1,Platinum,West,14,322.55,0.02,43,2023-03-16,False,True,Search,5,19.5,3.3,False,2023-09-16,0.47,36
CUST02029,2023-04-20,0,Bronze,South,7,53.71,0.05,20,2023-07-28,False,True,Email,7,27.1,1.5,False,2023-12-24,0.13,70
CUST02758,2023-01-15,1,Silver,North,23,232.78,0.11,48,2023-11-22,False,False,Email,8,20.6,2.7,False,2022-03-21,0.07,24
CUST01901,2022-06-18,1,Silver,East,35,165.51,0.17,44,2022-09-12,True,True,Friend,1,23.8,1.5,True,2023-10-11,0.16,97
CUST02611,2023-03-30,0,Platinum,South,29,259.16,0.26,30,2022-08-05,False,False,Email,0,27.4,2.3,False,2023-11-02,0.36,11
CUST02805,2022-12-07,0,Gold,East,22,262.2,0.29,64,2023-04-05,True,False,Email,1,10.9,3.5,True,2023-04-15,0.45,30
CUST01450,2023-11-03,1,Silver,South,16,396.91,0.27,50,2022-01-14,False,False,Friend,3,40.6,4.1,True,2023-12-19,0.02,44
CUST00547,2022-05-13,1,Silver,West,29,79.28,0.03,42,2022-10-09,False,True,Email,5,13.5,1.9,True,2022-02-16,0.47,37
CUST00922,2023-02-15,0,Platinum,East,6,59.71,0.19,33,2022-04-10,False,True,Friend,4,47.9,3.6,False,2022-12-19,0.02,61
CUST00581,2023-07-04,1,Bronze,South,18,212.91,0.13,64,2022-07-11,True,False,Email,3,46.8,2.1,True,2023-06-06,0.46,14
CUST01373,2023-01-30,0,Silver,West,29,446.01,0.04,55,2023-07-05,True,True,Social Media,7,15.7,2.7,True,2023-12-22,0.27,65
CUST01957,2023-09-27,0,Silver,,25,430.53,0.17,43,2023-10-11,False,True,Social Media,2,25.9,4.7,True,2023-11-21,0.09,31
CUST02004,2022-05-25,0,Platinum,Central,45,288.8,0.11,64,2023-03-04,True,False,Search,0,44.6,1.4,True,2023-06-17,0.42,98
CUST02097,2023-12-14,1,Silver,West,2,446.61,0.1,69,2022-12-26,True,False,Social Media,8,27.2,4.9,True,2022-05-03,0.34,88
CUST02965,2023-04-18,1,Silver,West,44,406.56,0.03,35,2022-11-04,True,False,Email,6,37.8,3.6,False,2023-01-24,0.48,85
CUST00704,2023-06-18,1,Bronze,North,32,153.41,0.29,34,2022-08-04,False,True,Email,3,22.9,3.4,False,2022-11-09,0.17,12
CUST02309,2023-12-23,0,Silver,East,36,101.65,0.22,63,2022-05-23,True,False,Friend,9,23.1,1.9,True,2023-09-09,0.08,42
CUST02404,2022-03-30,1,Platinum,South,32,164.56,0.08,42,2023-11-09,False,True,Social Media,9,18.5,1.8,False,2023-02-19,0.49,75
CUST01626,2022-05-08,0,Bronze,East,41,129.02,0.28,43,2022-01-19,True,False,Email,0,23.8,4.7,False,2023-04-05,0.43,10
CUST00638,2022-12-19,0,Bronze,West,20,318.91,0.28,35,2023-02-03,False,True,Search,8,3.7,1.6,False,2023-10-04,0.38,21
CUST02791,2023-08-29,1,Bronze,South,37,300.75,0.24,66,2023-12-04,True,True,Social Media,2,46.5,1.7,False,2023-01-22,0.22,97
CUST01010,2023-09-13,1,Gold,Central,42,307.25,0.2,18,2023-11-14,False,False,Social Media,3,40.9,3.8,False,2022-08-11,0.31,53
CUST02979,2022-11-09,0,Platinum,Central,38,110.87,0.11,63,2023-10-23,True,True,Search,3,41.0,3.8,False,2022-03-20,0.13,52
CUST00641,2022-01-02,1,Gold,South,33,400.09,0.13,24,2022-07-14,True,False,Social Media,0,32.9,2.6,True,2023-06-28,0.02,86
CUST02840,2022-09-13,0,Silver,West,5,228.14,0.14,47,2022-04-29,True,True,Social Media,3,10.1,4.6,True,2022-11-09,0.2,66
CUST02660,2023-09-20,1,Bronze,North,6,246.78,0.28,50,2023-06-20,True,False,Social Media,9,11.0,4.7,True,2023-10-10,0.45,79
CUST01862,2023-11-17,0,Gold,East,22,498.54,0.23,42,2022-09-11,False,False,Search,1,5.1,4.4,False,2023-07-22,0.25,45
CUST02857,2023-04-05,1,Silver,East,21,155.49,0.09,42,2023-05-23,False,True,Friend,3,37.7,1.1,True,2023-08-29,0.0,41
CUST01206,2023-12-05,0,Gold,North,19,209.19,0.19,44,2023-05-03,True,False,Social Media,6,43.1,2.2,False,2023-12-04,0.05,66
CUST00686,2022-09-09,1,Bronze,North,43,344.7,0.18,52,2023-05-15,True,True,Friend,7,30.0,2.2,True,2022-10-29,0.38,17
CUST01852,2023-07-18,0,Silver,Central,15,442.6,0.24,60,2022-04-18,False,True,Email,6,40.9,1.3,False,2022-12-28,0.36,68
CUST00188,2022-03-14,0,Bronze,North,34,80.85,0.03,35,2023-12-16,False,False,Search,0,43.6,4.6,True,2023-12-28,0.24,27
CUST01620,2022-03-10,0,Bronze,South,47,372.82,0.21,47,2022-07-28,True,False,Search,3,7.9,5.0,True,2023-09-03,0.48,97
CUST01688,2022-06-15,0,Gold,,7,460.77,0.1,31,2023-06-14,True,False,Friend,6,19.2,1.6,False,2023-10-04,0.31,45
CUST00985,2022-09-28,0,Platinum,West,17,223.0,0.04,52,2022-01-16,False,False,Email,5,7.5,2.1,True,2022-05-26,0.24,35
CUST00548,2022-09-30,0,Silver,,44,157.63,0.22,51,2022-06-21,True,False,Friend,5,19.6,1.1,True,2023-12-26,0.49,39
CUST02773,2022-03-22,1,Silver,Central,44,345.31,0.1,37,2022-10-28,True,True,Friend,5,23.1,1.5,True,2023-09-28,0.04,17
CUST02974,2022-02-16,0,Platinum,East,5,138.12,0.22,32,2023-08-19,True,False,Friend,5,34.4,3.0,True,2022-10-26,0.27,27
CUST01432,2022-02-22,0,Silver,North,39,204.46,0.05,24,2022-08-28,False,True,Email,5,32.5,2.5,True,2022-02-02,0.42,2
CUST00876,2023-10-24,1,Gold,South,2,450.52,0.3,30,2023-03-03,True,False,Email,5,47.5,2.7,False,2022-05-14,0.44,11
CUST00618,2023-05-19,1,Silver,North,27,303.36,0.24,53,2022-03-07,False,True,Email,7,11.6,3.7,True,2022-01-19,0.14,98
CUST02462,2023-12-05,0,Gold,East,45,65.59,0.09,57,2022-06-09,False,False,Social Media,1,8.3,1.4,False,2023-09-12,0.43,14
CUST01366,2022-07-13,1,Silver,North,24,178.25,0.22,51,2023-03-20,True,False,Search,0,35.2,4.4,True,2022-07-01,0.08,29
CUST01244,2022-04-17,1,Gold,South,41,321.09,0.04,30,2022-07-10,False,False,Email,5,34.0,4.5,False,2023-07-19,0.39,50
CUST00903,2023-10-20,0,Platinum,North,47,251.12,0.2,21,2022-01-05,False,True,Social Media,6,7.4,1.7,False,2023-06-21,0.19,33
CUST00163,2022-09-16,0,Silver,East,28,336.96,0.02,30,2022-02-16,False,False,Social Media,9,39.4,3.5,False,2022-10-03,0.33,15
CUST01975,2023-02-23,1,Gold,South,47,385.49,0.1,65,2023-01-03,True,False,Social Media,8,17.1,3.8,False,2022-01-02,0.27,34
CUST00270,2023-12-05,1,Bronze,North,1,250.7,0.29,61,2022-02-07,True,True,Search,2,23.1,1.7,True,2023-03-21,0.18,25
CUST00632,2023-08-08,1,Bronze,East,21,493.74,0.04,30,2023-10-08,False,True,Social Media,0,33.3,2.5,False,2023-06-05,0.25,67
CUST00906,2023-12-14,1,Bronze,East,28,459.04,0.18,40,2022-04-08,False,True,Email,5,29.5,3.8,True,2022-12-29,0.35,56
CUST02015,2023-07-31,1,Silver,Central,3,48.76,0.02,46,2023-04-02,True,True,Email,9,32.4,3.7,True,2022-06-22,0.41,66
CUST01642,2023-10-15,1,Gold,South,30,147.89,0.2,50,2022-03-08,True,False,Email,4,6.4,4.4,True,2022-04-24,0.45,28
