CustomerID,CLV,TenureMonths,AvgOrderValue,TotalOrders,RepeatRate,ReferralCount,SignupDate,LastOrderDate,CustomerSegment,Region,EmailEngagement,MobileAppUsage,SupportInteractions,SatisfactionScore,ChurnRisk,PromoUsageRate,AvgDeliveryTime,CartAbandonRate,ReviewCount
CUST02456,5651.32,16,484.63,40,0.36,12,2023-10-23,2022-04-08,VIP,West,0.22,0.49,4,4.0,0.42,0.46,5.98,0.28,77
CUST02298,827.67,6,321.95,85,0.28,7,2023-08-13,2023-06-23,Returning,South,0.44,0.04,0,1.2,0.16,0.82,9.23,0.09,62
CUST02047,4825.61,7,461.91,40,0.21,10,2023-04-02,2022-03-21,VIP,West,0.84,0.78,2,2.5,0.69,0.01,3.78,0.25,18
CUST00532,2850.13,4,101.63,49,0.53,6,2023-09-26,2022-09-25,New,East,0.44,0.32,5,1.8,0.97,0.93,6.26,0.22,62
CUST02241,8290.46,47,459.26,70,0.36,15,2022-02-13,2023-08-09,New,West,0.83,0.46,0,1.2,0.5,0.59,9.04,0.23,38
CUST01986,2172.9,27,160.58,96,0.15,13,2023-02-26,2023-05-24,New,South,0.2,0.81,7,1.3,0.76,0.93,2.0,0.21,46
CUST00342,7609.58,37,244.72,60,0.83,3,2023-08-22,2022-02-23,New,West,0.42,0.99,3,4.2,0.58,0.01,3.36,0.29,96
CUST00955,7416.0,8,373.77,26,0.18,10,2023-03-11,2022-03-23,VIP,North,0.2,0.25,5,1.1,0.58,0.52,1.39,0.34,65
CUST00442,732.5,20,473.3,68,0.13,0,2022-02-21,2022-06-07,Returning,North,0.66,0.34,7,4.5,0.05,0.36,1.07,0.04,69
CUST02262,7635.17,40,155.32,5,0.72,17,2023-01-12,2023-12-14,Returning,North,0.52,0.35,8,2.9,0.81,0.08,3.11,0.46,16
CUST00099,7981.14,6,223.1,20,0.28,11,2023-07-07,2023-03-22,Returning,East,0.81,0.38,3,3.6,0.81,0.02,9.17,0.01,13
CUST01589,12/05/2023,48,376.42,80,0.52,5,2022-05-15,2023-03-06,New,East,0.74,0.82,2,2.8,0.48,0.07,4.85,0.49,53
CUST02465,9758.05,23,465.07,15,0.16,6,2023-03-23,2023-06-23,VIP,East,0.66,0.3,8,4.1,0.4,0.2,1.2,0.06,56
CUST00883,8779.29,8,210.5,42,0.67,12,2023-07-19,2023-02-09,VIP,West,0.92,0.33,1,1.5,0.32,0.72,5.76,0.34,12
CUST00596,7792.43,5,236.67,50,0.89,13,2023-10-18,2023-06-20,VIP,West,0.51,0.07,4,4.2,0.94,0.51,6.87,0.48,87
CUST02914,5430.06,36,455.44,53,0.44,17,2023-02-25,2022-05-20,VIP,West,0.68,0.6,5,1.1,0.89,0.42,7.03,0.35,6
CUST01893,7200.07,21,460.14,42,0.13,5,2022-05-18,2023-11-01,Returning,South,0.88,0.49,3,2.8,0.96,0.64,4.13,0.23,91
CUST00033,6988.98,8,172.07,89,0.76,14,2022-02-09,2023-12-20,Returning,North,0.92,0.71,2,1.4,0.25,0.2,6.53,0.24,15
CUST01770,6750.56,51,126.58,62,0.65,13,2023-12-09,2023-05-05,Returning,North,0.11,0.47,9,2.8,0.24,0.24,3.68,0.28,60
CUST02119,1250.43,47,484.91,22,0.45,3,2022-04-28,2022-02-11,VIP,South,0.94,0.06,7,2.7,0.16,0.01,6.08,0.4,47
CUST01715,9192.09,43,352.87,14,0.69,13,2023-03-17,2022-02-26,New,North,0.26,0.48,1,2.0,0.13,0.51,3.96,0.33,92
CUST01598,7814.22,17,257.11,69,0.11,7,2023-03-24,2022-10-19,Returning,North,0.86,0.87,5,1.7,0.92,0.31,8.39,0.44,14
CUST01416,7883.41,13,44.08,46,0.27,17,2022-09-04,2022-03-16,New,North,0.68,0.0,3,4.5,0.75,0.51,4.9,0.03,6
CUST02875,12/05/2023,13,283.01,65,0.3,18,2022-02-13,2022-06-21,New,North,0.26,0.3,6,3.6,0.97,0.36,9.88,0.43,5
CUST02611,6042.4,24,432.2,32,0.75,5,2022-10-24,2022-01-29,New,South,0.4,0.48,7,4.3,0.5,0.89,3.84,0.44,10
CUST01920,7176.22,26,318.82,15,0.78,19,2023-02-03,2023-11-20,Returning,East,0.21,0.18,0,2.5,0.31,0.56,9.35,0.01,37
CUST00528,1723.44,31,91.21,67,0.64,14,2022-09-29,2022-01-21,Returning,West,0.74,0.59,2,5.0,0.74,0.22,5.19,0.48,47
CUST02979,2625.78,33,180.08,8,0.62,16,2022-10-30,2023-12-19,VIP,South,0.15,0.16,1,1.4,0.56,0.78,4.94,0.05,19
CUST00775,818.22,17,222.44,82,0.72,11,2023-07-24,2022-12-20,VIP,West,0.43,0.6,7,1.3,0.77,0.12,4.59,0.37,65
CUST00024,7430.57,33,226.98,36,0.5,12,2023-11-02,2023-09-10,New,South,0.68,0.66,4,3.6,0.05,0.17,7.87,0.08,80
CUST01353,2256.42,3,349.23,44,0.8,13,2023-10-03,2023-09-03,New,North,0.9,0.06,3,1.7,0.82,0.92,3.6,0.19,55
CUST02073,2592.59,29,437.4,31,0.54,5,2023-03-20,2022-07-24,VIP,East,0.26,0.94,1,4.2,0.39,0.91,5.37,0.34,77
CUST00598,606.85,52,494.6,71,0.83,2,2023-08-28,2023-09-21,VIP,West,0.11,0.68,9,3.0,0.95,0.75,4.2,0.11,24
CUST01712,8384.0,38,283.75,79,0.8,11,2023-10-26,2022-04-13,New,East,0.79,0.5,5,1.6,0.8,0.71,8.55,0.4,91
CUST01350,1625.54,46,151.25,76,0.17,2,2023-08-18,2022-02-03,VIP,North,0.72,0.16,8,2.3,0.03,0.2,3.54,0.03,13
CUST00369,7468.23,22,37.01,66,0.33,17,2023-06-14,2022-07-06,Returning,North,0.77,0.04,3,1.5,0.09,0.04,7.05,0.44,89
CUST00091,6180.95,23,20.98,85,0.3,2,2023-11-11,2023-01-31,New,West,0.5,0.69,6,3.1,0.44,0.61,5.27,0.45,31
CUST00480,4689.75,11,146.65,17,0.53,12,2022-12-27,2022-07-19,VIP,East,0.5,0.22,2,1.5,0.39,0.54,9.62,0.24,59
CUST02855,965.78,50,130.05,19,0.14,10,2023-08-26,2023-12-04,Returning,South,0.3,0.73,7,4.8,0.66,0.19,2.89,0.37,73
CUST01271,1208.05,36,318.8,87,0.38,19,2022-01-01,2022-10-12,New,East,0.07,0.38,0,2.5,0.93,0.5,1.91,0.32,5
CUST01577,1409.78,25,358.17,93,0.85,13,2022-11-03,2022-06-15,VIP,West,0.47,0.56,5,1.6,0.43,0.52,1.0,0.3,73
CUST00916,7316.03,22,138.19,73,0.62,9,2023-05-03,2022-01-01,VIP,West,0.02,0.85,4,2.1,0.73,0.16,8.77,0.07,33
CUST00646,6684.17,15,298.31,84,0.43,18,2022-09-26,2023-05-25,Returning,North,0.87,0.57,7,2.1,0.4,0.7,3.39,0.27,29
CUST02727,9679.35,48,47.83,27,0.73,13,2023-08-06,2023-09-21,VIP,North,0.81,0.39,5,2.9,0.36,0.22,2.84,0.5,93
CUST02256,5416.85,55,163.45,98,0.39,11,2023-05-19,2022-11-08,VIP,East,0.75,0.39,3,1.7,0.91,0.51,5.86,0.11,75
CUST02520,360.47,5,441.74,55,0.83,14,2022-11-21,2022-04-03,New,North,0.25,0.83,5,4.2,0.85,0.22,1.83,0.35,49
CUST01543,5999.84,29,72.99,76,0.68,2,2022-02-27,2022-12-18,Returning,West,0.69,0.08,2,4.3,0.42,0.52,8.76,0.08,24
CUST01936,2026.04,11,193.73,8,0.69,0,2022-05-20,2023-07-13,VIP,East,0.76,0.81,1,3.4,0.26,0.79,6.72,0.36,92
CUST00595,3343.64,6,481.13,85,0.21,11,2022-12-24,2023-04-07,Returning,North,0.57,0.59,0,4.8,0.77,0.6,6.89,0.06,68
CUST00518,1737.78,49,234.51,71,0.83,10,2022-10-23,2022-12-18,VIP,South,0.25,0.11,1,1.1,0.39,0.54,5.34,0.36,26
CUST01821,7758.88,43,43.89,81,0.47,6,2023-04-22,2023-01-30,Returning,East,0.15,0.37,3,2.2,0.89,0.36,7.59,0.42,52
CUST02387,712.07,25,279.87,67,0.5,7,2022-01-28,2022-03-05,New,South,0.84,0.5,8,1.8,0.78,0.51,1.85,0.08,91
CUST00071,9006.83,26,44.92,89,0.4,4,2023-01-18,2022-08-27,VIP,West,0.58,0.13,1,4.0,0.9,0.61,6.65,0.33,71
CUST00790,4475.79,7,44.28,16,0.44,15,2023-05-10,2022-11-28,VIP,South,0.41,0.63,3,3.9,0.47,0.67,9.89,0.01,35
CUST01280,949.96,42,262.33,7,0.34,11,2023-03-27,2023-08-05,Returning,East,0.02,0.18,5,4.8,0.16,0.98,4.89,0.32,47
CUST01711,9735.59,4,169.16,56,0.41,5,2023-06-26,2022-05-12,Returning,West,0.3,0.6,9,2.2,0.5,0.7,4.19,0.33,74
CUST02989,3244.6,38,351.55,71,0.63,15,2022-11-16,2023-10-20,VIP,East,0.3,0.11,1,1.4,0.62,0.27,6.83,0.4,69
CUST01487,4490.53,12,91.4,32,0.87,3,2022-08-17,2023-10-28,Returning,East,0.74,0.19,6,4.5,0.46,0.06,5.13,0.02,95
CUST00835,9729.35,42,492.64,89,0.87,4,2023-04-22,2023-01-26,VIP,South,0.02,0.64,0,2.3,0.89,0.98,4.91,0.22,22
CUST02816,9637.9,49,384.37,44,0.86,19,2023-08-15,2022-10-13,New,South,0.82,0.81,8,1.3,0.39,0.27,3.62,0.06,22
CUST00404,4383.26,9,374.94,10,0.69,13,2023-11-25,2023-10-28,VIP,East,0.98,0.45,1,3.4,0.91,0.51,7.98,0.42,31
CUST00273,1496.14,6,412.14,71,0.31,7,2023-10-24,2023-04-05,VIP,West,0.2,0.31,2,2.5,0.28,0.3,7.85,0.42,9
CUST01830,4359.68,13,194.05,25,0.46,11,2023-04-14,2022-06-11,Returning,South,0.39,0.58,6,2.8,0.19,0.2,1.58,0.43,59
CUST02795,7898.47,32,383.45,24,0.14,12,2022-09-11,2022-05-11,VIP,East,0.45,0.69,1,3.9,0.26,0.29,7.27,0.05,28
CUST00127,4920.29,59,403.96,89,0.86,14,2022-12-13,2023-03-13,New,East,0.77,0.84,3,2.7,0.0,0.82,5.47,0.16,82
CUST01727,3745.48,12,70.89,8,0.56,17,2022-03-25,2022-07-01,VIP,North,0.16,0.7,1,3.1,0.78,0.94,4.76,0.35,94
CUST01665,8995.44,15,271.21,30,0.77,11,2022-05-16,2022-08-29,New,West,0.53,0.91,0,1.2,0.04,0.34,7.93,0.12,26
CUST01359,5986.94,39,26.92,67,0.76,13,2023-04-21,2023-06-18,Returning,East,0.24,0.42,2,4.0,0.71,0.19,6.16,0.39,50
CUST01438,9475.73,42,279.27,42,0.84,3,2023-05-05,2022-01-12,VIP,North,0.24,0.18,6,2.0,0.2,0.73,5.81,0.3,39
,5329.26,30,85.74,8,0.69,14,2023-06-13,2022-08-15,Returning,West,0.53,0.57,3,4.7,0.4,0.75,1.88,0.2,48
CUST01245,7314.11,27,217.55,23,0.35,16,2022-04-30,2022-02-27,New,East,0.78,0.61,4,1.8,0.13,0.28,3.78,0.45,33
CUST01441,8252.64,42,79.61,35,0.64,16,2022-01-22,2022-03-22,Returning,West,0.98,0.23,0,4.1,0.37,0.17,1.83,0.45,29
CUST01580,6974.78,50,125.65,61,0.71,3,2023-11-18,2022-01-07,VIP,North,0.13,1.0,6,4.8,0.04,0.36,2.41,0.1,15
CUST00197,8248.89,47,112.34,96,0.61,12,2022-04-18,2022-05-30,Returning,South,0.17,0.41,4,4.1,0.64,0.27,9.5,0.03,41
CUST02692,1195.25,5,439.05,81,0.29,7,2023-09-28,2023-03-10,New,East,0.65,0.05,5,4.5,0.83,0.58,4.09,0.48,61
CUST01967,7049.43,43,305.49,15,0.82,7,2023-01-30,2022-08-12,Returning,West,0.13,0.21,8,4.6,0.04,0.28,5.78,0.22,40
CUST01880,4331.37,54,321.37,91,0.75,17,2022-11-12,2023-07-05,New,South,0.12,0.73,0,2.3,0.35,0.51,8.91,0.14,57
CUST02337,1308.58,54,350.3,48,0.54,15,2023-04-07,2022-10-09,Returning,South,0.43,0.89,3,1.9,0.33,0.57,8.3,0.12,69
CUST02180,106.63,35,345.67,58,0.88,13,2023-09-12,2022-09-18,Returning,South,0.15,0.84,0,3.2,0.51,0.82,9.57,0.02,98
CUST00769,1508.5,48,467.49,58,0.22,15,2022-10-03,2022-02-14,New,South,0.75,0.21,1,3.8,0.7,0.81,6.15,0.14,87
CUST01882,749.24,24,454.99,90,0.77,13,2022-09-26,2023-06-08,VIP,West,0.83,0.05,8,4.3,0.18,0.04,1.5,0.3,49
,9825.94,37,175.29,19,0.23,9,2023-07-22,2022-02-07,Returning,West,0.44,0.05,9,3.6,0.2,0.12,2.81,0.08,39
CUST02095,8144.36,11,144.01,65,0.39,15,2022-11-26,2022-08-07,Returning,North,0.92,0.75,5,1.4,0.52,0.23,3.8,0.19,7
CUST00821,9844.99,24,374.11,85,0.19,1,2023-01-26,2023-04-16,Returning,South,0.3,0.59,0,1.6,0.76,0.39,1.76,0.18,29
CUST01866,4524.66,38,188.94,84,0.7,17,2022-07-16,2023-05-23,New,West,0.62,0.66,9,2.0,0.09,0.88,3.89,0.39,39
CUST00136,9454.97,48,118.24,82,0.32,0,2022-04-17,2022-08-18,VIP,South,0.01,0.96,1,2.7,0.25,0.92,4.07,0.26,58
CUST00044,1330.8,17,208.44,87,0.44,10,2022-09-21,2022-05-04,Returning,South,0.99,0.68,4,4.9,0.93,0.33,6.53,0.47,79
CUST02834,2323.38,32,168.47,10,0.38,5,2023-11-13,2022-11-05,New,South,0.49,0.09,8,1.6,0.47,0.84,9.04,0.49,64
CUST02233,8416.26,45,220.63,78,0.4,8,2022-10-30,2023-06-20,VIP,West,0.4,0.41,8,2.1,0.52,0.64,8.59,0.21,88
CUST01592,3585.58,56,140.15,87,0.89,1,2023-01-21,2022-02-24,New,South,0.85,0.44,3,4.9,0.2,0.85,4.57,0.26,45
CUST00094,357.74,13,270.6,33,0.59,4,2023-10-14,2023-03-02,VIP,North,0.38,0.62,5,3.7,0.79,0.07,2.13,0.45,23
CUST02657,6998.38,10,319.46,73,0.42,5,2023-04-13,2023-09-24,VIP,West,0.51,0.11,4,4.6,0.83,0.99,3.71,0.12,65
CUST01747,6158.81,53,211.87,20,0.37,2,2023-10-09,2022-04-03,New,North,0.21,0.6,3,4.7,0.69,0.86,7.23,0.2,31
CUST01504,1023.45,48,315.28,53,0.78,11,2022-06-10,2022-05-24,VIP,South,0.19,0.77,8,3.0,0.78,0.83,5.12,0.18,75
CUST02389,9740.19,33,133.71,96,0.34,19,2022-06-23,2023-04-15,VIP,East,0.91,1.0,8,4.8,0.99,0.29,5.75,0.14,45
CUST01312,7904.14,13,342.78,37,0.19,17,2022-12-19,2023-07-08,Returning,North,0.36,0.05,8,3.0,0.98,0.34,4.43,0.43,85
CUST02492,3605.05,9,483.34,25,0.82,14,2023-07-15,2023-01-08,New,West,0.67,0.18,2,2.4,0.93,0.88,5.91,0.46,1
CUST01054,9579.04,58,49.29,21,0.52,12,2023-03-23,2022-05-30,Returning,South,0.84,0.83,7,3.4,0.26,0.93,6.18,0.07,30
CUST01011,5291.33,54,297.16,78,0.17,17,2022-09-16,2022-11-10,New,East,0.04,0.85,7,2.9,0.16,0.4,8.21,0.36,96
CUST01874,3312.7,48,338.93,9,0.66,16,2023-02-05,2023-07-02,VIP,West,0.8,0.78,4,4.8,0.17,0.53,7.42,0.07,82
CUST00647,1678.53,58,446.62,11,0.31,11,2022-09-17,2023-08-28,New,South,0.59,0.53,5,4.2,0.03,0.89,9.7,0.4,29
CUST02232,3915.63,41,396.55,46,0.43,18,2023-07-07,2023-09-01,Returning,North,0.31,0.17,4,4.7,0.16,1.0,4.04,0.06,85
CUST01498,9357.08,45,374.66,80,0.47,14,2023-05-28,2023-01-12,VIP,West,0.47,0.36,3,3.9,0.31,0.08,7.2,0.16,97
CUST01470,436.77,54,163.64,3,0.46,9,2022-03-21,2022-10-11,New,South,0.83,0.02,0,3.3,0.33,0.07,1.27,0.23,30
CUST02581,6524.75,7,278.52,78,0.25,8,2023-01-18,2022-06-28,New,West,0.2,0.12,1,3.2,0.83,0.0,2.14,0.02,77
CUST01011,6155.59,59,393.67,24,0.6,0,2023-05-14,2022-05-28,Returning,West,0.32,0.72,2,2.1,0.27,0.96,1.42,0.48,1
CUST01300,281.22,38,409.02,67,0.81,6,2022-11-18,2022-05-14,VIP,East,0.76,0.01,6,3.1,0.42,0.37,2.4,0.49,86
CUST00131,8547.29,55,260.4,9,0.14,13,2023-06-21,2022-02-27,New,East,0.45,0.18,0,2.3,0.04,0.5,8.16,0.45,92
CUST01392,3992.34,6,55.51,66,0.18,17,2022-10-23,2023-05-02,Returning,East,0.7,0.11,1,3.2,0.62,0.98,5.1,0.31,16
CUST02729,2357.01,40,226.49,72,0.82,12,2022-10-01,2022-12-28,VIP,North,0.29,0.8,0,2.1,0.75,0.5,8.85,0.16,6
CUST02541,6791.95,4,50.69,78,0.41,5,2022-08-25,2022-12-05,VIP,South,0.26,0.27,8,2.4,0.08,0.92,5.71,0.23,76
,7336.32,40,405.95,8,0.11,15,2023-06-10,2023-06-04,VIP,West,0.28,0.34,2,3.4,0.16,0.42,3.72,0.25,32
CUST00133,8864.3,30,135.53,42,0.7,5,2022-04-28,2023-01-30,VIP,East,0.28,0.63,1,2.7,0.2,0.71,9.67,0.03,96
CUST02654,882.58,46,444.6,36,0.88,3,2022-02-23,2022-08-19,Returning,North,0.51,0.2,4,2.1,0.57,0.11,7.47,0.04,40
CUST00624,138.07,5,51.06,84,0.34,4,2023-04-22,2022-03-17,VIP,West,0.18,0.8,9,2.0,0.23,0.59,9.48,0.29,47
CUST02392,8739.4,42,483.03,9,0.7,0,2022-06-21,2023-07-13,VIP,North,0.71,0.96,2,1.1,0.96,0.35,6.41,0.15,28
,7467.51,21,435.5,45,0.41,9,2023-03-31,2023-05-09,VIP,South,0.41,0.62,3,1.8,0.23,0.11,2.25,0.36,70
CUST00468,7242.91,16,274.86,73,0.43,18,2023-11-04,2023-12-18,Returning,West,0.08,0.61,4,2.9,0.29,0.72,5.61,0.15,12
CUST02092,201.7,19,467.45,15,0.78,18,2022-05-05,2023-05-24,Returning,East,0.44,0.08,9,3.3,0.33,0.28,9.69,0.21,89
CUST02632,903.11,54,155.35,34,0.23,19,2023-05-05,2022-06-01,New,East,0.84,0.94,9,3.8,0.36,0.49,5.94,0.41,91
CUST01218,1646.59,26,278.79,25,0.64,19,2022-09-11,2022-11-03,VIP,North,0.71,0.61,0,3.4,0.81,0.71,6.02,0.29,94
CUST00250,9737.87,43,192.22,71,0.28,1,2023-02-24,2023-04-03,New,North,0.09,0.56,1,3.9,0.81,0.76,3.83,0.37,78
CUST00413,3956.27,47,222.07,9,0.31,18,2022-10-09,2022-02-15,Returning,West,0.87,0.06,6,3.8,0.4,0.42,3.34,0.07,19
CUST00945,2484.89,4,413.94,63,0.17,13,2022-08-19,2023-03-10,Returning,South,0.27,0.63,6,2.7,0.72,0.23,7.39,0.19,55
CUST02588,977.87,55,449.73,79,0.84,5,2022-01-27,2023-03-30,Returning,East,0.67,0.91,6,2.2,0.22,0.3,7.54,0.09,19
CUST01128,9483.99,38,309.95,19,0.71,18,2022-02-13,2023-08-11,New,West,0.6,0.04,4,3.2,0.38,0.12,2.09,0.35,13
CUST00558,8925.21,53,108.63,16,0.67,14,2023-09-23,2022-02-25,Returning,East,0.31,0.63,1,2.6,0.13,0.76,7.35,0.12,25
CUST02457,12/05/2023,39,139.17,21,0.48,16,2022-04-16,2023-12-04,Returning,North,0.5,0.34,5,4.9,0.29,0.34,9.09,0.2,38
CUST00444,7869.86,44,218.22,28,0.17,0,2023-03-22,2022-08-22,Returning,West,0.3,0.53,6,1.6,0.73,0.41,1.37,0.15,38
CUST01887,3863.65,38,344.79,11,0.77,8,2022-05-04,2022-12-24,New,South,0.98,0.57,2,2.5,0.53,0.48,5.88,0.44,6
CUST00959,4801.66,22,418.43,12,0.45,7,2022-02-04,2022-02-08,Returning,East,0.49,0.88,3,5.0,0.97,0.11,2.77,0.32,43
CUST02286,4349.3,36,208.46,96,0.48,8,2022-03-26,2022-08-19,New,South,0.15,0.69,6,1.5,0.79,0.62,6.22,0.18,92
CUST02040,6394.12,2,303.63,24,0.82,16,2023-03-22,2022-10-06,Returning,South,0.47,0.41,6,4.0,0.08,0.8,6.02,0.26,47
CUST00607,904.97,25,137.7,4,0.14,16,2022-11-30,2023-07-23,New,South,0.99,0.44,4,4.0,0.41,0.83,8.07,0.17,84
CUST02307,3785.05,51,299.97,70,0.5,11,2023-06-21,2023-02-14,New,North,0.59,0.31,0,4.5,0.93,0.34,3.26,0.13,52
CUST01388,2491.75,5,467.14,91,0.15,0,2023-11-22,2022-10-20,New,South,0.03,0.57,5,3.2,0.52,0.51,1.61,0.27,73
CUST00592,449.26,11,364.76,54,0.53,12,2023-05-06,2022-03-27,Returning,North,1.0,0.41,5,1.1,0.48,0.12,7.57,0.3,84
CUST01964,5605.53,41,297.24,9,0.74,17,2023-04-11,2023-11-09,Returning,South,0.35,0.47,4,3.4,0.17,0.37,7.37,0.06,47
CUST01323,1352.69,34,240.19,44,0.15,16,2022-07-29,2023-11-03,Returning,North,0.72,0.92,8,2.2,0.72,0.65,7.58,0.4,6
,7748.78,52,225.57,52,0.89,11,2022-09-21,2022-02-01,Returning,North,0.22,0.63,8,2.3,0.98,0.38,6.13,0.0,5
CUST00096,9071.18,21,160.07,86,0.6,9,2023-08-08,2023-07-25,VIP,West,0.93,0.26,7,2.0,0.06,0.85,5.41,0.45,11
CUST01872,6656.92,1,489.22,29,0.17,10,2022-03-23,2023-03-06,VIP,East,0.58,0.58,7,3.5,0.11,0.06,8.2,0.12,97
CUST00568,7662.01,40,252.64,80,0.64,9,2023-08-04,2022-01-03,Returning,North,0.62,0.88,0,1.7,0.02,0.55,2.7,0.01,54
CUST00157,364.45,12,156.09,54,0.4,13,2022-10-18,2022-03-26,Returning,East,0.17,0.02,0,1.1,0.02,0.01,6.73,0.12,96
CUST02300,100.07,25,118.01,55,0.51,7,2023-10-17,2022-03-29,New,West,0.3,0.85,5,3.2,0.83,0.48,9.33,0.1,46
CUST01376,8731.3,24,323.56,23,0.33,6,2023-11-22,2023-04-07,VIP,West,0.44,0.28,4,2.0,0.28,0.45,6.69,0.23,56
CUST00444,8453.62,4,180.88,10,0.61,19,2022-01-04,2023-11-20,Returning,South,0.99,0.26,9,4.2,0.48,0.31,3.09,0.47,69
CUST02998,5333.35,42,365.1,24,0.37,6,2023-11-29,2023-05-30,New,South,0.08,0.91,5,3.6,0.72,0.8,1.88,0.49,37
CUST01556,2927.19,7,81.98,95,0.51,6,2023-06-01,2022-06-08,Returning,South,0.53,0.54,9,1.4,0.69,0.16,3.29,0.16,67
CUST01968,3357.94,2,258.71,58,0.47,14,2023-03-27,2022-07-26,New,West,0.32,0.5,7,1.6,0.59,0.12,3.13,0.21,11
CUST02770,4453.31,30,463.32,10,0.83,1,2023-09-18,2023-09-16,New,North,0.74,0.81,8,1.2,0.23,0.8,4.25,0.37,17
CUST00304,544.15,12,433.74,64,0.32,18,2022-04-09,2022-02-26,New,North,0.76,0.3,1,3.7,0.13,0.74,5.38,0.05,99
CUST01294,7066.37,46,52.99,56,0.46,11,2022-10-24,2023-01-27,VIP,South,0.41,0.16,4,1.4,0.99,0.13,5.54,0.25,99
CUST02053,2143.33,8,422.52,45,0.18,5,2023-04-17,2023-05-06,VIP,West,0.61,0.19,1,3.3,0.76,0.28,3.18,0.49,62
,2976.96,55,431.55,40,0.34,18,2022-02-01,2023-05-18,New,East,0.06,0.7,0,2.5,0.97,0.84,2.69,0.03,46
CUST00209,9260.39,18,163.78,90,0.63,3,2022-03-29,2022-07-27,New,South,0.66,0.48,0,2.3,0.73,0.11,4.29,0.24,38
CUST00539,7865.24,24,320.37,27,0.83,6,2022-08-20,2023-11-13,VIP,West,0.48,0.58,0,2.4,0.05,0.82,8.17,0.06,90
CUST00902,9540.98,37,260.04,96,0.47,5,2022-04-06,2023-10-07,New,North,0.55,0.98,2,2.2,0.68,0.4,5.99,0.41,98
CUST02600,3451.17,6,447.43,88,0.73,0,2022-08-08,2023-04-10,New,South,0.75,0.27,2,2.6,0.53,0.57,3.41,0.5,77
CUST01719,9580.13,13,127.86,3,0.26,3,2023-07-17,2022-10-15,Returning,East,0.65,0.16,2,4.7,0.28,0.65,1.27,0.3,91
CUST01615,454.78,46,295.89,41,0.88,3,2023-03-08,2023-05-26,VIP,North,0.69,0.41,3,2.1,0.77,0.44,5.32,0.04,90
CUST02021,3940.87,36,400.64,98,0.73,13,2023-05-07,2022-06-21,VIP,East,0.42,0.61,8,1.9,0.52,0.6,7.99,0.31,40
CUST01905,2386.84,11,145.64,18,0.34,6,2022-04-15,2022-06-27,VIP,North,0.77,0.87,0,3.5,0.97,0.77,9.65,0.36,81
CUST02636,6628.46,7,87.66,6,0.86,9,2022-07-21,2023-06-07,Returning,West,0.51,0.99,7,3.3,0.53,0.59,6.87,0.39,21
CUST00352,7789.32,54,470.07,10,0.1,12,2023-06-20,2023-02-15,VIP,North,0.36,0.9,7,2.7,0.82,0.65,6.49,0.4,11
CUST02619,9643.35,17,477.02,49,0.52,15,2023-04-07,2022-03-21,New,South,0.2,0.12,4,2.7,0.46,0.73,1.01,0.24,17
CUST00915,8805.85,9,303.27,84,0.32,4,2022-03-03,2023-01-06,VIP,North,0.57,0.72,5,4.6,0.36,0.57,9.54,0.38,51
CUST01362,1460.96,45,440.71,11,0.84,17,2023-01-21,2023-07-27,VIP,North,0.6,0.82,2,3.8,0.06,0.64,7.58,0.09,89
CUST02434,3881.3,53,285.32,41,0.3,6,2023-03-14,2023-01-25,VIP,East,0.72,0.89,3,3.1,0.01,0.07,4.93,0.37,63
CUST01594,5924.26,24,287.87,26,0.13,19,2022-12-21,2022-08-16,Returning,West,0.56,0.01,4,3.3,0.45,0.23,5.1,0.39,71
CUST00086,1003.27,9,252.74,26,0.15,4,2022-12-08,2023-09-23,Returning,West,0.15,0.29,6,3.8,0.7,0.67,7.91,0.48,74
CUST01801,8255.37,3,215.67,4,0.59,4,2022-02-27,2023-11-09,New,West,0.91,0.52,9,2.2,0.14,0.92,5.14,0.1,19
CUST01741,6838.25,22,462.13,56,0.82,0,2023-08-07,2022-08-24,New,North,0.28,0.52,6,1.8,0.16,0.8,4.5,0.27,29
CUST01954,6736.44,1,323.72,66,0.61,7,2023-07-17,2022-11-18,New,South,0.35,0.61,8,4.0,0.51,0.8,1.85,0.46,43
CUST01879,6412.58,47,148.73,2,0.36,6,2023-04-30,2022-02-23,New,North,0.2,0.09,4,1.2,0.18,0.32,7.83,0.03,11
CUST00833,5409.75,8,478.88,21,0.43,1,2022-06-01,2022-07-15,Returning,South,0.57,0.19,8,2.3,0.66,0.16,7.39,0.38,14
CUST01014,6844.95,3,266.71,92,0.89,11,2023-09-10,2023-02-27,Returning,West,0.98,0.37,6,4.3,0.99,0.07,7.85,0.32,7
CUST00783,5745.82,11,112.92,27,0.2,4,2023-12-14,2023-10-18,Returning,West,0.39,0.94,7,2.8,0.18,0.78,8.86,0.19,73
CUST02468,4355.32,42,137.88,72,0.2,10,2023-10-10,2022-02-16,VIP,West,0.59,0.57,3,3.0,0.29,0.3,3.45,0.17,77
CUST00202,2063.55,27,415.96,23,0.12,14,2023-01-03,2023-08-05,Returning,East,0.73,0.68,1,2.0,0.78,0.28,3.36,0.0,16
CUST00796,5507.29,37,167.8,89,0.82,9,2023-12-22,2023-11-18,VIP,East,0.7,0.85,8,2.3,0.13,0.47,6.47,0.23,31
