ProductID,StockLevel,RestockDate,LeadTime,SupplierID,WarehouseID,InventoryTurnover,BackorderRate,StockoutFlag,ReorderPoint,SafetyStock,DemandForecast,ActualDemand,OverstockFlag,StorageCost,HandlingCost,InventoryValue,ProductCategory,Region,SupplierRating
PROD0096,167,2022-06-10,2,SUP0119,WH036,5.25,0.29,1,188,22,458.99,939.0,1,130.59,140.03,13313.0,Books,South,4.5
PROD0130,718,2023-10-25,26,SUP0160,WH038,14.8,0.13,1,181,85,984.32,804.34,0,651.02,263.95,31441.95,Home,East,3.4
PROD0084,212,2023-02-27,4,SUP0138,WH013,11.49,0.26,1,97,45,299.89,189.48,1,109.56,164.02,43078.36,Books,South,4.8
,71,2023-04-27,18,SUP0009,WH033,7.08,0.21,0,247,20,470.35,781.33,0,100.04,52.06,23308.37,Electronics,South,4.8
PROD0901,482,2023-03-06,24,SUP0193,WH040,5.65,0.18,0,211,76,433.43,703.58,1,908.8,65.64,30693.88,Clothing,West,3.6
PROD0561,981,2022-04-13,3,SUP0200,WH015,2.71,0.0,0,154,66,611.71,167.44,1,307.31,337.37,20029.32,Electronics,South,3.8
PROD0442,163,2023-10-17,7,SUP0103,WH016,7.46,0.21,1,255,86,239.84,907.44,1,636.26,224.89,30133.24,Home,South,4.5
PROD0126,136,2023-11-04,26,SUP0162,WH050,8.99,0.23,0,175,59,587.26,301.11,0,665.68,446.53,45425.69,Home,East,4.9
PROD0288,770,2022-05-16,28,SUP0131,WH021,5.63,0.19,0,262,83,465.3,915.23,0,327.34,290.82,11574.4,Electronics,West,2.0
PROD0735,453,2023-01-25,7,SUP0064,WH021,4.73,0.19,0,187,97,929.83,693.5,0,806.99,382.49,46899.44,Electronics,East,2.8
PROD0940,767,2023-05-28,22,SUP0194,WH028,6.8,0.14,1,57,32,250.78,484.29,0,743.19,279.78,43339.86,Electronics,East,2.7
PROD0020,506,2023-10-16,10,SUP0055,WH041,14.55,0.07,0,132,55,888.66,615.63,1,742.77,185.93,39945.47,Electronics,South,3.4
PROD0711,543,2022-02-20,13,SUP0068,WH001,6.07,0.2,1,190,23,853.11,180.34,1,975.35,268.0,5098.4,Home,West,4.0
PROD0045,931,2022-10-26,2,SUP0035,WH036,3.13,0.02,1,269,59,202.4,269.97,1,869.31,364.9,9772.89,Books,South,3.0
PROD0464,391,2023-12-05,20,SUP0194,WH004,4.76,0.13,1,162,76,803.98,213.54,0,298.45,156.7,7463.64,Electronics,East,2.1
PROD0454,704,2022-02-26,19,SUP0143,WH041,10.81,0.23,1,128,55,870.73,141.1,0,357.99,216.56,35088.18,Clothing,North,2.7
PROD0506,434,2023-05-13,7,SUP0096,WH032,7.26,0.21,0,109,22,768.52,511.47,1,823.33,71.78,39813.51,Books,North,4.1
PROD0565,994,2023-01-02,16,SUP0036,WH018,6.52,0.23,0,112,60,760.07,391.07,1,131.32,82.88,28929.59,Electronics,South,1.0
PROD0470,977,2023-04-19,1,SUP0097,WH042,6.82,0.09,0,261,85,888.27,421.61,1,921.23,127.28,3572.88,Electronics,North,1.8
PROD0011,303,2023-06-24,12,SUP0110,WH020,12.26,0.27,1,252,67,228.17,784.15,0,342.58,229.93,6588.14,Books,North,1.8
PROD0606,494,2023-11-08,26,SUP0044,WH047,4.06,0.17,0,207,21,737.69,484.69,0,426.6,292.11,32013.85,Home,North,3.6
PROD0997,722,2022-08-03,13,SUP0062,WH042,11.99,0.25,0,166,38,972.86,529.11,0,145.57,430.75,7780.63,Books,East,2.0
PROD0604,836,2022-12-05,1,SUP0079,WH028,10.99,0.13,1,249,22,611.01,587.16,1,286.42,395.03,35771.97,Electronics,South,3.1
PROD0833,750,2022-10-15,13,SUP0141,WH027,10.11,0.22,0,182,40,262.3,137.57,1,802.07,348.08,42320.1,Books,West,4.6
PROD0472,643,2023-02-22,26,SUP0142,WH039,3.19,0.1,0,296,39,392.65,940.32,1,310.96,495.55,16400.11,Clothing,East,3.7
PROD0313,775,2023-01-18,7,SUP0016,WH036,8.79,0.08,1,177,78,484.62,474.55,1,273.12,409.01,49200.12,Books,West,2.7
PROD0309,478,2023-04-22,22,SUP0098,WH040,8.0,0.04,1,258,61,235.77,883.92,1,313.65,292.46,22842.72,Books,North,2.7
PROD0806,862,2023-04-02,4,SUP0061,WH046,8.64,0.12,1,174,65,674.28,654.24,1,329.58,274.88,10048.1,Books,West,1.9
PROD0020,118,2023-08-06,11,SUP0058,WH046,4.46,0.28,1,157,87,896.06,372.72,0,540.69,423.7,17034.02,Clothing,South,4.3
PROD0283,897,2022-04-27,11,SUP0070,WH028,5.99,0.06,0,61,46,593.42,541.69,0,402.37,136.36,29121.26,Books,West,4.1
PROD0913,12/05/2023,2023-04-29,4,SUP0118,WH043,6.17,0.21,0,72,87,401.34,120.42,0,882.22,282.49,7549.2,Home,East,3.2
PROD0417,687,2023-10-22,2,SUP0169,WH040,7.3,0.29,1,155,84,371.45,543.81,1,896.56,403.56,20794.92,Electronics,North,3.2
PROD0177,419,2023-10-02,7,SUP0172,WH047,2.7,0.12,1,153,39,174.98,168.74,0,150.64,92.4,29644.58,Clothing,West,2.5
PROD0225,434,2023-09-15,4,SUP0157,WH040,6.3,0.04,1,174,48,861.32,726.81,1,852.75,397.56,34681.5,Books,West,4.9
PROD0970,750,2023-10-19,17,SUP0159,WH017,13.28,0.23,1,253,44,935.84,295.42,0,284.74,447.6,17833.42,Clothing,East,2.1
PROD0712,35,2022-07-15,23,SUP0142,WH016,5.51,0.28,1,51,89,530.43,925.63,1,762.57,394.36,47951.67,Home,South,1.6
PROD0429,156,2023-07-20,3,SUP0036,WH023,6.46,0.04,1,116,51,950.9,732.91,0,213.23,265.89,38254.84,Books,East,4.7
PROD0993,448,2022-04-13,26,SUP0012,WH034,12.87,0.02,1,240,90,670.05,694.94,1,440.46,453.61,21070.71,Electronics,West,1.5
PROD0130,422,2022-01-30,17,SUP0015,WH022,5.53,0.1,1,291,26,328.94,889.92,0,155.48,294.23,40514.79,Home,West,1.6
PROD0852,727,2023-08-15,1,SUP0151,WH005,6.12,0.07,0,233,30,905.34,968.48,0,643.22,143.12,33681.49,Electronics,South,4.4
PROD0756,764,2023-09-24,24,SUP0103,WH048,2.33,0.27,0,191,92,365.62,620.24,0,767.26,414.43,32761.56,Clothing,East,3.9
PROD0898,105,2023-03-09,5,SUP0018,WH041,11.12,0.16,0,146,82,463.79,220.86,1,801.82,307.39,3303.96,Electronics,North,2.6
PROD0359,247,2022-12-15,15,SUP0194,WH015,14.79,0.0,1,93,60,636.78,497.97,1,912.06,320.87,14772.01,Clothing,West,4.8
PROD0798,857,2022-03-10,14,SUP0085,WH047,11.41,0.24,0,276,35,142.48,949.68,1,654.9,484.2,46240.6,Home,West,1.1
PROD0934,717,2023-09-21,26,SUP0036,WH008,5.67,0.06,0,297,20,786.75,628.23,1,842.21,455.49,26395.61,Electronics,North,4.5
PROD0965,920,2022-11-17,10,SUP0084,WH036,14.8,0.13,0,291,85,198.93,790.1,1,607.43,59.69,23572.24,Home,West,4.5
PROD0565,149,2022-11-19,17,SUP0121,WH048,9.25,0.0,0,72,94,564.43,361.41,1,898.88,481.79,10408.86,Electronics,East,1.9
PROD0202,169,2022-12-31,4,SUP0185,WH032,13.07,0.21,0,97,20,110.38,202.31,1,331.49,319.5,25842.47,Home,West,2.9
PROD0402,795,2022-11-05,22,SUP0165,WH010,8.36,0.23,1,118,33,218.89,925.48,0,253.17,52.88,21466.21,Books,West,3.2
PROD0231,836,2022-12-27,22,SUP0131,WH010,1.0,0.07,1,253,87,360.87,967.02,1,982.85,63.53,14102.56,Books,North,4.1
PROD0406,849,2023-12-29,23,SUP0097,WH045,10.06,0.14,0,78,89,445.9,249.39,1,947.11,322.2,19111.45,Electronics,South,4.8
PROD0309,739,2023-07-30,7,SUP0024,WH045,12.76,0.07,1,276,31,657.34,353.3,1,374.81,427.96,43553.71,Books,West,4.5
PROD0506,603,2023-07-18,28,SUP0077,WH049,5.4,0.25,1,61,22,361.68,749.56,0,275.39,227.53,44692.62,Books,North,4.9
PROD0344,4,2023-11-20,2,SUP0074,WH029,4.8,0.07,0,179,81,928.93,575.9,0,268.01,481.93,10540.67,Electronics,South,2.4
PROD0759,445,2023-03-06,3,SUP0059,WH001,2.09,0.08,1,102,42,529.41,836.03,0,553.28,129.71,48989.52,Electronics,North,2.8
PROD0017,507,2022-05-16,14,SUP0055,WH006,5.6,0.23,1,86,51,228.82,482.5,0,434.1,400.99,34455.79,Electronics,South,1.3
PROD0087,859,2023-02-24,25,SUP0186,WH049,10.65,0.1,1,88,93,210.53,599.56,0,649.25,137.71,1775.86,Electronics,East,3.3
PROD0899,367,2023-09-16,5,SUP0009,WH023,7.94,0.1,0,74,93,532.22,746.86,1,895.22,172.81,2333.17,Clothing,North,2.9
PROD0392,303,2023-12-06,8,SUP0146,WH009,6.24,0.02,0,266,93,401.66,919.71,0,751.38,233.28,14673.89,Home,North,3.8
PROD0389,12/05/2023,2023-11-04,6,SUP0039,WH017,7.53,0.1,0,111,65,410.41,334.17,1,786.41,348.25,7374.9,Clothing,South,3.9
PROD0464,93,2023-10-12,24,SUP0143,WH021,13.91,0.25,0,123,31,562.1,558.86,1,847.39,155.25,34739.46,Home,West,1.0
PROD0359,256,2023-02-26,21,SUP0030,WH015,3.53,0.1,1,199,37,303.62,761.7,1,349.59,179.03,49549.78,Books,North,2.0
PROD0580,799,2022-04-26,19,SUP0162,WH037,9.06,0.04,1,67,21,844.07,205.23,1,194.95,471.24,45323.42,Books,East,3.6
PROD0961,8,2023-09-15,13,SUP0009,WH017,6.51,0.01,0,196,89,850.52,931.0,0,689.13,391.92,26067.96,Clothing,West,3.0
PROD0165,177,2023-09-03,9,SUP0165,WH047,13.54,0.25,1,201,64,925.92,928.52,0,182.27,106.7,23047.14,Electronics,South,1.8
PROD0353,657,2023-06-01,23,SUP0109,WH015,4.09,0.05,0,129,71,970.72,777.37,0,503.34,91.35,15735.76,Books,East,1.2
PROD0428,597,2022-09-10,14,SUP0143,WH035,11.94,0.21,1,79,95,419.91,770.62,1,583.3,269.51,40977.01,Home,East,2.1
PROD0352,815,2023-05-22,20,SUP0158,WH024,8.86,0.19,0,88,88,764.25,131.26,0,567.22,152.31,12841.99,Home,North,4.1
PROD0966,186,2023-03-10,29,SUP0184,WH010,9.7,0.01,1,266,20,964.5,369.64,0,908.79,493.97,46785.25,Home,South,1.3
PROD0151,397,2022-09-20,23,SUP0102,WH035,14.98,0.21,1,160,65,574.05,620.2,1,330.15,96.76,18760.01,Electronics,South,4.9
PROD0243,968,2023-04-08,24,SUP0078,WH027,13.53,0.23,0,150,43,591.35,199.17,1,910.48,392.03,36501.59,Clothing,North,4.1
PROD0207,854,2022-08-18,10,SUP0044,WH049,14.3,0.23,0,176,40,881.17,305.65,0,603.64,68.97,45276.51,Electronics,West,2.4
PROD0513,877,2023-09-11,10,SUP0058,WH012,14.67,0.24,1,108,25,334.52,374.17,1,621.56,119.76,41393.66,Books,South,4.6
PROD0059,12/05/2023,2023-03-29,29,SUP0095,WH043,12.52,0.27,0,222,46,521.92,218.8,0,429.74,165.29,36406.6,Books,East,4.6
PROD0207,58,2023-04-21,3,SUP0117,WH035,10.24,0.05,0,197,98,653.62,994.75,0,333.56,160.24,5727.12,Home,North,4.3
PROD0500,730,2023-01-13,17,SUP0005,WH045,11.42,0.04,1,63,49,245.35,199.27,1,716.53,446.09,9497.27,Clothing,East,3.6
PROD0536,798,2022-11-04,22,SUP0107,WH027,4.66,0.15,1,223,48,773.71,653.45,1,372.01,79.01,37265.22,Books,North,2.9
PROD0359,444,2023-05-11,11,SUP0133,WH012,14.49,0.11,0,50,86,651.7,491.08,1,333.44,236.9,32956.21,Books,North,2.0
PROD0598,786,2022-08-12,4,SUP0191,WH019,4.62,0.18,0,151,29,834.7,799.41,0,214.09,128.86,41787.84,Books,East,3.4
PROD0182,740,2022-11-08,9,SUP0187,WH043,11.93,0.07,0,163,40,269.52,584.72,0,759.48,347.92,28250.01,Home,East,4.4
PROD0956,532,2022-03-02,24,SUP0056,WH046,11.41,0.17,0,169,62,690.74,504.02,0,926.09,325.12,36557.79,Home,East,1.6
PROD0056,866,2022-11-21,27,SUP0152,WH033,8.44,0.12,0,123,85,330.0,352.89,1,888.85,192.62,16076.68,Home,South,4.2
PROD0909,858,2022-11-13,9,SUP0038,WH009,1.65,0.06,1,298,92,761.58,319.4,0,877.21,406.69,35194.91,Books,North,3.7
PROD0572,64,2022-07-08,1,SUP0062,WH048,4.35,0.05,1,102,92,283.44,908.25,1,129.01,185.52,40489.4,Electronics,East,1.3
PROD0250,742,2022-12-01,16,SUP0104,WH047,8.88,0.17,1,191,65,716.07,475.62,1,973.1,56.5,36475.5,Home,East,4.5
PROD0275,71,2023-10-12,2,SUP0188,WH029,13.55,0.23,0,168,99,804.22,208.73,1,740.99,294.47,39937.87,Books,West,3.6
,565,2022-04-27,5,SUP0011,WH009,10.8,0.26,0,183,37,281.39,771.98,0,770.98,264.57,44694.71,Books,East,1.0
PROD0084,203,2023-12-01,7,SUP0113,WH026,7.49,0.1,0,261,69,198.45,227.75,1,643.05,303.42,40961.26,Home,North,4.4
PROD0222,952,2022-05-24,25,SUP0065,WH022,9.72,0.23,0,114,50,811.17,811.24,0,601.85,168.24,5779.93,Home,South,2.1
PROD0262,323,2022-12-05,8,SUP0052,WH046,4.29,0.17,1,74,56,495.34,410.69,0,584.83,401.63,3106.16,Books,North,2.5
PROD0070,386,2023-01-08,27,SUP0095,WH020,11.98,0.25,1,86,63,647.12,592.72,1,844.4,86.66,8238.02,Clothing,North,4.4
PROD0361,850,2023-08-30,8,SUP0108,WH014,14.2,0.25,0,132,69,629.43,499.94,1,595.41,416.22,48975.33,Electronics,West,2.2
PROD0162,660,2022-10-24,27,SUP0039,WH021,1.99,0.25,1,66,24,461.18,780.47,1,766.16,477.79,36925.43,Books,North,2.0
PROD0464,92,2023-12-10,5,SUP0171,WH036,14.54,0.27,1,265,70,581.31,786.36,1,326.48,98.42,44604.07,Clothing,South,4.3
PROD0636,640,2022-12-17,20,SUP0130,WH026,11.3,0.27,0,286,79,782.1,968.23,0,773.78,340.84,18219.23,Books,East,2.2
PROD0239,680,2023-11-08,17,SUP0104,WH021,4.18,0.28,0,294,25,367.86,598.57,1,899.95,237.87,18027.2,Books,East,4.7
PROD0030,742,2022-04-21,1,SUP0138,WH009,13.55,0.18,1,155,76,853.14,319.98,0,753.92,271.72,44919.86,Clothing,North,4.1
PROD0873,286,2022-12-15,14,SUP0026,WH047,1.81,0.02,1,72,49,673.96,672.1,1,757.8,395.68,10182.81,Home,North,4.9
PROD0445,766,2023-11-11,19,SUP0019,WH010,9.65,0.04,0,246,53,377.64,239.53,1,354.07,373.24,38456.56,Electronics,West,4.0
PROD0989,755,2022-03-04,8,SUP0164,WH009,6.83,0.06,1,92,48,711.01,699.19,0,965.8,322.67,37106.59,Electronics,North,4.4
PROD0277,744,2023-08-18,28,SUP0130,WH011,4.89,0.05,1,72,32,432.74,593.27,0,878.09,300.26,33259.6,Clothing,East,2.3
PROD0791,874,2022-03-19,10,SUP0060,WH050,14.68,0.29,0,204,93,284.47,718.12,0,649.12,347.63,4839.05,Clothing,East,2.4
PROD0731,342,2022-10-19,28,SUP0026,WH006,14.16,0.06,1,87,25,419.55,883.97,0,571.25,285.57,48475.61,Electronics,East,1.1
PROD0903,425,2023-10-27,28,SUP0124,WH042,10.78,0.06,1,76,63,850.38,563.94,1,676.47,250.11,30112.16,Books,North,3.0
PROD0588,780,2022-03-04,5,SUP0196,WH031,2.61,0.22,1,190,26,228.68,800.59,0,792.27,183.75,49044.53,Home,West,4.4
PROD0307,13,2023-07-20,11,SUP0052,WH044,6.12,0.11,1,169,42,547.52,168.15,0,812.3,441.06,9074.7,Clothing,East,2.1
PROD0633,259,2022-09-28,26,SUP0158,WH027,1.38,0.26,1,169,96,233.6,507.62,0,263.37,277.39,29063.25,Electronics,West,2.2
PROD0693,432,2022-02-10,2,SUP0069,WH046,10.01,0.07,1,131,96,179.32,400.75,1,781.55,101.81,21710.45,Clothing,West,3.7
PROD0719,15,2023-11-23,15,SUP0082,WH019,7.07,0.22,0,244,35,256.78,421.56,1,538.64,384.83,34491.93,Electronics,West,5.0
PROD0063,894,2023-08-19,26,SUP0054,WH008,10.29,0.17,0,124,76,551.36,952.92,0,688.32,225.66,27652.56,Books,North,3.3
PROD0258,825,2023-09-04,28,SUP0065,WH011,7.47,0.04,0,211,27,717.15,439.73,0,631.65,366.16,40081.1,Clothing,North,1.1
PROD0634,352,2023-10-11,1,SUP0149,WH042,14.75,0.1,0,265,59,661.28,896.35,0,547.42,156.29,1001.42,Home,South,3.6
PROD0401,101,2023-03-09,26,SUP0198,WH013,12.8,0.14,1,136,86,122.35,929.11,0,499.03,119.02,27152.31,Books,West,4.8
PROD0973,838,2023-05-04,17,SUP0030,WH040,9.97,0.1,1,204,37,193.98,460.01,1,409.34,249.43,3932.63,Home,South,2.3
PROD0325,90,2023-12-26,2,SUP0036,WH004,8.61,0.06,0,168,84,364.94,195.38,1,836.39,332.26,49500.32,Electronics,West,3.4
PROD0232,238,2022-01-03,15,SUP0004,WH021,5.77,0.07,0,277,41,412.32,222.67,1,801.13,395.46,2782.79,Books,East,4.5
PROD0104,549,2022-04-06,8,SUP0170,WH003,7.53,0.08,0,144,34,971.02,972.49,0,143.07,446.75,17254.63,Books,North,2.0
PROD0916,766,2023-06-17,14,SUP0019,WH005,4.22,0.29,0,53,55,262.44,256.28,1,727.55,490.11,4706.93,Clothing,West,4.8
PROD0534,866,2022-10-03,17,SUP0136,WH034,13.19,0.18,0,228,40,105.98,760.72,1,333.93,459.79,28146.41,Clothing,South,1.5
PROD0380,770,2022-12-05,4,SUP0043,WH025,11.22,0.15,1,161,34,619.49,189.68,0,830.22,391.82,38699.65,Clothing,North,1.3
PROD0099,801,2022-06-20,25,SUP0016,WH012,11.31,0.1,1,144,27,154.76,383.47,0,674.01,297.44,15738.47,Books,West,3.6
PROD0070,524,2022-04-22,27,SUP0197,WH040,9.7,0.16,1,210,46,676.5,678.25,0,505.05,405.17,8474.38,Books,South,4.8
PROD0045,270,2022-09-19,29,SUP0033,WH016,3.26,0.29,1,117,77,121.3,974.49,1,498.15,421.4,24924.83,Books,East,3.2
PROD0931,946,2023-04-04,24,SUP0029,WH047,6.19,0.13,0,68,33,360.99,240.28,0,977.56,94.37,29432.79,Home,East,1.7
PROD0800,138,2023-08-26,16,SUP0025,WH033,3.19,0.04,1,96,33,603.54,887.59,1,698.75,137.37,1473.41,Books,East,2.8
PROD0415,235,2023-01-08,21,SUP0170,WH019,14.59,0.02,1,174,46,324.03,164.02,0,516.33,109.37,35029.45,Clothing,North,3.1
PROD0111,12/05/2023,2022-06-23,14,SUP0159,WH020,12.12,0.04,0,141,30,264.17,429.11,0,341.58,351.68,19994.27,Clothing,North,2.7
PROD0119,884,2023-10-31,27,SUP0191,WH033,3.09,0.19,0,195,86,183.52,763.3,0,328.85,69.34,4330.02,Home,East,2.2
PROD0153,108,2022-12-14,18,SUP0013,WH033,4.89,0.21,0,158,80,103.35,891.85,0,767.59,94.04,45183.24,Clothing,East,2.8
PROD0721,889,2022-07-07,22,SUP0104,WH030,5.48,0.09,0,100,37,265.71,797.52,0,732.24,339.07,12821.3,Books,West,3.1
PROD0996,920,2022-03-24,15,SUP0032,WH004,7.69,0.08,1,276,83,607.69,600.09,1,273.56,242.86,25014.79,Clothing,West,4.1
PROD0970,480,2022-12-26,5,SUP0081,WH019,4.66,0.11,1,238,99,220.9,868.61,1,893.07,368.4,34067.7,Electronics,East,2.8
PROD0210,124,2022-01-10,22,SUP0156,WH018,11.27,0.18,1,158,95,530.1,137.36,0,689.93,306.38,40523.59,Clothing,East,2.7
PROD0209,319,2022-06-02,23,SUP0136,WH028,7.67,0.25,0,134,42,102.28,930.35,0,476.21,347.59,9804.21,Home,South,4.9
PROD0346,104,2023-07-25,13,SUP0199,WH044,13.21,0.28,0,192,72,281.55,774.07,0,977.2,361.05,11458.84,Electronics,West,1.5
PROD0256,397,2022-05-11,28,SUP0053,WH023,2.45,0.17,0,201,92,552.42,132.52,0,280.85,150.81,24986.78,Electronics,West,4.6
PROD0146,585,2023-07-18,8,SUP0115,WH002,14.86,0.14,1,143,97,770.25,747.55,0,343.55,495.58,33560.82,Clothing,East,4.4
PROD0554,179,2022-09-02,15,SUP0070,WH019,9.73,0.09,0,116,97,477.2,240.63,1,140.76,251.65,22349.14,Clothing,North,4.9
PROD0742,528,2023-05-11,6,SUP0096,WH033,1.97,0.23,0,112,74,640.61,408.49,1,496.23,431.3,39426.37,Clothing,North,2.4
PROD0181,254,2023-03-03,21,SUP0046,WH014,3.68,0.09,1,285,38,103.46,249.31,0,857.01,489.25,48490.0,Home,South,2.4
PROD0091,190,2022-05-03,22,SUP0024,WH005,10.08,0.12,0,286,38,947.2,460.33,0,144.35,387.23,22381.96,Clothing,North,2.1
PROD0341,207,2023-05-19,8,SUP0072,WH035,6.74,0.02,0,290,25,355.7,536.29,1,288.42,184.61,12029.66,Electronics,West,4.7
PROD0511,126,2023-01-09,29,SUP0057,WH034,2.64,0.17,0,210,73,900.96,830.53,1,276.69,199.74,8322.29,Home,South,2.7
PROD0753,509,2022-04-02,28,SUP0167,WH021,10.74,0.03,1,275,21,650.8,787.35,0,562.3,316.75,25974.42,Electronics,North,3.9
PROD0514,548,2022-05-04,8,SUP0005,WH049,12.35,0.02,1,184,98,476.95,379.49,0,300.58,154.02,27304.09,Electronics,North,3.0
PROD0621,802,2022-12-24,26,SUP0158,WH039,1.71,0.01,1,268,57,606.65,247.76,1,869.75,338.31,19060.89,Books,North,4.1
PROD0760,964,2023-08-31,20,SUP0003,WH009,10.74,0.11,1,111,88,202.04,353.04,0,321.29,321.07,40740.0,Books,West,4.6
PROD0407,606,2023-02-17,5,SUP0063,WH031,11.13,0.04,1,294,25,583.56,152.69,0,781.18,482.85,4859.42,Electronics,East,1.2
,880,2023-11-04,18,SUP0121,WH043,14.04,0.23,1,116,40,478.08,166.28,1,561.01,178.53,13388.86,Clothing,East,2.0
PROD0365,905,2023-09-21,8,SUP0031,WH006,13.64,0.25,1,130,89,137.85,657.5,0,270.59,92.28,47116.43,Clothing,North,4.2
PROD0833,699,2022-07-17,22,SUP0182,WH037,11.06,0.02,1,188,25,704.53,149.42,1,928.69,238.03,40878.86,Home,South,3.2
PROD0115,310,2022-10-27,3,SUP0018,WH034,12.68,0.09,0,89,82,611.23,654.34,1,592.24,309.34,18311.96,Electronics,South,3.6
PROD0967,700,2023-12-14,26,SUP0017,WH033,3.41,0.08,1,197,94,931.09,240.55,1,628.86,189.17,41771.64,Electronics,South,3.7
PROD0682,654,2022-05-01,26,SUP0164,WH034,11.32,0.17,0,299,57,892.12,258.78,1,644.55,283.34,36106.23,Electronics,West,2.1
PROD0046,54,2023-10-03,11,SUP0048,WH005,12.9,0.17,1,127,57,448.6,950.75,0,384.3,488.57,36725.01,Clothing,South,1.9
PROD0154,126,2022-06-08,20,SUP0096,WH044,14.54,0.28,0,142,65,111.6,732.63,1,954.3,222.42,25215.34,Home,South,1.1
PROD0874,12/05/2023,2022-08-01,5,SUP0001,WH029,1.35,0.16,0,132,88,423.84,235.19,1,214.17,126.09,16807.52,Clothing,South,3.8
PROD0278,229,2023-01-16,16,SUP0066,WH047,11.57,0.26,1,141,25,925.87,101.68,0,414.33,175.4,19442.41,Clothing,North,4.1
PROD0138,643,2023-12-19,11,SUP0192,WH038,9.45,0.26,0,117,36,254.42,489.48,1,799.76,73.08,5029.73,Books,East,2.5
PROD0171,100,2023-04-13,18,SUP0123,WH042,13.26,0.08,0,170,68,716.99,295.44,1,144.52,367.8,8290.4,Books,South,4.0
PROD0885,74,2023-05-02,6,SUP0023,WH039,4.0,0.25,1,176,35,227.57,888.18,0,829.62,177.82,27112.53,Electronics,North,3.5
PROD0109,321,2023-07-03,3,SUP0138,WH044,7.5,0.1,1,246,68,252.15,137.37,1,659.28,422.48,28019.96,Home,West,1.8
PROD0772,394,2022-08-21,6,SUP0187,WH038,12.3,0.07,1,156,32,854.07,176.94,1,716.97,248.07,33664.65,Clothing,North,3.7
PROD0388,730,2023-02-22,11,SUP0094,WH036,14.05,0.15,1,174,99,961.73,553.93,1,486.73,465.5,34775.45,Books,North,4.3
PROD0931,540,2023-07-11,13,SUP0032,WH022,7.71,0.09,0,286,48,233.86,349.25,0,102.41,50.01,24970.07,Clothing,West,4.9
PROD0295,939,2023-12-03,7,SUP0040,WH013,6.27,0.08,0,166,92,993.7,642.36,0,956.51,200.59,10564.18,Electronics,South,1.4
PROD0289,580,2023-11-05,2,SUP0111,WH024,1.99,0.28,0,240,85,826.44,319.76,1,679.79,436.41,47977.56,Books,North,1.2
PROD0661,7,2022-04-23,22,SUP0020,WH037,5.1,0.26,0,174,32,895.46,888.8,1,291.78,377.95,14542.11,Electronics,West,4.1
PROD0064,923,2022-07-02,4,SUP0098,WH043,13.16,0.08,0,206,51,649.94,778.84,1,470.56,380.01,40714.37,Clothing,South,1.7
PROD0472,92,2022-04-10,9,SUP0087,WH049,12.43,0.24,0,127,29,738.95,897.48,0,773.56,335.18,39298.58,Home,West,4.8
,845,2023-09-24,16,SUP0064,WH018,10.48,0.08,0,284,83,940.53,220.85,1,585.16,262.47,47198.24,Clothing,East,3.9
PROD0778,320,2023-07-26,6,SUP0086,WH047,11.78,0.02,0,141,29,355.17,514.27,0,883.19,374.83,5137.15,Electronics,East,4.9
PROD0373,209,2023-03-23,26,SUP0035,WH002,4.06,0.26,0,226,99,936.82,638.88,1,550.29,89.98,7376.21,Books,East,3.0
PROD0798,893,2023-02-25,8,SUP0062,WH048,9.08,0.14,0,92,85,956.28,678.12,0,392.95,364.12,20042.66,Clothing,South,1.7
PROD0320,617,2022-08-24,20,SUP0018,WH031,11.61,0.2,1,167,20,790.7,333.68,0,737.25,444.09,36216.73,Home,East,2.4
PROD0598,909,2022-09-11,12,SUP0159,WH003,3.14,0.26,0,235,35,746.47,352.72,1,599.9,126.24,31451.67,Clothing,South,4.0
PROD0233,12/05/2023,2022-06-22,19,SUP0099,WH004,5.86,0.21,1,213,51,607.15,864.17,1,639.21,345.84,17409.14,Books,West,2.8
PROD0199,633,2023-02-14,1,SUP0004,WH045,7.62,0.29,0,152,91,153.93,989.82,0,854.97,244.24,40392.85,Home,South,4.6
PROD0707,341,2023-04-15,27,SUP0052,WH040,9.93,0.2,0,111,49,423.1,501.73,0,401.85,313.98,25698.36,Books,East,3.1
PROD0818,874,2023-02-10,15,SUP0149,WH023,1.24,0.16,1,181,93,447.04,930.78,0,469.23,142.67,8664.91,Electronics,North,3.7
PROD0370,515,2023-02-07,20,SUP0043,WH026,4.65,0.13,0,235,38,279.6,709.17,1,513.62,50.43,36906.0,Electronics,North,3.7
PROD0668,525,2023-10-21,11,SUP0050,WH018,13.67,0.29,0,181,96,502.57,161.23,1,244.97,285.63,36735.12,Clothing,South,3.4
PROD0555,296,2022-11-20,21,SUP0105,WH004,5.39,0.2,1,259,73,799.48,695.85,0,493.72,58.68,11312.76,Electronics,South,2.7
PROD0279,822,2022-01-10,3,SUP0193,WH021,12.03,0.07,1,219,38,570.65,571.56,0,953.81,366.6,25558.24,Books,East,2.2
PROD0044,117,2022-01-10,2,SUP0157,WH026,5.48,0.28,1,276,39,815.86,698.13,1,911.27,73.35,17002.14,Books,West,2.9
PROD0928,871,2023-01-23,6,SUP0096,WH013,6.24,0.18,0,232,88,106.92,612.07,1,114.48,231.51,37581.16,Home,West,4.5
PROD0589,903,2022-01-18,7,SUP0057,WH032,7.69,0.13,1,282,48,639.23,973.79,0,633.12,189.45,3341.23,Home,East,3.8
