ReturnID,OrderID,ProductID,CustomerID,ReturnDate,OrderDate,ReturnReason,RefundAmount,ProductCategory,Region,IsDefective,QualityScore,ReturnWindowDays,RestockingFee,ReturnApproved,CustomerSatisfaction,SupportInteractionCount,ReturnProcessingTime,Courier,ReturnType
RET001275,ORD001275,PROD0205,CUST00232,2022-11-21,2022-04-20,Wrong Item,152.69,Books,West,1,3.0,25,27.26,1,4.6,3,6,FedEx,Partial
RET001276,ORD001276,PROD1000,CUST00197,2022-05-22,2023-12-07,Defective,948.75,Electronics,South,1,3.1,17,14.5,1,4.1,0,4,DHL,Full
RET001277,ORD001277,PROD0836,CUST00963,2022-06-22,2022-10-07,Late Delivery,110.05,Home,North,0,3.4,21,32.4,0,4.2,1,11,UPS,Partial
RET001278,ORD001278,PROD0597,CUST00632,2023-07-10,2023-05-03,Wrong Item,303.94,Electronics,West,1,3.4,24,2.68,1,3.7,1,13,FedEx,Full
RET001279,ORD001279,PROD0256,CUST02653,2023-09-09,2023-09-16,Wrong Item,187.05,Electronics,West,0,4.1,14,14.3,0,1.7,7,13,Local,Full
RET001280,ORD001280,PROD0305,CUST00270,2023-08-27,2022-11-29,Wrong Item,297.64,Books,West,0,3.8,22,9.55,0,4.2,1,1,DHL,Partial
RET001281,ORD001281,PROD0546,CUST02975,2023-03-06,2023-05-28,Changed Mind,410.77,Books,West,0,4.5,29,2.51,0,4.1,3,7,Local,Partial
RET001282,ORD001282,PROD0310,CUST01511,2022-02-05,2022-05-16,Wrong Item,442.72,Electronics,North,0,3.1,14,34.74,1,2.7,5,10,UPS,Full
RET001283,ORD001283,PROD0459,CUST00785,2022-07-31,2023-02-25,Defective,731.68,Books,North,0,2.7,22,9.01,1,3.2,4,12,UPS,Partial
RET001284,ORD001284,PROD0388,CUST02690,2022-12-23,2023-07-13,Changed Mind,848.0,Books,West,1,2.9,24,35.54,0,4.2,1,5,Local,Partial
RET001285,ORD001285,PROD0326,CUST01616,2022-03-22,2023-07-02,Defective,682.14,Electronics,West,0,3.9,16,13.12,1,4.5,6,3,FedEx,Partial
RET001286,ORD001286,PROD0902,CUST00950,2022-04-27,2023-07-18,Changed Mind,481.62,Books,North,0,2.1,21,28.27,1,1.1,0,14,FedEx,Partial
RET001287,ORD001287,PROD0719,CUST00042,2023-06-09,2023-11-16,Wrong Item,653.74,Electronics,West,0,3.9,18,1.92,0,4.0,5,8,Local,Partial
RET001288,ORD001288,PROD0277,CUST02587,2022-01-08,2022-09-24,Defective,959.48,Home,West,0,5.0,24,30.13,1,4.2,9,9,UPS,Partial
RET001289,ORD001289,PROD0586,CUST02104,2022-07-22,2023-02-22,Wrong Item,563.92,Books,North,0,2.0,28,2.09,1,1.5,4,13,UPS,Partial
RET001290,ORD001290,PROD0408,CUST00157,2023-01-24,2023-03-11,Late Delivery,376.79,Electronics,North,0,3.5,20,30.7,1,1.1,9,12,UPS,Full
RET001291,ORD001291,PROD0437,CUST02477,2023-03-01,2023-03-29,Defective,228.18,Books,West,1,1.1,14,11.79,0,3.4,0,5,FedEx,Partial
RET001292,ORD001292,PROD0319,CUST00015,2023-12-11,2023-08-20,Defective,826.35,Books,West,1,1.0,27,3.58,1,4.7,9,10,DHL,Full
RET001293,ORD001293,PROD0020,CUST00892,2023-03-02,2023-04-13,Late Delivery,607.76,Home,East,0,4.3,16,19.89,1,2.0,5,9,UPS,Full
,ORD001294,PROD0972,CUST01509,2022-05-20,2022-10-04,Defective,344.42,Electronics,South,1,4.4,27,23.48,1,4.0,1,13,FedEx,Full
RET001295,ORD001295,PROD0820,CUST02482,2023-05-06,2022-03-02,Late Delivery,105.44,Books,West,1,2.4,11,11.64,0,1.0,2,13,Local,Partial
RET001296,ORD001296,PROD0198,CUST02780,2023-10-20,2022-02-05,Defective,204.0,Electronics,South,0,1.2,16,38.28,1,1.8,7,6,Local,Full
RET001297,ORD001297,PROD0123,CUST02719,2022-01-23,2023-02-04,Defective,729.82,Home,East,0,4.6,21,4.9,1,3.0,9,9,DHL,Partial
RET001298,ORD001298,PROD0742,CUST02159,2023-11-11,2022-08-13,Late Delivery,843.44,Clothing,East,0,3.8,28,15.01,0,2.3,6,9,FedEx,Partial
RET001299,ORD001299,PROD0722,CUST00266,2022-01-12,2022-04-11,Changed Mind,482.15,Home,East,1,1.8,12,22.7,0,3.2,2,2,Local,Partial
RET001300,ORD001300,PROD0231,CUST01954,2022-04-02,2023-04-11,Changed Mind,139.05,Home,East,0,4.4,9,9.56,1,4.3,8,10,DHL,Partial
RET001301,ORD001301,PROD0612,CUST00560,2022-02-02,2022-02-19,Late Delivery,649.32,Books,West,1,1.4,7,29.04,1,2.6,9,11,UPS,Partial
RET001302,12/05/2023,PROD0191,CUST02854,2022-04-13,2022-07-30,Wrong Item,675.07,Books,North,0,4.7,16,41.04,1,1.4,2,8,FedEx,Partial
RET001303,ORD001303,PROD0554,CUST02365,2022-06-20,2022-03-05,Changed Mind,783.45,Books,West,0,2.4,18,17.02,1,3.5,4,1,Local,Full
RET001304,ORD001304,PROD0625,CUST02896,2023-05-09,2023-07-14,Late Delivery,23.34,Books,East,0,4.1,19,20.34,1,4.7,8,6,UPS,Partial
RET001305,ORD001305,PROD0512,CUST02778,2022-04-12,2022-03-31,Wrong Item,708.42,Home,North,1,1.5,8,29.52,0,1.9,8,7,DHL,Full
RET001306,ORD001306,PROD0661,CUST01389,2022-12-31,2022-04-01,Late Delivery,212.54,Books,South,0,1.7,22,38.49,0,3.7,8,5,DHL,Full
RET001307,ORD001307,PROD0267,CUST02878,2023-02-07,2022-05-26,Wrong Item,246.75,Home,North,1,2.2,21,2.23,1,2.6,9,8,Local,Full
RET001308,ORD001308,PROD0427,CUST00675,2022-05-30,2023-01-20,Changed Mind,566.16,Books,West,0,3.0,28,19.98,1,3.2,2,4,DHL,Partial
RET001309,ORD001309,PROD0423,CUST02620,2022-05-26,2023-03-18,Defective,738.24,Electronics,South,0,2.8,10,35.84,1,4.1,4,3,Local,Full
RET001310,ORD001310,PROD0792,CUST01643,2022-02-17,2022-05-08,Late Delivery,640.31,Books,West,0,3.6,10,36.78,0,4.4,5,5,UPS,Full
RET001311,ORD001311,PROD0197,CUST02874,2023-03-15,2022-03-13,Wrong Item,898.1,Clothing,North,0,4.9,26,12.06,1,3.9,8,7,DHL,Full
RET001312,12/05/2023,PROD0608,CUST02144,2023-04-13,2022-07-23,Wrong Item,484.65,Electronics,West,0,4.1,10,34.31,0,1.4,6,13,Local,Full
RET001313,ORD001313,PROD0537,CUST01853,2022-10-30,2023-06-15,Late Delivery,878.56,Home,East,1,3.5,22,3.59,0,1.3,0,4,FedEx,Full
RET001314,ORD001314,PROD0285,CUST00522,2023-08-08,2022-10-18,Wrong Item,202.35,Home,West,1,4.4,16,48.54,1,3.7,6,12,Local,Full
RET001315,ORD001315,PROD0601,CUST00101,2023-01-26,2023-12-27,Defective,182.98,Home,South,1,3.4,10,6.2,1,4.3,4,2,UPS,Partial
RET001316,ORD001316,PROD0634,CUST01374,2023-02-27,2022-12-05,Changed Mind,616.75,Home,South,1,1.7,12,28.38,0,4.9,9,14,FedEx,Full
RET001317,ORD001317,PROD0991,CUST02608,2022-01-01,2023-02-13,Defective,143.95,Home,South,1,4.4,23,17.4,0,1.5,2,14,DHL,Partial
RET001318,ORD001318,PROD0071,CUST00317,2023-02-18,2023-02-25,Defective,616.93,Electronics,East,1,4.6,24,46.31,0,2.4,4,14,UPS,Partial
RET001319,ORD001319,PROD0181,CUST02793,2022-08-31,2022-02-24,Changed Mind,963.61,Home,North,1,2.6,19,32.66,1,4.8,0,12,UPS,Partial
RET001320,ORD001320,PROD0802,CUST02200,2022-02-03,2022-07-19,Late Delivery,652.68,Books,North,0,1.1,23,33.85,0,1.6,3,3,Local,Partial
RET001321,ORD001321,PROD0288,CUST00952,2023-09-11,2022-05-12,Changed Mind,661.35,Electronics,West,1,2.4,18,7.5,1,3.1,1,11,UPS,Partial
RET001322,ORD001322,PROD0049,CUST00095,2023-01-07,2022-12-08,Wrong Item,472.24,Books,East,1,2.6,15,7.06,1,4.1,6,2,Local,Partial
RET001323,ORD001323,PROD0062,CUST00119,2023-02-19,2022-08-16,Wrong Item,948.99,Electronics,North,1,2.5,9,5.51,1,3.9,8,6,UPS,Full
RET001324,ORD001324,PROD0320,CUST01473,2022-03-22,2023-03-01,Changed Mind,644.49,Electronics,North,1,4.3,7,23.84,0,4.6,3,7,DHL,Partial
RET001325,ORD001325,PROD0233,CUST01926,2023-07-21,2023-04-24,Late Delivery,551.63,Home,South,0,2.9,29,33.63,0,4.1,2,10,UPS,Full
RET001326,ORD001326,PROD0220,CUST01463,2022-10-31,2023-02-15,Wrong Item,602.08,Books,West,0,1.7,11,17.54,0,3.5,7,7,UPS,Full
RET001327,ORD001327,PROD0819,CUST02920,2022-09-19,2023-12-04,Wrong Item,424.76,Clothing,West,1,1.1,16,22.92,1,4.3,0,12,UPS,Partial
RET001328,ORD001328,PROD0761,CUST01811,2023-01-06,2023-03-14,Changed Mind,674.53,Books,South,0,3.3,18,2.85,1,4.5,7,9,DHL,Full
RET001329,ORD001329,PROD0831,CUST02364,2023-11-02,2022-10-14,Late Delivery,387.47,Home,South,0,2.3,9,49.38,1,4.5,1,13,DHL,Full
RET001330,ORD001330,PROD0996,CUST02480,2023-11-09,2023-04-08,Late Delivery,440.16,Books,North,1,3.3,10,11.17,0,4.6,0,2,UPS,Full
RET001331,ORD001331,PROD0452,CUST02505,2022-12-16,2022-12-02,Late Delivery,955.04,Home,North,0,1.6,13,32.27,1,1.2,0,9,Local,Full
RET001332,ORD001332,PROD0272,CUST01724,2023-10-23,2023-11-04,Changed Mind,303.05,Electronics,North,1,3.8,21,12.78,0,2.4,9,1,UPS,Partial
RET001333,ORD001333,PROD0843,CUST02579,2023-12-28,2022-02-03,Changed Mind,590.86,Home,South,1,1.2,7,16.11,1,2.1,7,11,UPS,Partial
RET001334,ORD001334,PROD0636,CUST02398,2022-12-10,2022-12-19,Late Delivery,907.83,Home,West,1,4.9,12,26.75,1,4.2,9,3,Local,Full
RET001335,ORD001335,PROD0744,CUST00147,2023-11-07,2023-09-21,Changed Mind,936.82,Clothing,North,0,3.3,21,0.87,0,4.6,2,13,DHL,Full
RET001336,ORD001336,PROD0411,CUST01359,2022-12-04,2022-07-24,Late Delivery,24.6,Electronics,South,0,3.6,10,10.15,0,3.8,1,4,Local,Partial
RET001337,ORD001337,PROD0475,CUST02590,2023-07-21,2023-06-22,Changed Mind,330.45,Electronics,North,0,3.4,21,13.86,0,3.6,1,11,FedEx,Full
RET001338,ORD001338,PROD0257,CUST00273,2023-09-21,2022-05-04,Changed Mind,366.24,Clothing,East,1,1.2,8,13.9,1,3.2,1,8,UPS,Full
RET001339,ORD001339,PROD0689,CUST00318,2023-03-01,2023-11-03,Defective,786.59,Electronics,East,1,3.1,15,41.5,1,2.9,8,10,DHL,Partial
RET001340,ORD001340,PROD0206,CUST00270,2022-11-20,2023-09-24,Late Delivery,854.09,Books,East,0,1.1,14,15.94,1,3.9,4,2,DHL,Full
RET001341,ORD001341,PROD0631,CUST02715,2022-07-25,2022-05-26,Wrong Item,40.93,Clothing,West,1,1.3,27,4.03,1,2.3,8,5,UPS,Partial
RET001342,ORD001342,PROD0122,CUST01942,2023-03-10,2023-04-06,Defective,255.31,Clothing,East,1,4.6,17,40.09,0,3.2,0,9,FedEx,Partial
RET001343,ORD001343,PROD0827,CUST01762,2022-01-01,2022-11-06,Late Delivery,455.74,Electronics,South,1,4.4,28,47.06,1,2.6,5,14,UPS,Partial
RET001344,ORD001344,PROD0641,CUST02390,2023-12-03,2023-06-17,Changed Mind,858.15,Home,North,0,4.0,22,22.18,0,4.0,2,8,Local,Full
RET001345,ORD001345,PROD0993,CUST00033,2023-02-20,2023-09-14,Changed Mind,462.64,Home,West,1,4.3,10,47.9,1,3.3,2,2,UPS,Full
RET001346,ORD001346,PROD0547,CUST02736,2023-09-16,2022-07-10,Changed Mind,293.52,Home,East,0,1.5,21,39.24,1,4.1,0,9,UPS,Full
RET001347,ORD001347,PROD0354,CUST00159,2023-12-12,2023-10-08,Defective,241.4,Clothing,West,0,1.7,18,2.38,0,3.8,8,11,FedEx,Partial
RET001348,ORD001348,PROD0258,CUST02129,2023-12-14,2023-01-05,Defective,883.69,Electronics,East,0,1.6,21,39.44,1,1.9,4,11,Local,Full
RET001349,ORD001349,PROD0185,CUST02279,2022-10-27,2023-11-10,Changed Mind,92.38,Clothing,East,0,1.5,20,27.86,0,3.3,5,12,Local,Full
RET001350,ORD001350,PROD0967,CUST00530,2022-09-01,2022-03-01,Defective,468.41,Clothing,West,1,2.1,25,36.02,1,4.0,9,10,DHL,Full
RET001351,ORD001351,PROD0523,CUST02718,2022-03-21,2023-11-20,Wrong Item,748.63,Home,East,1,2.1,20,45.5,1,4.8,2,3,DHL,Full
RET001352,ORD001352,PROD0930,CUST00163,2022-07-01,2023-05-25,Wrong Item,241.41,Home,South,0,3.1,20,26.87,0,1.6,4,1,UPS,Partial
RET001353,ORD001353,PROD0545,CUST01221,2022-05-02,2022-08-30,Late Delivery,825.98,Home,West,1,4.7,29,26.08,1,1.2,1,14,Local,Partial
RET001354,ORD001354,PROD0191,CUST00928,2023-11-23,2023-09-29,Changed Mind,618.56,Clothing,South,0,3.4,11,23.41,1,1.8,2,10,UPS,Full
RET001355,ORD001355,PROD0477,CUST02862,2022-05-06,2022-11-06,Changed Mind,127.56,Clothing,West,1,1.5,11,5.51,1,4.5,5,4,UPS,Partial
RET001356,ORD001356,PROD0895,CUST02528,2022-05-17,2022-04-23,Defective,325.21,Books,North,1,2.9,29,13.99,1,3.2,5,9,FedEx,Partial
RET001357,ORD001357,PROD0186,CUST02747,2022-07-02,2023-08-20,Late Delivery,756.95,Home,South,1,5.0,8,8.14,0,3.8,1,10,FedEx,Partial
RET001358,ORD001358,PROD0625,CUST00769,2022-02-08,2022-05-01,Changed Mind,234.68,Books,West,0,2.7,15,8.91,1,1.8,0,1,Local,Partial
RET001359,ORD001359,PROD0943,CUST01356,2023-11-26,2022-10-30,Late Delivery,427.85,Clothing,West,1,2.6,7,49.25,1,1.1,5,1,DHL,Full
RET001360,ORD001360,PROD0526,CUST02347,2023-09-02,2023-09-04,Wrong Item,828.03,Electronics,South,0,1.5,19,4.96,0,1.2,6,2,FedEx,Partial
RET001361,ORD001361,PROD0625,CUST02655,2023-08-04,2023-05-10,Wrong Item,233.01,Electronics,South,1,1.1,14,22.07,1,3.9,5,6,UPS,Full
RET001362,ORD001362,PROD0659,CUST01780,2023-10-17,2022-08-14,Defective,360.03,Home,East,1,3.7,13,29.28,0,4.6,3,3,Local,Full
RET001363,ORD001363,PROD0150,CUST02230,2023-10-09,2023-02-12,Wrong Item,642.49,Clothing,North,1,4.1,29,19.96,1,2.8,8,9,DHL,Partial
RET001364,ORD001364,PROD0501,CUST02970,2023-08-26,2023-04-28,Defective,906.37,Books,South,1,2.8,11,40.71,1,1.1,2,1,UPS,Full
RET001365,ORD001365,PROD0507,CUST02233,2023-04-10,2023-08-13,Wrong Item,559.41,Books,West,0,1.3,14,21.25,0,3.6,2,3,FedEx,Full
RET001366,ORD001366,PROD0191,CUST01666,2022-03-21,2022-03-07,Defective,120.44,Electronics,West,0,2.6,23,49.33,1,1.8,7,10,Local,Full
RET001367,ORD001367,PROD0284,CUST02537,2023-12-30,2022-07-04,Changed Mind,920.72,Electronics,East,0,3.1,24,27.2,0,3.4,6,7,DHL,Partial
RET001368,ORD001368,PROD0417,CUST01854,2022-10-17,2022-05-02,Changed Mind,357.62,Home,North,0,2.0,7,0.57,1,1.7,3,1,UPS,Full
RET001369,ORD001369,PROD0425,CUST02358,2022-05-15,2023-09-23,Late Delivery,919.18,Clothing,West,1,5.0,9,15.77,0,1.7,2,7,UPS,Full
RET001370,ORD001370,PROD0409,CUST02431,2023-08-22,2022-04-13,Wrong Item,563.22,Books,East,1,4.3,20,28.43,1,2.6,6,14,UPS,Partial
RET001371,ORD001371,PROD0297,CUST02180,2023-08-04,2022-11-26,Defective,502.7,Books,East,1,1.3,19,20.48,1,2.2,6,6,UPS,Full
RET001372,ORD001372,PROD0546,CUST01658,2022-09-15,2023-01-29,Defective,925.72,Books,West,0,3.1,8,35.48,0,2.4,6,11,UPS,Full
RET001373,ORD001373,PROD0269,CUST00679,2023-01-10,2022-02-27,Wrong Item,896.75,Clothing,East,0,2.9,21,11.28,1,3.8,7,1,UPS,Full
RET001374,ORD001374,PROD0138,CUST01635,2022-08-08,2023-01-28,Changed Mind,542.23,Clothing,North,1,4.1,17,32.66,1,2.7,8,12,FedEx,Partial
RET001375,ORD001375,PROD0482,CUST02110,2022-02-05,2023-10-19,Wrong Item,35.79,Clothing,North,0,1.3,17,24.68,1,3.2,5,11,DHL,Full
RET001376,ORD001376,PROD0060,CUST01978,2022-08-18,2022-10-15,Wrong Item,308.34,Home,West,1,1.7,28,49.41,1,2.8,4,10,DHL,Full
RET001377,ORD001377,PROD0386,CUST01305,2023-09-21,2023-03-28,Defective,945.01,Home,East,1,4.0,16,26.61,1,3.2,8,3,FedEx,Full
RET001378,ORD001378,PROD0018,CUST02137,2023-09-27,2022-12-25,Wrong Item,510.61,Books,West,0,4.6,22,34.05,0,2.4,1,8,DHL,Full
RET001379,ORD001379,PROD0775,CUST00046,2022-03-18,2023-11-26,Wrong Item,285.56,Clothing,South,1,2.8,9,40.82,1,2.9,5,10,FedEx,Partial
RET001380,ORD001380,PROD0194,CUST02275,2022-03-20,2023-02-23,Defective,850.79,Electronics,East,1,4.2,9,48.92,0,1.1,1,7,DHL,Full
RET001381,ORD001381,PROD0909,CUST00804,2023-11-23,2023-03-22,Defective,763.41,Electronics,East,1,3.2,20,24.9,0,1.2,1,8,UPS,Full
RET001382,ORD001382,PROD0978,CUST02456,2023-10-21,2022-07-14,Late Delivery,942.23,Clothing,North,1,4.6,21,9.5,1,2.0,4,11,Local,Full
RET001383,ORD001383,PROD0630,CUST02187,2023-10-23,2023-09-01,Defective,829.81,Electronics,North,1,2.8,21,34.87,0,3.2,0,11,Local,Full
RET001384,ORD001384,PROD0249,CUST02591,2022-07-10,2022-01-05,Defective,22.82,Home,West,1,2.5,28,18.91,1,2.5,6,10,Local,Full
RET001385,ORD001385,PROD0072,CUST02223,2023-08-07,2023-05-27,Wrong Item,910.82,Electronics,South,1,3.6,9,36.2,0,2.3,4,4,DHL,Full
RET001386,ORD001386,PROD0783,CUST01798,2023-10-20,2022-09-05,Changed Mind,901.14,Electronics,East,0,4.9,28,19.91,0,1.5,6,4,Local,Full
RET001387,ORD001387,PROD0014,CUST00779,2023-03-22,2022-09-15,Defective,290.98,Books,South,0,1.5,9,42.99,1,1.5,9,14,DHL,Partial
RET001388,ORD001388,PROD0203,CUST01675,2023-11-17,2022-09-17,Wrong Item,206.1,Books,West,1,1.6,25,33.73,0,3.3,3,14,UPS,Full
RET001389,ORD001389,PROD0813,CUST00316,2022-11-02,2023-12-20,Changed Mind,67.74,Clothing,North,1,3.1,20,19.45,1,3.5,0,10,Local,Partial
RET001390,ORD001390,PROD0568,CUST02502,2023-04-21,2023-10-12,Wrong Item,610.9,Home,East,1,4.5,14,15.13,0,2.6,8,14,DHL,Full
RET001391,ORD001391,PROD0951,CUST01545,2023-06-01,2023-02-04,Changed Mind,345.74,Clothing,West,0,1.7,27,14.49,0,1.7,4,12,UPS,Full
RET001392,ORD001392,PROD0391,CUST00157,2022-11-13,2023-10-02,Defective,776.81,Electronics,South,0,1.1,14,29.7,0,1.3,8,3,Local,Full
RET001393,ORD001393,PROD0624,CUST01362,2022-12-19,2022-06-13,Late Delivery,730.4,Clothing,North,1,5.0,13,19.77,1,3.8,3,7,Local,Partial
RET001394,ORD001394,PROD0946,CUST01902,2023-05-13,2023-12-11,Late Delivery,335.42,Books,South,1,1.6,17,42.29,1,2.9,7,4,FedEx,Full
RET001395,ORD001395,PROD0656,CUST02490,2022-04-11,2022-08-03,Changed Mind,303.81,Home,South,1,3.6,8,5.39,1,1.1,1,8,DHL,Full
RET001396,ORD001396,PROD0103,CUST00080,2023-11-16,2023-06-15,Late Delivery,876.15,Electronics,West,1,1.9,12,3.54,1,3.7,9,13,FedEx,Partial
RET001397,ORD001397,PROD0097,CUST00473,2022-06-09,2022-11-06,Changed Mind,831.69,Electronics,South,0,4.0,14,13.99,0,2.3,0,13,FedEx,Partial
RET001398,ORD001398,PROD0217,CUST02811,2022-01-22,2023-09-10,Wrong Item,875.46,Books,North,0,3.4,13,13.24,1,3.4,2,12,DHL,Full
RET001399,ORD001399,PROD0886,CUST01568,2022-08-29,2023-12-27,Late Delivery,793.1,Electronics,South,1,1.9,7,1.96,0,2.9,9,8,DHL,Partial
RET001400,ORD001400,PROD0582,CUST00369,2022-08-04,2023-04-30,Defective,446.47,Clothing,East,0,2.3,12,2.42,0,1.7,1,11,FedEx,Full
RET001401,12/05/2023,PROD0306,CUST00638,2023-06-07,2022-06-02,Wrong Item,709.67,Home,East,0,1.6,10,8.84,0,3.9,4,4,DHL,Partial
RET001402,ORD001402,PROD0516,CUST02562,2022-07-23,2023-07-25,Changed Mind,482.64,Books,South,0,1.2,22,30.9,0,4.5,8,11,Local,Partial
RET001403,ORD001403,PROD0698,CUST00514,2022-03-27,2023-11-13,Late Delivery,343.4,Electronics,North,0,4.6,12,28.61,1,4.9,5,4,FedEx,Partial
RET001404,ORD001404,PROD0881,CUST02087,2023-11-22,2023-11-29,Defective,394.57,Clothing,West,1,2.5,20,12.01,0,3.9,9,1,FedEx,Full
RET001405,ORD001405,PROD0322,CUST01316,2022-12-22,2022-08-27,Late Delivery,956.52,Electronics,South,0,1.9,26,36.09,0,3.4,1,4,Local,Partial
RET001406,ORD001406,PROD0676,CUST01422,2022-04-03,2024-01-01,Defective,867.94,Home,South,1,4.5,26,22.59,0,3.0,3,4,DHL,Partial
RET001407,ORD001407,PROD0375,CUST01140,2023-02-25,2023-09-15,Changed Mind,691.71,Clothing,North,0,4.0,11,1.71,0,3.8,4,2,FedEx,Partial
RET001408,ORD001408,PROD0785,CUST01543,2022-05-08,2023-11-11,Changed Mind,13.94,Home,South,1,4.5,14,14.48,1,3.8,7,3,FedEx,Full
RET001409,ORD001409,PROD0435,CUST02811,2022-09-18,2022-02-26,Defective,53.68,Clothing,West,0,3.9,21,27.8,1,2.4,3,3,Local,Full
RET001410,ORD001410,PROD0751,CUST00460,2023-01-06,2022-01-28,Wrong Item,916.92,Electronics,West,0,2.8,11,2.75,1,2.8,1,7,UPS,Full
RET001411,ORD001411,PROD0788,CUST01092,2022-02-19,2023-11-12,Changed Mind,78.23,Electronics,West,1,1.9,29,6.49,1,4.1,2,10,FedEx,Full
,ORD001412,PROD0215,CUST00041,2023-09-23,2022-02-19,Late Delivery,419.6,Electronics,South,0,3.5,9,38.56,0,2.5,2,8,Local,Partial
RET001413,ORD001413,PROD0929,CUST01259,2023-02-09,2022-07-31,Wrong Item,258.18,Electronics,West,1,4.9,29,45.95,0,1.0,9,10,DHL,Full
RET001414,ORD001414,PROD0188,CUST01555,2023-02-12,2022-12-20,Defective,784.49,Electronics,North,1,4.3,26,15.25,0,1.6,8,9,Local,Partial
RET001415,ORD001415,PROD0460,CUST01116,2022-08-22,2022-04-17,Changed Mind,128.1,Clothing,North,0,4.3,7,33.04,0,4.5,7,5,FedEx,Partial
RET001416,ORD001416,PROD0777,CUST00574,2023-11-05,2022-11-20,Changed Mind,961.19,Books,West,0,3.8,7,40.85,0,4.0,5,10,DHL,Full
RET001417,ORD001417,PROD0823,CUST01120,2023-06-24,2023-06-17,Wrong Item,889.25,Home,North,0,4.3,13,24.76,0,2.4,7,8,UPS,Full
RET001418,ORD001418,PROD0773,CUST00946,2022-10-23,2023-09-10,Late Delivery,872.8,Books,North,1,1.0,22,22.65,1,4.4,9,2,UPS,Partial
RET001419,ORD001419,PROD0743,CUST01394,2022-04-27,2022-05-05,Defective,60.83,Home,South,0,2.6,27,17.8,0,4.5,8,11,DHL,Partial
RET001420,ORD001420,PROD0277,CUST01499,2023-07-23,2022-11-01,Late Delivery,51.83,Electronics,South,1,2.5,27,42.21,0,1.7,0,2,FedEx,Full
RET001421,ORD001421,PROD0672,CUST00022,2023-11-05,2023-03-28,Defective,113.21,Clothing,East,1,1.1,20,20.36,0,2.3,2,7,DHL,Full
RET001422,ORD001422,PROD0726,CUST00713,2023-06-20,2022-04-16,Changed Mind,291.74,Clothing,East,0,1.9,26,6.26,1,1.4,7,13,Local,Partial
RET001423,ORD001423,PROD0331,CUST01054,2022-08-02,2023-09-12,Defective,466.62,Books,West,1,4.5,24,30.14,1,2.3,9,6,Local,Partial
RET001424,ORD001424,PROD0137,CUST00240,2022-04-05,2023-02-28,Wrong Item,138.95,Home,West,1,4.3,20,34.03,1,2.4,2,5,FedEx,Full
RET001425,ORD001425,PROD0272,CUST02266,2022-11-24,2023-10-17,Changed Mind,853.58,Clothing,South,0,2.2,13,13.92,0,4.2,2,2,FedEx,Partial
RET001426,ORD001426,PROD0014,CUST00474,2023-11-14,2023-06-20,Changed Mind,742.05,Books,East,0,3.5,13,5.39,0,1.7,7,4,Local,Full
RET001427,ORD001427,PROD0165,CUST01782,2023-07-15,2022-10-26,Wrong Item,185.81,Home,East,0,4.9,12,43.75,1,2.0,4,14,UPS,Full
RET001428,ORD001428,PROD0014,CUST00427,2022-02-22,2023-09-28,Late Delivery,420.3,Electronics,West,1,4.0,17,15.9,0,1.4,6,6,FedEx,Full
RET001429,ORD001429,PROD0701,CUST01122,2023-11-21,2023-11-17,Late Delivery,238.08,Home,South,0,1.4,23,21.68,1,4.6,2,9,FedEx,Partial
RET001430,ORD001430,PROD0003,CUST01267,2023-12-27,2023-11-23,Changed Mind,206.04,Clothing,North,0,3.6,18,36.57,0,2.9,5,10,FedEx,Full
RET001431,ORD001431,PROD0054,CUST01292,2023-06-26,2022-05-16,Changed Mind,725.07,Clothing,East,1,1.6,15,49.25,1,4.9,6,8,DHL,Full
RET001432,ORD001432,PROD0978,CUST02386,2023-12-31,2022-01-17,Changed Mind,603.84,Electronics,North,0,4.4,28,2.54,1,2.6,9,3,DHL,Full
RET001433,ORD001433,PROD0450,CUST01886,2023-01-15,2022-06-09,Changed Mind,473.29,Books,East,1,2.3,11,34.77,0,2.3,9,6,DHL,Partial
RET001434,ORD001434,PROD0367,CUST01794,2023-05-20,2023-04-01,Defective,411.32,Clothing,South,0,4.8,8,41.25,1,3.1,2,14,FedEx,Full
RET001435,ORD001435,PROD0779,CUST01197,2023-12-06,2022-05-03,Wrong Item,859.17,Clothing,South,0,4.1,28,8.52,1,4.6,3,4,Local,Full
RET001436,ORD001436,PROD0754,CUST01803,2023-02-24,2022-12-06,Late Delivery,712.95,Books,West,1,3.2,18,6.04,0,3.9,4,13,FedEx,Partial
RET001437,ORD001437,PROD0710,CUST01763,2022-07-26,2023-05-23,Late Delivery,324.03,Electronics,South,1,1.7,22,26.5,1,3.7,0,7,UPS,Partial
RET001438,ORD001438,PROD0310,CUST02941,2023-04-16,2022-11-13,Wrong Item,842.06,Electronics,North,1,4.1,10,7.27,1,4.7,9,14,Local,Partial
RET001439,ORD001439,PROD0048,CUST01146,2022-04-14,2022-05-25,Wrong Item,503.14,Books,North,0,2.6,25,26.38,0,4.9,2,13,Local,Full
RET001440,ORD001440,PROD0851,CUST00400,2022-04-27,2022-07-23,Late Delivery,96.71,Electronics,West,1,1.3,15,3.72,0,2.5,7,2,Local,Partial
RET001441,ORD001441,PROD0264,CUST00320,2022-10-03,2022-07-03,Late Delivery,760.69,Clothing,East,0,3.7,12,26.53,0,4.3,3,5,Local,Full
