CampaignID,StartDate,EndDate,Channel,AdSpend,Clicks,Conversions,RevenueGenerated,CostPerClick,ConversionRate,Impressions,BounceRate,EngagementScore,TargetAudience,Region,CampaignType,Budget,CTR,CPC,CPA
CMP0311,2022-10-20,2022-12-04,Search,1419.84,6708,4212,11725.94,3.32,0.18,81886,0.35,8.19,Seniors,North,Conversion,42035.5,0.17,2.31,28.18
CMP0006,2023-12-15,2023-04-14,Social Media,4524.68,6937,1217,9344.79,4.0,0.38,68680,0.47,4.4,Teens,East,Conversion,13321.21,0.05,2.76,37.33
CMP0476,2022-11-05,2023-11-23,Search,6026.9,579,3580,19893.23,1.73,0.47,83502,0.73,5.21,Adults,North,Retention,48292.95,0.11,2.03,19.38
CMP0465,2023-04-02,2022-09-14,Email,7267.93,3830,2475,10943.72,1.2,0.05,6091,0.24,1.29,Adults,West,Awareness,44958.3,0.02,2.53,40.1
CMP0197,2022-03-03,2023-12-03,Social Media,8278.26,6459,4154,6915.19,2.93,0.34,45522,0.19,1.3,Teens,East,Conversion,35266.68,0.04,2.27,37.88
CMP0351,2022-01-22,2023-04-10,Email,2633.69,7242,4358,12901.18,4.95,0.47,79220,0.8,3.36,Adults,North,Retention,46046.34,0.09,0.63,48.04
CMP0133,2023-08-20,2023-12-07,Email,2488.08,1450,3936,1352.49,3.58,0.06,52212,0.75,7.3,Adults,West,Retention,31449.36,0.02,2.95,13.49
CMP0358,2022-11-21,2023-01-21,Affiliate,5696.47,8991,3150,2660.34,3.44,0.1,24671,0.23,7.79,Teens,South,Retention,1704.9,0.03,0.26,15.87
CMP0259,2023-08-29,2023-01-22,Search,5703.55,2747,3523,13441.43,2.31,0.34,14617,0.55,9.94,Teens,West,Awareness,13317.51,0.05,0.89,49.74
CMP0437,2022-06-16,2023-09-11,Social Media,2257.68,5466,4020,2905.14,4.41,0.32,42286,0.53,8.05,Seniors,North,Awareness,5380.11,0.15,2.31,33.62
CMP0023,2022-06-18,2023-03-30,Email,5916.01,5208,2887,15230.52,3.52,0.16,73085,0.72,6.81,Adults,South,Retention,4218.43,0.03,0.49,11.07
CMP0485,2023-10-14,2023-09-27,Search,3524.2,1821,1410,1707.21,3.41,0.47,54159,0.36,7.31,Seniors,East,Retention,24060.76,0.16,1.75,38.12
CMP0053,2022-02-25,2023-07-30,Affiliate,6429.22,3259,1578,12080.85,1.53,0.2,27547,0.15,4.61,Teens,East,Conversion,48873.48,0.12,1.93,12.56
,2023-01-15,2022-10-27,Search,2981.34,433,750,13730.4,4.79,0.18,54151,0.25,9.68,Seniors,East,Awareness,20300.0,0.2,2.09,27.79
CMP0202,2022-08-12,2022-11-05,Search,5963.69,8955,709,15702.09,1.33,0.42,36298,0.27,6.56,Adults,North,Conversion,48404.76,0.02,0.57,47.82
CMP0458,2023-07-19,2022-02-09,Affiliate,7706.27,9070,712,17771.13,2.67,0.29,95722,0.47,1.17,Adults,South,Awareness,44656.11,0.16,0.7,28.14
CMP0083,2023-12-05,2022-06-13,Affiliate,9803.57,1323,4398,6588.61,1.76,0.23,76796,0.5,4.13,Seniors,West,Retention,9616.98,0.1,0.46,32.03
,2023-07-22,2023-04-28,Affiliate,9119.57,3554,965,14523.71,0.99,0.28,68832,0.26,2.27,Adults,East,Conversion,44291.72,0.02,0.6,24.27
CMP0085,2022-09-03,2023-05-17,Email,5085.03,5977,883,2074.23,0.81,0.36,78388,0.36,3.12,Teens,South,Retention,13617.02,0.17,2.52,41.45
CMP0078,2022-04-10,2023-05-22,Search,4934.66,6459,2418,16681.0,1.54,0.05,23880,0.73,6.09,Adults,East,Conversion,3572.77,0.11,0.43,13.65
CMP0457,2022-04-20,2022-03-29,Affiliate,4433.23,9232,4607,17859.47,3.48,0.17,12171,0.13,4.96,Teens,North,Awareness,6883.19,0.09,1.26,28.21
CMP0366,2023-03-27,2023-08-20,Search,374.73,2733,3388,15098.83,4.88,0.43,3313,0.69,5.06,Seniors,West,Retention,26305.72,0.13,0.14,20.83
CMP0001,2022-02-25,2022-09-12,Search,1742.95,6915,1830,5985.92,4.28,0.37,27339,0.88,4.88,Adults,North,Awareness,31564.04,0.08,2.31,43.39
CMP0051,2023-02-07,2023-11-18,Email,685.97,5474,4754,1715.7,1.17,0.05,71033,0.71,2.8,Adults,West,Conversion,2225.13,0.1,2.88,25.54
CMP0173,2023-08-28,2022-10-02,Search,6993.92,1116,4191,8721.31,0.48,0.24,43718,0.85,1.96,Seniors,North,Awareness,35473.82,0.07,0.97,15.26
CMP0205,2023-11-13,2022-05-10,Email,4191.02,4633,4401,5777.39,3.46,0.16,93908,0.31,4.9,Seniors,North,Awareness,4617.37,0.06,0.98,45.18
CMP0260,2022-08-28,2022-08-29,Affiliate,731.32,105,3252,10838.73,0.25,0.4,22760,0.51,3.42,Teens,North,Awareness,32859.14,0.1,1.76,29.44
CMP0446,2022-10-10,2022-09-05,Affiliate,6936.69,4087,1389,8180.3,4.31,0.08,10118,0.43,3.78,Adults,East,Conversion,3926.9,0.09,0.48,42.74
CMP0449,2023-11-29,2023-06-27,Search,6479.92,6819,288,3151.8,4.15,0.08,9741,0.32,1.95,Adults,North,Retention,15663.15,0.03,1.85,22.23
CMP0369,2022-06-02,2023-05-28,Email,7227.63,3892,4357,16815.34,3.99,0.37,56990,0.13,7.99,Teens,West,Conversion,44315.25,0.06,1.7,48.12
CMP0488,2023-04-19,2022-07-10,Email,6038.36,8804,1041,17361.0,2.81,0.49,24115,0.71,1.56,Adults,West,Conversion,48046.09,0.04,1.26,35.88
CMP0288,2022-09-24,2023-10-04,Social Media,1699.24,5064,4691,16356.33,4.87,0.2,90071,0.68,7.32,Seniors,West,Retention,3564.85,0.07,2.13,47.98
CMP0034,2023-01-15,2022-03-21,Social Media,707.78,1074,1353,4601.96,2.35,0.43,76690,0.55,6.69,Teens,North,Awareness,41338.26,0.11,1.68,17.27
CMP0348,2023-08-24,2023-08-13,Affiliate,8189.7,9268,614,8855.6,4.93,0.21,32794,0.88,1.41,Seniors,East,Awareness,30435.32,0.12,2.55,32.01
CMP0095,2023-03-11,2023-11-03,Affiliate,2236.51,2833,2665,3843.59,4.42,0.33,3873,0.79,8.46,Adults,North,Awareness,46788.16,0.17,2.21,12.96
CMP0072,2022-10-21,2022-10-18,Social Media,5471.04,720,601,13471.49,0.72,0.25,66083,0.55,6.17,Teens,South,Awareness,20008.03,0.1,1.78,7.31
CMP0039,2022-08-03,2023-07-13,Email,4903.65,7695,3964,16197.11,4.48,0.37,27315,0.84,7.48,Adults,North,Awareness,34589.59,0.05,1.02,11.62
CMP0154,2023-04-30,2022-06-15,Search,9218.42,8885,21,11839.95,1.59,0.04,94188,0.55,6.28,Adults,East,Retention,5144.37,0.1,0.18,38.18
CMP0250,2022-12-06,2022-12-16,Search,5569.15,9711,131,11149.14,3.86,0.28,63505,0.77,3.19,Adults,East,Conversion,15840.98,0.19,1.18,43.92
CMP0162,2023-04-02,2023-08-13,Email,5842.17,5952,4530,14442.09,0.1,0.5,49385,0.5,3.73,Seniors,West,Conversion,23759.8,0.17,2.34,7.81
CMP0438,2023-07-15,2022-12-09,Affiliate,3263.1,8914,2286,2714.37,1.45,0.38,4515,0.75,9.98,Teens,West,Awareness,22193.53,0.14,2.68,21.27
CMP0118,2022-06-05,2023-09-05,Search,9591.08,7403,2654,5329.31,3.82,0.12,17942,0.46,8.26,Seniors,East,Awareness,39002.29,0.09,2.57,28.57
CMP0259,2022-09-10,2023-01-11,Email,6162.5,4629,4083,6616.74,4.86,0.16,42525,0.56,8.54,Adults,South,Retention,5771.86,0.06,1.17,25.53
CMP0379,2023-08-05,2022-04-17,Search,149.31,4019,887,10883.86,0.94,0.35,74693,0.26,3.33,Adults,North,Retention,3911.12,0.1,0.19,7.81
CMP0306,2022-12-19,2023-07-21,Email,5605.21,8609,795,19532.53,2.35,0.08,34826,0.59,8.04,Seniors,West,Awareness,5117.11,0.14,2.82,17.5
CMP0268,2022-08-25,2023-04-15,Social Media,3702.27,2682,2086,17328.74,2.98,0.01,41494,0.74,4.09,Teens,West,Conversion,1142.51,0.18,2.08,25.59
CMP0449,2022-06-20,2023-10-23,Social Media,417.91,1624,110,5317.38,4.77,0.39,11619,0.77,3.96,Seniors,North,Retention,15434.94,0.19,1.49,6.24
CMP0054,2023-08-28,2023-03-30,Search,4372.34,7326,385,5043.2,2.32,0.3,13674,0.72,3.82,Adults,South,Awareness,45968.59,0.16,2.36,30.29
CMP0236,2022-04-14,2022-09-21,Search,7758.31,992,655,8995.14,4.67,0.34,80803,0.11,1.98,Seniors,West,Awareness,35102.92,0.13,0.36,38.16
CMP0389,2022-05-30,2023-05-10,Search,5087.52,8919,3392,19505.63,4.89,0.02,95150,0.85,1.94,Seniors,South,Awareness,17472.99,0.02,0.35,14.19
CMP0478,2023-12-09,2022-02-02,Search,6430.64,5423,3521,3472.85,4.71,0.2,94011,0.15,7.24,Teens,West,Awareness,11072.08,0.13,2.15,26.62
CMP0222,2022-04-16,2022-11-23,Social Media,6433.44,3121,2750,19160.39,3.77,0.27,60324,0.67,5.56,Teens,South,Awareness,36647.02,0.15,0.3,24.42
CMP0251,2023-07-30,2023-11-22,Social Media,6743.09,1554,3538,4213.17,0.72,0.35,85989,0.76,8.3,Adults,West,Conversion,35092.36,0.17,0.24,19.85
CMP0313,2022-05-20,2022-03-26,Email,3937.2,652,4826,17785.49,3.05,0.42,76083,0.71,8.06,Teens,North,Awareness,30419.87,0.09,2.19,36.96
CMP0401,2023-07-15,2023-07-20,Search,3763.05,775,2033,16690.6,3.79,0.15,27630,0.72,4.09,Seniors,South,Conversion,43791.52,0.02,2.25,39.36
CMP0112,2022-11-27,2022-03-28,Social Media,145.39,7860,4576,17705.25,4.78,0.45,84420,0.28,2.2,Seniors,South,Awareness,31020.84,0.04,1.3,16.66
CMP0255,2023-05-25,2022-12-19,Affiliate,1626.8,9885,1962,17889.39,3.91,0.34,28509,0.17,3.5,Adults,North,Conversion,18770.99,0.08,1.24,49.54
CMP0303,2023-03-09,2023-10-10,Email,9513.02,4497,1055,4753.66,2.74,0.21,29989,0.48,5.92,Seniors,West,Retention,37048.59,0.14,1.38,26.49
CMP0407,2022-08-30,2022-02-16,Email,8439.93,3364,2107,15684.68,1.11,0.33,94201,0.61,8.21,Teens,North,Awareness,12622.42,0.11,1.17,48.31
CMP0207,2022-01-13,2023-05-03,Email,2823.57,5093,3832,13800.4,2.34,0.33,67223,0.76,5.01,Adults,West,Retention,31154.41,0.13,1.39,8.94
CMP0229,2022-01-10,2022-01-07,Affiliate,4071.8,8907,4831,17638.97,3.23,0.11,95218,0.38,6.35,Teens,West,Retention,2843.39,0.12,0.64,42.65
CMP0341,2023-06-01,2022-04-14,Affiliate,9405.22,4327,3876,10061.11,1.69,0.01,60161,0.76,5.98,Teens,North,Retention,21927.47,0.19,1.79,31.15
CMP0398,2022-06-01,2023-04-27,Affiliate,2579.4,9923,3641,8562.34,2.34,0.07,96869,0.5,2.94,Adults,South,Conversion,4999.67,0.16,1.6,48.0
CMP0066,2023-11-06,2023-01-21,Social Media,5372.08,5389,2024,14661.34,0.19,0.48,49090,0.73,4.95,Seniors,North,Awareness,48219.6,0.16,2.03,34.17
CMP0075,2022-01-17,2023-05-31,Affiliate,318.59,9236,2359,5761.95,4.41,0.43,39034,0.28,6.97,Seniors,North,Retention,8346.05,0.14,0.63,35.87
CMP0435,2023-10-08,2023-12-03,Email,6235.37,5080,3408,16491.07,0.27,0.09,63181,0.71,1.45,Teens,South,Conversion,15880.92,0.03,0.36,33.91
CMP0103,2022-03-02,2022-05-23,Search,9307.73,7914,393,6076.6,2.11,0.33,64059,0.27,6.41,Adults,South,Awareness,13910.8,0.2,2.44,12.49
CMP0422,2023-04-12,2022-10-27,Email,8858.96,5766,2595,1342.66,2.6,0.46,17215,0.16,9.09,Adults,East,Retention,16407.87,0.02,2.72,32.44
,2023-05-28,2023-04-06,Email,5069.5,7747,712,11253.83,4.86,0.46,24436,0.73,9.23,Seniors,South,Awareness,22736.15,0.08,0.6,23.2
CMP0252,2022-07-23,2023-03-09,Social Media,6531.46,7471,2106,16801.48,4.68,0.29,20973,0.73,8.66,Teens,North,Awareness,13981.09,0.16,1.31,37.52
CMP0226,2022-08-15,2022-09-13,Email,5741.0,8762,328,13964.15,3.27,0.36,49292,0.19,2.98,Seniors,South,Awareness,19454.58,0.07,2.2,20.37
CMP0294,2023-10-17,2022-08-19,Social Media,763.05,2055,30,19791.2,2.96,0.2,5216,0.44,8.73,Adults,East,Retention,14069.7,0.13,1.62,38.8
CMP0306,2022-09-11,2022-03-12,Social Media,1671.36,2496,3514,3244.21,1.9,0.05,92200,0.12,2.0,Adults,North,Retention,48846.51,0.18,1.74,48.19
CMP0098,2022-12-27,2023-01-13,Search,9641.79,2190,601,7219.04,0.3,0.27,3355,0.68,3.9,Teens,West,Conversion,15122.0,0.17,1.09,10.33
CMP0338,2023-04-27,2022-04-03,Email,2634.09,2923,4114,7908.89,1.41,0.17,50921,0.72,4.57,Seniors,West,Retention,15844.53,0.12,0.45,29.08
CMP0286,2023-12-05,2023-02-15,Search,3906.05,2629,2206,1633.92,4.25,0.21,4301,0.64,2.85,Teens,East,Conversion,19147.94,0.11,2.89,34.25
CMP0335,2023-12-05,2023-08-01,Search,5138.55,7644,1470,1338.59,3.28,0.1,52240,0.52,8.86,Adults,South,Conversion,31841.54,0.05,2.26,23.46
CMP0347,2023-06-23,2022-07-25,Email,9793.41,4273,2556,1074.18,4.09,0.37,70437,0.21,7.63,Seniors,South,Awareness,48535.77,0.12,1.03,41.39
,2023-10-23,2023-02-10,Email,6930.94,9351,1921,8473.15,4.2,0.47,90117,0.89,7.43,Seniors,South,Conversion,29821.98,0.14,2.17,44.68
CMP0447,2023-12-14,2023-10-27,Affiliate,6333.03,7059,3136,16972.84,0.4,0.35,81616,0.3,9.35,Adults,West,Awareness,49235.63,0.13,1.23,29.16
CMP0482,2022-07-10,2022-02-25,Affiliate,5291.56,8938,4402,14338.05,1.75,0.25,77581,0.77,7.85,Teens,North,Retention,17962.15,0.06,0.67,25.24
CMP0308,2022-08-19,2022-05-19,Social Media,7036.68,9645,2575,9211.89,3.41,0.22,32450,0.16,4.85,Seniors,West,Awareness,46097.91,0.17,2.07,38.02
CMP0249,2022-06-27,2022-03-28,Email,6673.76,9055,1280,5648.33,4.28,0.28,68709,0.25,2.2,Teens,West,Conversion,20065.46,0.11,1.29,10.38
CMP0166,2023-01-20,2023-01-26,Social Media,9038.12,2426,291,803.62,4.03,0.33,66525,0.65,8.45,Teens,South,Conversion,31806.14,0.03,0.43,32.13
CMP0481,2023-05-11,2023-12-12,Search,5464.17,558,2826,3919.91,2.17,0.07,67148,0.13,7.42,Teens,North,Retention,3537.91,0.04,1.07,16.15
CMP0472,2023-03-06,2023-09-23,Search,4272.88,8983,4362,8050.19,4.67,0.4,52471,0.11,6.45,Seniors,North,Awareness,1202.31,0.17,1.23,47.96
CMP0335,2023-10-12,2022-06-24,Affiliate,8090.9,2672,1839,7723.92,1.57,0.01,17290,0.59,7.71,Seniors,North,Conversion,12039.83,0.07,1.22,31.41
CMP0030,2023-01-24,2022-11-08,Social Media,8017.86,6040,562,5557.54,1.94,0.42,1843,0.64,7.79,Adults,West,Conversion,2894.93,0.12,1.76,44.89
CMP0247,2022-01-13,2022-08-14,Email,1781.38,2639,3749,19944.02,0.99,0.26,26419,0.67,7.68,Seniors,North,Retention,21762.79,0.1,1.37,18.03
CMP0106,2022-05-19,2022-11-19,Email,2444.24,4269,2974,9223.91,1.21,0.22,65562,0.79,5.09,Seniors,West,Retention,22883.28,0.11,2.25,28.2
CMP0051,2022-03-21,2023-07-26,Affiliate,9590.52,9110,3477,5722.72,0.14,0.07,46048,0.35,5.81,Adults,South,Awareness,47789.32,0.14,1.91,14.91
CMP0081,2023-04-14,2022-08-15,Affiliate,4496.68,6173,2934,8437.77,1.61,0.3,19332,0.17,8.23,Seniors,East,Retention,9490.55,0.15,1.62,40.12
CMP0133,2022-01-23,2023-02-09,Social Media,5244.64,8810,2817,5948.56,1.6,0.05,63834,0.42,9.36,Seniors,West,Conversion,23182.46,0.19,2.31,26.4
CMP0285,2022-06-15,2023-04-30,Affiliate,3170.59,4570,2929,7365.81,0.43,0.43,56986,0.3,5.64,Seniors,West,Retention,16084.09,0.14,2.8,11.41
CMP0388,2022-03-03,2022-05-03,Affiliate,4862.6,7573,3014,2954.57,1.77,0.16,42172,0.87,7.24,Adults,South,Awareness,3933.11,0.07,0.75,12.86
CMP0138,2023-01-19,2022-11-05,Affiliate,7459.23,4091,1580,516.52,1.58,0.09,26232,0.26,5.57,Adults,East,Retention,6232.16,0.13,2.39,39.99
CMP0184,2022-12-16,2023-12-20,Search,4875.22,8634,2306,10086.68,4.02,0.13,53896,0.66,4.75,Seniors,East,Conversion,43991.28,0.12,1.35,8.99
,2023-07-12,2022-06-20,Social Media,3216.37,6908,2346,10038.27,0.87,0.27,15113,0.84,8.03,Seniors,West,Awareness,20475.57,0.11,1.74,26.55
CMP0330,2023-07-28,2023-06-05,Email,1050.41,6287,2466,3560.75,3.65,0.28,92225,0.64,2.33,Teens,South,Retention,38515.44,0.01,2.48,16.76
CMP0273,2023-04-10,2023-03-02,Email,9289.79,7708,4414,16737.25,0.74,0.18,64989,0.15,5.0,Teens,East,Awareness,22987.31,0.16,1.71,46.6
CMP0340,2022-10-30,2023-11-09,Social Media,8729.41,6408,70,4240.21,2.53,0.4,18297,0.84,6.3,Teens,North,Conversion,45737.11,0.19,0.63,15.52
CMP0472,2023-12-07,2023-06-08,Affiliate,7934.51,4631,3585,15518.7,3.71,0.2,57673,0.22,7.37,Adults,South,Retention,35406.3,0.06,2.93,12.56
CMP0069,2023-11-08,2023-02-21,Affiliate,6971.3,5226,2838,4210.28,3.07,0.22,24475,0.26,8.96,Teens,South,Awareness,17712.05,0.02,2.54,25.29
CMP0034,2023-12-05,2023-01-23,Email,5203.55,543,2584,5984.64,3.26,0.07,83145,0.68,2.45,Adults,North,Awareness,43274.42,0.04,0.4,35.27
CMP0262,2022-09-07,2023-10-06,Search,8984.23,3804,3392,5762.79,1.11,0.08,46691,0.49,4.73,Teens,North,Awareness,5261.8,0.2,0.6,36.04
CMP0053,2023-06-20,2023-10-04,Social Media,7937.84,2000,3774,4976.98,4.15,0.06,21529,0.72,3.05,Seniors,North,Retention,4726.19,0.13,1.12,34.06
CMP0450,2022-09-18,2022-12-25,Affiliate,8178.51,9809,2257,19075.19,4.77,0.08,71191,0.23,5.93,Adults,West,Conversion,28187.46,0.08,1.47,19.4
CMP0205,2023-07-21,2022-04-13,Search,3164.55,1656,3434,5637.5,0.86,0.45,80148,0.79,2.84,Seniors,West,Retention,36834.07,0.06,0.57,6.17
CMP0126,2023-02-25,2023-03-10,Search,4292.24,8389,1108,9956.81,4.45,0.35,39742,0.34,3.16,Adults,West,Retention,30446.97,0.2,1.4,34.6
CMP0235,2023-08-03,2023-10-23,Affiliate,7097.34,1144,2813,14835.89,2.05,0.34,84500,0.52,2.09,Teens,South,Retention,33470.5,0.05,1.4,45.53
CMP0043,2023-01-31,2022-06-17,Social Media,3773.52,8759,3117,6723.1,3.52,0.08,26413,0.19,6.08,Teens,West,Awareness,13770.45,0.05,0.84,19.29
CMP0240,2022-04-20,2022-11-21,Social Media,4990.35,8645,207,728.16,2.58,0.26,50042,0.38,8.21,Seniors,West,Conversion,44018.57,0.09,0.53,11.82
CMP0459,2022-11-08,2022-11-16,Email,6500.48,171,2101,15352.97,3.99,0.25,70409,0.39,2.13,Seniors,West,Conversion,48615.55,0.08,0.56,18.55
CMP0371,2022-01-27,2023-06-13,Email,4433.81,9667,2698,6038.63,0.32,0.15,58252,0.87,8.14,Adults,South,Conversion,20028.9,0.04,2.51,29.99
CMP0111,2022-08-17,2023-10-24,Social Media,7951.09,1175,1578,17527.05,1.69,0.14,95841,0.76,9.69,Teens,West,Conversion,21036.59,0.15,2.41,39.55
CMP0249,2023-09-13,2022-11-03,Affiliate,1251.16,9537,880,10077.49,0.33,0.38,49301,0.15,5.3,Seniors,East,Retention,23234.79,0.2,0.16,35.63
CMP0151,2022-09-21,2023-06-12,Social Media,7208.76,9315,519,12675.97,4.71,0.16,73126,0.33,5.81,Adults,East,Awareness,10805.14,0.06,0.73,30.41
CMP0183,2022-05-23,2022-11-11,Email,1537.58,9281,2473,19043.72,0.93,0.3,76350,0.27,7.86,Seniors,West,Retention,7912.24,0.12,0.18,44.49
CMP0336,2023-05-29,2023-03-10,Email,9384.61,4655,4043,17464.23,2.18,0.46,12854,0.36,7.76,Seniors,East,Conversion,39069.2,0.05,0.5,39.58
CMP0095,2022-04-26,2023-08-06,Email,3208.97,5386,2466,15956.45,3.24,0.26,23145,0.11,1.97,Adults,South,Awareness,30710.13,0.1,0.32,14.0
CMP0459,2023-09-19,2022-11-07,Social Media,7974.78,4562,4401,10849.25,2.36,0.31,73485,0.73,8.45,Adults,East,Awareness,8365.29,0.16,2.31,38.05
CMP0374,2023-11-04,2023-03-31,Social Media,5262.03,3821,1898,3801.15,2.73,0.44,38720,0.21,1.98,Teens,West,Conversion,25303.66,0.1,1.13,16.72
CMP0400,2022-06-04,2022-07-12,Affiliate,1001.76,3207,2260,16900.4,1.1,0.36,88019,0.26,6.1,Seniors,North,Awareness,49806.63,0.17,2.13,49.39
CMP0008,2023-04-26,2022-06-10,Email,5867.61,4802,4681,2331.97,0.43,0.02,54063,0.62,5.52,Teens,South,Retention,26802.88,0.12,1.66,17.72
CMP0388,2022-12-04,2023-10-24,Search,9130.56,2675,994,17805.44,1.36,0.08,78371,0.6,8.45,Adults,East,Retention,45699.87,0.2,0.81,8.15
CMP0360,2023-03-01,2022-09-20,Search,1656.62,3146,805,15442.0,1.65,0.14,93746,0.76,2.22,Adults,West,Retention,41940.18,0.11,1.54,33.58
CMP0388,2022-07-28,2022-09-20,Affiliate,3280.94,848,857,16167.37,2.14,0.22,83460,0.21,6.8,Adults,South,Awareness,6416.66,0.15,0.77,33.16
CMP0184,2023-06-19,2022-07-25,Affiliate,4447.67,1799,1401,7855.34,1.55,0.15,62499,0.28,9.05,Teens,West,Conversion,20825.27,0.05,1.1,39.19
CMP0281,2022-05-08,2023-01-27,Email,2823.03,8893,3003,2156.76,0.28,0.24,71724,0.8,5.97,Adults,West,Conversion,28426.32,0.05,2.65,41.37
CMP0195,2023-12-05,2023-04-22,Social Media,9443.42,4815,4467,14675.61,0.56,0.39,13883,0.63,8.79,Teens,East,Awareness,32815.64,0.08,2.46,48.8
CMP0352,2022-08-30,2022-02-06,Social Media,3837.25,8546,4581,19572.3,3.4,0.49,90423,0.16,8.95,Adults,South,Retention,15280.66,0.05,1.37,39.35
CMP0195,2023-08-26,2023-11-28,Search,6614.81,2824,4409,17238.95,0.41,0.32,79846,0.18,3.28,Teens,North,Conversion,1376.96,0.01,0.59,43.42
CMP0155,2022-04-20,2022-02-24,Email,2316.78,5419,2242,16907.07,0.33,0.44,1340,0.53,8.92,Seniors,North,Conversion,16172.24,0.05,0.56,47.15
CMP0093,2022-03-16,2022-03-17,Search,2275.09,935,2322,12829.98,4.08,0.18,35468,0.7,7.14,Teens,South,Conversion,28759.31,0.1,1.99,16.6
CMP0160,2022-07-25,2022-02-09,Search,1840.91,1950,1447,2767.22,0.3,0.08,68257,0.61,8.74,Teens,South,Conversion,18178.34,0.14,1.53,13.37
CMP0434,2022-01-23,2022-07-28,Email,4404.64,4864,411,17333.89,0.44,0.42,11806,0.64,3.38,Teens,North,Awareness,19656.48,0.12,1.65,29.74
CMP0061,2023-12-01,2022-11-04,Affiliate,5375.3,3202,2230,4829.75,2.79,0.39,27132,0.56,4.41,Adults,West,Conversion,41997.58,0.05,0.32,21.31
CMP0122,2022-10-03,2022-10-15,Search,206.41,3749,887,5657.67,2.27,0.13,57545,0.81,6.43,Teens,South,Awareness,21429.36,0.03,1.2,6.84
CMP0051,2023-04-04,2022-07-02,Affiliate,8345.94,6844,3164,15239.23,4.83,0.27,73071,0.82,7.79,Seniors,North,Retention,48448.01,0.17,1.18,41.74
CMP0403,2022-11-09,2022-04-12,Social Media,5176.26,2633,916,14479.67,4.69,0.5,52565,0.58,9.84,Teens,East,Conversion,9037.36,0.16,0.88,15.1
CMP0277,2022-06-25,2023-04-07,Search,1656.38,2406,4451,1914.97,3.34,0.49,2374,0.69,1.62,Teens,East,Retention,5413.44,0.06,2.29,25.29
CMP0005,2022-09-23,2022-03-11,Email,766.2,593,1105,5413.2,0.45,0.23,16508,0.47,5.88,Adults,North,Retention,11432.49,0.11,0.49,39.77
CMP0466,2022-12-19,2022-07-31,Affiliate,725.67,9422,3532,16444.87,2.57,0.15,22690,0.32,5.93,Seniors,North,Awareness,5311.4,0.14,2.39,31.18
CMP0092,2022-04-06,2022-05-17,Social Media,2650.67,5800,1816,19016.87,0.32,0.15,87356,0.61,9.15,Adults,North,Awareness,13221.34,0.14,0.35,49.08
CMP0170,2023-12-24,2023-03-31,Social Media,5042.99,7033,1686,5693.07,4.55,0.44,82116,0.75,3.12,Seniors,West,Retention,27645.02,0.1,0.55,42.68
CMP0317,2023-03-19,2022-12-02,Search,8616.37,4140,217,15332.68,3.33,0.34,8967,0.31,2.43,Seniors,West,Awareness,13681.95,0.1,1.63,42.62
CMP0022,2022-07-07,2022-02-27,Social Media,9039.36,1876,1375,10359.89,2.91,0.3,20129,0.6,5.34,Seniors,West,Retention,41086.81,0.1,1.78,40.87
CMP0405,2023-02-04,2023-02-26,Email,8340.05,1967,1419,7911.19,2.2,0.14,9816,0.6,7.53,Seniors,North,Awareness,18579.11,0.12,2.91,38.7
CMP0326,2022-03-12,2023-07-21,Search,3352.78,2834,2935,18013.29,2.6,0.21,29825,0.84,9.75,Seniors,North,Awareness,20787.38,0.1,1.86,31.21
CMP0001,2023-07-07,2023-12-25,Social Media,3134.92,3431,4267,11189.97,2.06,0.28,68084,0.71,6.15,Seniors,South,Conversion,5254.34,0.1,1.74,39.83
CMP0133,2022-07-16,2023-07-06,Email,9875.84,3540,2073,13989.33,0.59,0.27,49910,0.75,7.53,Adults,West,Retention,14256.69,0.17,0.65,32.28
CMP0233,2022-11-03,2022-08-27,Affiliate,6844.68,309,2800,12052.69,3.34,0.04,66776,0.56,3.51,Seniors,West,Retention,6903.13,0.05,0.35,24.38
CMP0012,2023-04-14,2022-08-03,Affiliate,3119.02,8206,255,13049.82,4.98,0.25,11400,0.68,7.09,Seniors,North,Awareness,12398.83,0.1,2.39,28.72
CMP0346,2022-05-21,2022-02-15,Search,3357.89,5208,2612,10587.01,0.65,0.31,74151,0.3,3.18,Seniors,West,Conversion,33269.35,0.14,2.34,29.47
CMP0046,2023-04-19,2022-07-27,Email,4402.98,2829,3491,10902.12,4.97,0.4,97286,0.56,5.46,Teens,South,Awareness,19704.86,0.11,1.33,49.33
CMP0034,2022-03-16,2023-06-15,Social Media,6255.89,8222,1487,17117.31,4.51,0.07,84520,0.63,1.42,Adults,East,Conversion,1937.06,0.07,0.33,26.86
CMP0433,2023-12-17,2022-12-09,Search,8989.99,4870,2507,6401.84,4.48,0.41,82614,0.77,3.91,Teens,East,Conversion,14102.8,0.03,1.49,39.59
CMP0078,2022-02-26,2022-01-03,Search,2063.24,4300,1490,14859.37,4.17,0.06,97437,0.23,8.04,Adults,East,Retention,43702.31,0.14,1.26,31.77
CMP0218,2022-06-12,2023-08-20,Social Media,935.59,3861,1797,5737.22,4.63,0.25,87630,0.36,1.61,Teens,South,Retention,19516.67,0.15,2.23,26.24
CMP0301,2022-06-24,2023-07-24,Email,4116.95,9439,1822,1879.23,1.31,0.05,7772,0.73,3.87,Adults,North,Conversion,28579.36,0.02,1.76,44.78
